"game_id","pfr_game_id","season","week","game_type","team","opponent","pfr_player_name","pfr_player_id","def_ints","def_targets","def_completions_allowed","def_completion_pct","def_yards_allowed","def_yards_allowed_per_cmp","def_yards_allowed_per_tgt","def_receiving_td_allowed","def_passer_rating_allowed","def_adot","def_air_yards_completed","def_yards_after_catch","def_times_blitzed","def_times_hurried","def_times_hitqb","def_sacks","def_pressures","def_tackles_combined","def_missed_tackles","def_missed_tackle_pct"
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Nick Bolton","BoltNi00",0,5,5,1,85,17,17,1,158.3,3.4,17,68,3,0,0,0,0,7,2,0.222
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Jaylen Watson","WatsJa02",0,7,5,0.714,53,10.6,7.6,0,93.2,12.3,22,31,1,0,0,0,0,11,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Chamarri Conner","ConnCh01",0,8,5,0.625,25,5,3.1,0,67.2,2.8,-12,37,1,0,0,0,0,6,3,0.333
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Bryan Cook","CookBr02",0,4,3,0.75,59,19.7,14.8,0,116.7,15.8,53,6,0,0,0,0,0,6,1,0.143
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Justin Reid","ReidJu00",0,3,3,1,13,4.3,4.3,0,84.7,2,6,7,2,0,0,0,0,9,1,0.1
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Drue Tranquill","TranDr00",0,5,2,0.4,7,3.5,1.4,0,47.9,0.4,-3,10,6,0,0,0,0,4,1,0.2
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Trent McDuffie","McDuTr00",0,6,2,0.333,22,11,3.7,0,45.1,5.3,21,1,1,0,0,0,0,4,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","George Karlaftis III","KarlGe00",0,1,1,1,9,9,9,0,104.2,3,3,6,0,3,1,0,4,2,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Chris Jones","JoneCh09",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,1,6,3,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Leo Chenal","ChenLe00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,3,7,1,0.125
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Tershawn Wharton","WharTe00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,3,3,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Michael Danna","DannMi00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,4,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Derrick Nnadi","NnadDe00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"2024_01_BAL_KC","202409050kan",2024,1,"REG","KC","BAL","Joshua Williams","WillJo03",0,1,0,0,NA,NA,0,NA,39.6,40,NA,NA,0,0,0,0,0,1,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Roquan Smith","SmitRo07",1,7,6,0.857,80,13.3,11.4,0,74.7,3.4,16,64,1,0,0,0,0,7,1,0.125
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Trenton Simpson","SimpTr00",0,4,3,0.75,37,12.3,9.3,0,103.1,5.3,11,26,2,0,0,0.5,1,5,2,0.286
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Brandon Stephens","StepBr01",0,3,3,1,43,14.3,14.3,0,118.7,9.3,28,15,0,0,0,0,0,4,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Marlon Humphrey","HumpMa00",0,5,3,0.6,37,12.3,7.4,1,122.5,6.2,17,20,1,0,0,0,0,2,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Malik Harrison","HarrMa06",0,3,2,0.667,38,19,12.7,0,109.7,3.7,0,38,0,0,0,0,0,2,1,0.333
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Marcus Williams","WillMa06",0,3,1,0.333,24,24,8,0,63.2,10,17,7,0,0,0,0,0,6,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Kyle Hamilton","HamiKy00",0,1,1,1,33,33,33,0,118.7,13,13,20,0,0,0,0,0,3,2,0.4
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Jalyn Armour-Davis","ArmoJa00",0,1,1,1,10,10,10,0,108.3,5,5,5,0,0,0,0,0,1,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","David Ojabo","OjabDa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,1,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Broderick Washington Jr.","WashBr01",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,1,1,0.5
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Nnamdi Madubuike","MaduJu00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0.5,2,2,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Travis Jones","JoneTr00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Kyle Van Noy","VanNKy00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Odafe Oweh","OwehJa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4,1,0.2
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Michael Pierce","PierMi00",0,1,0,0,NA,NA,0,NA,39.6,-1,NA,NA,0,1,0,0,1,4,0,0
"2024_01_BAL_KC","202409050kan",2024,1,"REG","BAL","KC","Ar'Darius Washington","WashAr00",0,1,0,0,NA,NA,0,NA,39.6,13,NA,NA,0,0,0,0,0,0,0,NA
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Quinyon Mitchell","MitcQu00",0,9,4,0.444,60,15,6.7,0,66.9,16.1,54,6,0,0,0,0,0,5,1,0.167
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Zack Baun","BaunZa00",0,4,3,0.75,22,7.3,5.5,0,87.5,-0.8,-7,29,5,1,0,2,3,15,1,0.063
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Avonte Maddox","MaddAv00",0,6,3,0.5,30,10,5,1,104.2,6.3,9,21,0,0,0,0,0,3,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","C.J. Gardner-Johnson","GardCh00",0,3,2,0.667,78,39,26,1,149.3,12.3,32,46,1,1,0,0,1,5,2,0.286
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Darius Slay","SlayDa00",0,2,2,1,15,7.5,7.5,0,97.9,5.5,11,4,1,0,0,0,0,3,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Nakobe Dean","DeanNa00",0,4,2,0.5,29,14.5,7.3,0,74,3.8,6,23,3,0,0,0,0,4,1,0.2
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Reed Blankenship","BlanRe00",1,4,2,0.5,26,13,6.5,0,31.2,9.5,17,9,0,0,0,0,0,8,2,0.2
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Brandon Graham","GrahBr99",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Moro Ojomo","OjomMo00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,NA
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Josh Sweat","SweaJo00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,1,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Jalen Carter","CartJa05",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,3,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Bryce Huff","HuffBr00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,2,0.667
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Nolan Smith","SmitNo02",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","PHI","GB","Milton Williams","WillMi08",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0.5
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Jaire Alexander","AlexJa00",1,9,5,0.556,112,22.4,12.4,1,97.7,9.7,50,62,0,0,0,0,0,4,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Keisean Nixon","NixoKe00",0,5,4,0.8,26,6.5,5.2,0,88.3,0,0,26,3,0,1,1,2,7,1,0.125
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Isaiah McDuffie","McDuIs00",0,3,3,1,36,12,12,1,156.2,10,30,6,4,1,1,0,2,6,2,0.25
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Quay Walker","WalkQu00",0,4,3,0.75,38,12.7,9.5,0,104.2,12.8,20,18,4,0,0,0,0,11,1,0.083
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Javon Bullard","BullJa00",0,3,3,1,48,16,16,0,118.7,3,9,39,0,0,0,0,0,11,1,0.083
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Eric Stokes","StokEr00",0,3,1,0.333,10,10,3.3,0,43.7,7.7,-4,14,0,0,0,0,0,2,1,0.333
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Xavier McKinney","McKiXa00",1,2,1,0.5,8,8,4,0,20.8,10,3,5,0,0,0,0,0,4,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Rashan Gary","GaryRa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,3,0,0
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Kenny Clark","ClarKe01",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,1,0.333
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Kingsley Enagbare","EnagKi00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,1
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Preston Smith","SmitPr00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,1,0.333
"2024_01_GB_PHI","202409060phi",2024,1,"REG","GB","PHI","Lukas Van Ness","VanNLu00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,1,0.333
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","AJ Terrell","TerrAJ00",0,4,4,1,65,16.3,16.3,0,118.7,12.3,49,16,0,0,0,0,0,5,3,0.375
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Mike Hughes","HughMi00",0,2,2,1,12,6,6,0,91.7,0,0,12,1,1,0,0,1,7,1,0.125
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Kaden Elliss","ElliKa00",0,3,2,0.667,15,7.5,5,0,78.5,2,6,9,0,0,0,0,0,9,1,0.1
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Troy Andersen","AndeTr00",0,2,2,1,11,5.5,5.5,0,89.6,4.5,9,2,2,0,0,0,0,6,1,0.143
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Jessie Bates III","BateJe00",0,2,2,1,35,17.5,17.5,0,118.7,16,32,3,1,0,0,0,0,6,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Justin Simmons","SimmJu00",0,4,2,0.5,9,4.5,2.3,0,56.2,6,0,9,0,0,0,0,0,3,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Lorenzo Carter","CartLo01",0,1,1,1,5,5,5,0,87.5,4,4,1,0,0,0,0,0,5,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Clark Phillips","PhilCl00",0,1,1,1,9,9,9,0,104.2,8,8,1,0,0,0,0,0,1,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","James Smith-Williams","SmitJa08",0,1,1,1,-5,-5,-5,0,79.2,-6,-6,1,0,0,0,0,0,5,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Grady Jarrett","JarrGr00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.5,2,3,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Matt Judon","JudoMa00",0,1,0,0,NA,NA,0,NA,39.6,6,NA,NA,0,0,0,0.5,1,6,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Eddie Goldman","GoldEd00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Drew Dalman","DalmDr00",0,1,0,0,NA,NA,0,NA,39.6,14,NA,NA,0,0,0,0,0,0,0,NA
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Ta'Quon Graham","GrahTa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0.5
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","Arnold Ebiketie","EbikAr00",0,1,0,0,NA,NA,0,NA,39.6,-3,NA,NA,0,0,0,0,0,5,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","ATL","PIT","DeAundre Alford","AlfoDe00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,1,0.333
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Beanie Bishop","BishBe00",0,6,4,0.667,29,7.3,4.8,1,117.4,6.2,27,2,0,0,0,0,0,4,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Minkah Fitzpatrick","FitzMi00",0,3,3,1,44,14.7,14.7,0,118.7,13.7,41,3,0,0,0,0,0,7,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Joey Porter Jr.","PortJo02",0,2,2,1,12,6,6,0,91.7,3,6,6,0,0,0,0,0,3,2,0.4
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Donte Jackson","JackDo02",1,4,2,0.5,24,12,6,0,29.2,10.8,15,9,0,0,0,0,0,2,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Alex Highsmith","HighAl02",0,1,1,1,9,9,9,0,104.2,-2,-2,11,2,0,0,0,0,6,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Payton Wilson","WilsPa00",0,1,1,1,7,7,7,0,95.8,0,0,7,0,0,0,0,0,3,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Patrick Queen","QueePa00",0,1,1,1,14,14,14,0,118.7,-5,-5,19,1,0,0,0,0,2,2,0.5
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Damontae Kazee","KazeDa00",0,2,1,0.5,8,8,4,0,60.4,8,5,3,0,0,0,0,0,3,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","DeShon Elliott","ElliDe02",1,3,1,0.333,8,8,2.7,0,2.8,2.7,-5,13,1,0,0,0,0,4,1,0.2
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","T.J. Watt","WattT.00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,3,4,1,0.2
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Larry Ogunjobi","OgunLa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,3,3,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Cameron Heyward","HeywCa01",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,4,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Montravius Adams","AdamMo00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,3,0,0
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Keeanu Benton","BentKe00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,2,1,0.333
"2024_01_PIT_ATL","202409080atl",2024,1,"REG","PIT","ATL","Elandon Roberts","RobeEl00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,NA
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Terrel Bernard","BernTe00",0,6,5,0.833,32,6.4,5.3,0,88.9,1.5,15,17,1,0,0,0,0,11,1,0.083
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Cameron Lewis","LewiCa00",0,8,5,0.625,33,6.6,4.1,0,71.4,7.4,21,12,4,0,0,0,0,10,1,0.091
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Dorian Williams","WillDo04",0,5,4,0.8,46,11.5,9.2,0,105,2.8,14,32,2,0,0,0,0,9,2,0.182
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Rasul Douglas","DougRa00",0,4,2,0.5,8,4,2,0,56.2,4.3,2,6,1,0,0,0,0,2,1,0.333
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Ja'Marcus Ingram","IngrJa00",0,3,2,0.667,38,19,12.7,0,109.7,12,9,29,0,0,0,0,0,2,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Christian Benford","BenfCh00",0,3,1,0.333,19,19,6.3,1,95.8,8.7,14,5,0,0,0,0,0,3,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Taron Johnson","JohnTa01",0,1,1,1,8,8,8,0,100,6,6,2,0,0,0,0,0,1,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Damar Hamlin","HamlDa00",0,3,1,0.333,12,12,4,0,46.5,9.3,3,9,1,0,0,0,0,4,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Gregory Rousseau","RousGr00",0,2,0,0,2,NA,1,0,39.6,0,-3,5,0,1,0,3,4,6,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Von Miller","MillVo00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,2,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","A.J. Epenesa","EpenAJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,1,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","DaQuan Jones","JoneDa04",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Austin Johnson","JohnAu01",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Taylor Rapp","RappTa00",0,2,0,0,8,NA,4,0,43.7,13.5,6,2,1,0,0,0,0,5,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","BUF","ARI","Kaiir Elam","ElamKa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Budda Baker","BakeBu00",0,5,3,0.6,69,23,13.8,1,143.7,7.4,37,32,1,0,0,0,0,10,3,0.231
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Starling Thomas","ThomSt01",0,4,3,0.75,54,18,13.5,0,116.7,22.5,49,5,0,0,0,0,0,3,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Sean Murphy-Bunting","BuntSe00",0,4,3,0.75,23,7.7,5.8,0,88.5,5,14,9,0,0,0,0,0,5,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Owen Pappoe","PappOw00",0,3,2,0.667,15,7.5,5,0,78.5,-1.3,-4,19,0,1,0,0,1,4,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Kei'Trel Clark","ClarKe02",0,1,1,1,12,12,12,0,116.7,6,6,6,0,0,0,1,1,3,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Kyzir White","WhitKy00",0,3,1,0.333,35,35,11.7,0,78.5,3.3,7,28,1,0,1,0,1,11,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Zaven Collins","CollZa00",0,1,1,1,3,3,3,0,79.2,-6,-6,9,2,0,0,0,0,9,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Mack Wilson","WilsMa03",0,1,1,1,12,12,12,0,116.7,1,1,11,1,0,0,0,0,9,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Garrett Williams","WillGa00",0,2,1,0.5,14,14,7,0,72.9,-1,2,12,0,0,0,0,0,3,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Max Melton","MeltMa00",0,1,1,1,19,19,19,0,118.7,8,8,11,0,0,0,0,0,2,1,0.333
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Jalen Thompson","ThomJa04",0,1,1,1,11,11,11,1,152.1,11,11,0,1,0,0,0,0,6,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Roy Lopez","LopeRo00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Dennis Gardeck","GardDe01",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA
"2024_01_ARI_BUF","202409080buf",2024,1,"REG","ARI","BUF","Xavier Thomas","ThomXa01",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Kyler Gordon","GordKy00",0,4,1,0.25,37,37,9.3,0,65.6,7.8,35,2,0,0,0,0,0,4,1,0.2
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","DeMarcus Walker","WalkDe03",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,4,1,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Gervon Dexter","DextGe00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3,4,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Darrell Taylor","TaylDa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,3,8,1,0.111
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Andrew Billings","BillAn00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,3,2,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Montez Sweat","SweaMo00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,2,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Jaylon Johnson","JohnJa13",1,2,0,0,NA,NA,0,NA,0,34,NA,NA,0,0,0,0,0,3,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","T.J. Edwards","EdwaTJ02",0,9,0,0,35,NA,3.9,0,43.3,1.4,13,22,0,0,0,0,0,15,1,0.063
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Tremaine Edmunds","EdmuTr01",0,3,0,0,5,NA,1.7,0,39.6,-2.3,-7,12,2,0,0,0,0,4,1,0.2
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Tyrique Stevenson","StevTy01",1,9,0,0,47,NA,5.2,1,46.3,13.9,39,8,0,0,0,0,0,4,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","CHI","TEN","Jaquan Brisker","BrisJa01",0,1,0,0,3,NA,3,0,39.6,-3,-3,6,0,0,0,0,0,9,2,0.182
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","Harold Landry","LandHa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,6,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","T'Vondre Sweat","SweaTV01",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,NA
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","Caleb Murphy","MurpCa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","James Lynch","LyncJa00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,NA
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","Jack Gibbens","GibbJa00",0,2,0,0,-1,NA,-0.5,0,39.6,2,-5,4,2,1,0,0,1,4,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","Amani Hooker","HookAm00",0,7,0,0,9,NA,1.3,0,39.6,7.1,-7,16,1,0,1,0,1,6,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","Sebastian Joseph-Day","JoseSe00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,3,0,0
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","James Williams","WillJa15",0,1,0,0,NA,NA,0,NA,39.6,0,NA,NA,0,0,0,0,0,0,0,NA
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","L'Jarius Sneed","SneeLJ00",0,7,0,0,41,NA,5.9,0,51.5,8.7,32,9,0,0,0,0,0,4,1,0.2
"2024_01_TEN_CHI","202409080chi",2024,1,"REG","TEN","CHI","Kenneth Murray","MurrKe00",0,4,0,0,12,NA,3,0,39.6,2,7,5,1,0,0,0,0,6,0,0
