game_id,week,player_id,player_name,assist_tackles,qb_hits,sacks,solo_tackles,tfls,total_tackles
2025_01_DET_GB,1,00-0034967,R.Gary,2.0,2.0,1.0,3.0,1.0,4.0
2025_01_DET_GB,1,00-0035133,K.Nixon,1.0,0.0,0.0,5.0,1.0,5.5
2025_01_DET_GB,1,00-0035330,A.Pittman,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_DET_GB,1,00-0035567,C.Reynolds,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_DET_GB,1,00-0036124,K.Dorsey,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_DET_GB,1,00-0036375,A.Robertson,0.0,0.0,0.0,3.0,0.0,3.0
2025_01_DET_GB,1,00-0036388,X.McKinney,1.0,0.0,0.0,2.0,0.0,2.5
2025_01_DET_GB,1,00-0036568,R.Lopez,1.0,0.0,0.0,0.0,0.0,0.5
2025_01_DET_GB,1,00-0036648,N.Niemann,2.0,0.0,0.0,1.0,0.0,2.0
2025_01_DET_GB,1,00-0036658,I.McDuffie,2.0,0.0,0.0,1.0,0.0,2.0
2025_01_DET_GB,1,00-0036932,M.Parsons,0.0,1.0,1.0,1.0,1.0,1.0
2025_01_DET_GB,1,00-0036963,A.St. Brown,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_DET_GB,1,00-0036964,D.Barnes,0.0,0.0,0.0,4.0,1.0,4.0
2025_01_DET_GB,1,00-0037074,Q.Walker,2.0,0.0,0.0,5.0,2.0,6.0
2025_01_DET_GB,1,00-0037075,D.Wyatt,0.0,3.0,1.0,1.0,1.0,1.0
2025_01_DET_GB,1,00-0037083,K.Enagbare,2.0,0.0,0.0,0.0,0.0,1.0
2025_01_DET_GB,1,00-0037236,A.Hutchinson,0.0,1.0,0.0,0.0,0.0,0.0
2025_01_DET_GB,1,00-0037667,K.Joseph,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_DET_GB,1,00-0038387,C.Wooden,0.0,1.0,0.0,1.0,2.0,1.0
2025_01_DET_GB,1,00-0038408,C.Valentine,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_DET_GB,1,00-0038685,C.Brooks,2.0,0.0,0.0,0.0,0.0,1.0
2025_01_DET_GB,1,00-0039018,J.Campbell,3.0,0.0,0.0,5.0,0.0,6.5
2025_01_DET_GB,1,00-0039112,L.Van Ness,3.0,1.0,0.5,1.0,1.0,2.5
2025_01_DET_GB,1,00-0039141,B.Branch,0.0,0.0,0.0,4.0,1.0,4.0
2025_01_DET_GB,1,00-0039172,J.Bates,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_DET_GB,1,00-0039812,T.Hopper,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_DET_GB,1,00-0039813,E.Williams,2.0,0.0,0.0,1.0,0.0,2.0
2025_01_DET_GB,1,00-0039850,E.Cooper,3.0,0.0,0.0,7.0,0.0,8.5
2025_01_DET_GB,1,00-0039867,J.Bullard,1.0,0.0,0.0,7.0,0.0,7.5
2025_01_DET_GB,1,00-0039903,T.Arnold,1.0,0.0,0.0,3.0,0.0,3.5
2025_01_DET_GB,1,00-0040672,T.Williams,1.0,0.0,0.0,1.0,0.0,1.5
2025_01_HOU_LA,1,00-0031565,D.Hunter,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0032726,K.Fairbairn,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0032759,S.Rankins,1.0,2.0,0.0,1.0,0.0,1.5
2025_01_HOU_LA,1,00-0033783,A.Witherspoon,0.0,0.0,0.0,2.0,0.0,2.0
2025_01_HOU_LA,1,00-0033854,D.Ogunbowale,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0033876,D.Barnett,1.0,0.0,0.0,0.0,0.0,0.5
2025_01_HOU_LA,1,00-0034234,P.Ford,0.0,1.0,0.0,0.0,0.0,0.0
2025_01_HOU_LA,1,00-0034275,F.Fatukasi,0.0,1.0,1.0,2.0,1.0,2.0
2025_01_HOU_LA,1,00-0034397,T.Settle,1.0,0.0,0.0,0.0,0.0,0.5
2025_01_HOU_LA,1,00-0035166,A.Al-Shaair,3.0,0.0,0.0,3.0,0.0,4.5
2025_01_HOU_LA,1,00-0035253,C.Gardner-Johnson,1.0,0.0,0.0,2.0,0.0,2.5
2025_01_HOU_LA,1,00-0035617,T.Reeder,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0036349,K.Curl,2.0,0.0,0.0,7.0,0.0,8.0
2025_01_HOU_LA,1,00-0036413,D.Taylor,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0037237,D.Stingley,1.0,0.0,0.0,4.0,0.0,4.5
2025_01_HOU_LA,1,00-0037246,J.Pitre,1.0,0.0,0.0,4.0,0.0,4.5
2025_01_HOU_LA,1,00-0037587,N.Landman,3.0,1.0,0.0,6.0,0.0,7.5
2025_01_HOU_LA,1,00-0037823,C.Harris,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0037839,C.Durant,0.0,0.0,0.0,2.0,0.0,2.0
2025_01_HOU_LA,1,00-0037841,Q.Lake,1.0,0.0,0.0,1.0,0.0,1.5
2025_01_HOU_LA,1,00-0038599,H.To'oTo'o,1.0,1.0,1.0,2.0,1.0,2.5
2025_01_HOU_LA,1,00-0039009,D.Horton,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0039108,W.Anderson,0.0,2.0,1.0,3.0,3.0,3.0
2025_01_HOU_LA,1,00-0039137,B.Young,3.0,2.0,1.0,5.0,1.0,6.5
2025_01_HOU_LA,1,00-0039138,K.Turner,1.0,0.0,0.0,1.0,0.0,1.5
2025_01_HOU_LA,1,00-0039151,E.Forbes,0.0,0.0,0.0,2.0,0.0,2.0
2025_01_HOU_LA,1,00-0039343,K.Lassiter,2.0,0.0,0.0,4.0,0.0,5.0
2025_01_HOU_LA,1,00-0039734,B.Fiske,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0039749,T.Davis,2.0,1.0,1.0,1.0,1.0,2.0
2025_01_HOU_LA,1,00-0039774,O.Speights,0.0,0.0,0.0,3.0,0.0,3.0
2025_01_HOU_LA,1,00-0039776,J.McCollough,0.0,1.0,1.0,2.0,1.0,2.0
2025_01_HOU_LA,1,00-0039834,K.Kinchens,0.0,0.0,0.0,2.0,0.0,2.0
2025_01_HOU_LA,1,00-0039838,C.Bullock,0.0,0.0,0.0,2.0,0.0,2.0
2025_01_HOU_LA,1,00-0039852,J.Verse,1.0,1.0,0.0,1.0,0.0,1.5
2025_01_HOU_LA,1,00-0040130,J.Higgins,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_HOU_LA,1,00-0040149,J.Smith,1.0,0.0,0.0,1.0,0.0,1.5
2025_01_HOU_LA,1,00-0040613,S.Dolac,1.0,0.0,0.0,1.0,0.0,1.5
2025_01_KC_LAC,1,00-0031040,K.Mack,0.0,1.0,0.0,1.0,0.0,1.0
2025_01_KC_LAC,1,00-0032762,C.Jones,2.0,0.0,0.0,0.0,0.0,1.0
2025_01_KC_LAC,1,00-0034356,D.Jackson,0.0,0.0,0.0,3.0,0.0,3.0
2025_01_KC_LAC,1,00-0034371,D.Hand,0.0,2.0,1.0,1.0,1.0,1.0
2025_01_KC_LAC,1,00-0034790,D.James,1.0,2.0,0.0,5.0,1.0,5.5
2025_01_KC_LAC,1,00-0034818,D.Nnadi,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_KC_LAC,1,00-0035202,D.Phillips,2.0,0.0,0.0,0.0,0.0,1.0
2025_01_KC_LAC,1,00-0035262,D.Tranquill,0.0,2.0,2.0,4.0,2.0,4.0
2025_01_KC_LAC,1,00-0035279,C.Omenihu,0.0,1.0,0.0,2.0,0.0,2.0
2025_01_KC_LAC,1,00-0035674,J.Tillery,0.0,0.0,0.0,1.0,1.0,1.0
2025_01_KC_LAC,1,00-0036181,T.Tart,0.0,0.0,0.0,1.0,0.0,1.0
2025_01_KC_LAC,1,00-0036338,T.Dye,2.0,0.0,0.0,3.0,0.0,4.0
2025_01_KC_LAC,1,00-0036378,M.Danna,0.0,0.0,0.0,0.0,1.0,0.0
2025_01_KC_LAC,1,00-0036380,A.Gilman,3.0,0.0,0.0,4.0,0.0,5.5
