"season","game_type","team","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified"
2024,"REG","ARI",1,"00-0039521","WR","Xavier Weaver","Xavier","Weaver","Oblique",NA,"Out","Oblique",NA,"Did Not Participate In Practice",2024-09-06 19:05:30
2024,"REG","ARI",1,"00-0037141","S","Joey Blount","Joey","Blount","Back",NA,"Questionable","Back",NA,"Limited Participation in Practice",2024-09-06 19:05:21
2024,"REG","ARI",1,"00-0039737","TE","Tip Reiman","Tip","Reiman","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2024-09-06 19:05:21
2024,"REG","ATL",1,"00-0031583","DT","Grady Jarrett","Grady","Jarrett",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-06 18:35:04
2024,"REG","ATL",1,"00-0033051","DT","David Onyemata","David","Onyemata",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-06 18:35:48
2024,"REG","ATL",1,"00-0037587","LB","Nate Landman","Nate","Landman",NA,NA,NA,"Quadricep",NA,"Full Participation in Practice",2024-09-06 18:33:05
2024,"REG","ATL",1,"00-0036970","TE","Kyle Pitts","Kyle","Pitts",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-06 18:32:46
2024,"REG","ATL",1,"00-0036948","DE","Ta'Quon Graham","Ta'Quon","Graham",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2024-09-06 18:34:43
2024,"REG","ATL",1,"00-0031279","T","Jake Matthews","Jake","Matthews",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2024-09-06 18:34:09
2024,"REG","ATL",1,"00-0032933","CB","Antonio Hamilton","Antonio","Hamilton","Groin",NA,"Out","Groin",NA,"Did Not Participate In Practice",2024-09-06 18:36:29
2024,"REG","BAL",1,"00-0031360","LB","Kyle Van Noy","Kyle","Van Noy","gameday concussion protocol evaluation","Eye","Out",NA,NA,"
    ",2024-09-06 03:11:40
2024,"REG","BAL",1,"00-0039791","LB","Adisa Isaac","Adisa","Isaac","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2024-09-04 16:29:36
2024,"REG","BAL",1,"00-0039796","RB","Rasheen Ali","Rasheen","Ali","Neck",NA,"Doubtful","Neck",NA,"Limited Participation in Practice",2024-09-04 16:29:28
2024,"REG","BUF",1,"00-0039872","S","Cole Bishop","Cole","Bishop",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-07 20:07:55
2024,"REG","BUF",1,"00-0036590","TE","Quintin Morris","Quintin","Morris",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-07 20:07:55
2024,"REG","BUF",1,"00-0033282","WR","Curtis Samuel","Curtis","Samuel",NA,NA,NA,"Toe",NA,"Full Participation in Practice",2024-09-07 20:07:55
2024,"REG","BUF",1,"00-0033869","QB","Mitchell Trubisky","Mitchell","Trubisky",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-07 20:07:55
2024,"REG","BUF",1,"00-0039879","DE","Javon Solomon","Javon","Solomon","Oblique",NA,"Out","Oblique",NA,"Did Not Participate In Practice",2024-09-06 19:35:04
2024,"REG","BUF",1,"00-0033907","DE","Dawuane Smoot","Dawuane","Smoot","Toe",NA,"Questionable","Toe",NA,"Did Not Participate In Practice",2024-09-06 19:35:24
2024,"REG","CAR",1,"00-0031785","CB","Troy Hill","Troy","Hill",NA,NA,NA,"Heel",NA,"Full Participation in Practice",2024-09-06 18:14:56
2024,"REG","CAR",1,"00-0035243","RB","Miles Sanders","Miles","Sanders",NA,NA,NA,"Finger",NA,"Full Participation in Practice",2024-09-06 18:15:09
2024,"REG","CAR",1,"00-0034365","TE","Ian Thomas","Ian","Thomas","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2024-09-06 18:15:34
2024,"REG","CAR",1,"00-0037005","TE","Tommy Tremble","Tommy","Tremble","Hamstring","Back","Out","Hamstring","Back","Did Not Participate In Practice",2024-09-06 18:15:52
2024,"REG","CAR",1,"00-0035084","T","Yosuah Nijman","Yosuah","Nijman","Tibia",NA,"Questionable","Tibia",NA,"Limited Participation in Practice",2024-09-06 18:16:06
2024,"REG","CHI",1,"00-0039822","T","Kiran Amegadjie","Kiran","Amegadjie",NA,NA,NA,"Quadricep",NA,"Full Participation in Practice",2024-09-06 19:09:42
2024,"REG","CHI",1,"00-0035382","C","Ryan Bates","Ryan","Bates",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-06 19:09:16
2024,"REG","CHI",1,"00-0039021","RB","Roschon Johnson","Roschon","Johnson",NA,NA,NA,"Toe",NA,"Full Participation in Practice",2024-09-06 19:09:51
2024,"REG","CHI",1,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-09-06 19:09:24
2024,"REG","CHI",1,"00-0038937","DT","Zacch Pickens","Zacch","Pickens","Groin",NA,"Out","Groin",NA,"Did Not Participate In Practice",2024-09-06 19:11:41
2024,"REG","CHI",1,"00-0036413","DE","Darrell Taylor","Darrell","Taylor","Foot",NA,"Questionable","Foot",NA,"Did Not Participate In Practice",2024-09-06 19:11:10
2024,"REG","CHI",1,"00-0030279","WR","Keenan Allen","Keenan","Allen","Heel",NA,"Questionable","Heel",NA,"Full Participation in Practice",2024-09-06 19:11:10
2024,"REG","CHI",1,"00-0035647","DE","Montez Sweat","Montez","Sweat","Toe",NA,"Questionable","Toe",NA,"Full Participation in Practice",2024-09-06 19:11:10
2024,"REG","CHI",1,"00-0033782","DE","DeMarcus Walker","DeMarcus","Walker","Groin",NA,"Questionable","Groin",NA,"Limited Participation in Practice",2024-09-06 19:11:10
2024,"REG","CIN",1,"00-0036442","QB","Joe Burrow","Joe","Burrow",NA,NA,NA,"Right Wrist",NA,"Full Participation in Practice",2024-09-06 18:42:33
2024,"REG","CIN",1,"00-0039810","WR","Jermaine Burton","Jermaine","Burton",NA,NA,NA,"Toe",NA,"Full Participation in Practice",2024-09-06 18:42:33
2024,"REG","CIN",1,"00-0036298","LB","Akeem Davis-Gaither","Akeem","Davis-Gaither",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-09-06 18:43:15
2024,"REG","CIN",1,"00-0039908","DT","Kris Jenkins","Kris","Jenkins","Thumb",NA,"Out","Thumb",NA,"Did Not Participate In Practice",2024-09-06 18:45:33
2024,"REG","CIN",1,"00-0039925","T","Amarius Mims","Amarius","Mims","Pectoral",NA,"Out","Pectoral",NA,"Did Not Participate In Practice",2024-09-06 18:45:51
2024,"REG","CIN",1,"00-0036410","WR","Tee Higgins","Tee","Higgins","Hamstring",NA,"Doubtful","Hamstring",NA,"Did Not Participate In Practice",2024-09-06 18:45:18
2024,"REG","CIN",1,"00-0036900","WR","Ja'Marr Chase","Ja'Marr","Chase","Not injury related - resting player",NA,"Questionable","Not injury related - resting player",NA,"Full Participation in Practice",2024-09-06 18:45:00
2024,"REG","CLE",1,"00-0032129","LB","Jordan Hicks","Jordan","Hicks",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2024-09-06 19:01:02
2024,"REG","CLE",1,"00-0034746","DT","Maurice Hurst","Maurice","Hurst",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-06 19:01:11
2024,"REG","CLE",1,"00-0032416","DE","Quinton Jefferson","Quinton","Jefferson",NA,NA,NA,"Achilles",NA,"Full Participation in Practice",2024-09-06 19:01:19
2024,"REG","CLE",1,"00-0036407","WR","Jerry Jeudy","Jerry","Jeudy",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 19:00:44
2024,"REG","CLE",1,"00-0036915","
    ","Jeremiah Owusu-Koramoah","Jeremiah","Owusu-Koramoah",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2024-09-06 19:00:44
2024,"REG","CLE",1,"00-0039406","LB","Nathaniel Watson","Nathaniel","Watson",NA,NA,NA,"Quadricep",NA,"Full Participation in Practice",2024-09-06 19:01:34
2024,"REG","CLE",1,"00-0037251","DE","Alex Wright","Alex","Wright",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2024-09-06 19:00:44
2024,"REG","CLE",1,"00-0037257","WR","David Bell","David","Bell",NA,NA,NA,"Quadricep",NA,"Limited Participation in Practice",2024-09-05 19:34:16
2024,"REG","CLE",1,"00-0033546","DT","Dalvin Tomlinson","Dalvin","Tomlinson",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2024-09-06 19:00:44
2024,"REG","CLE",1,"00-0036267","T","Jedrick Wills","Jedrick","Wills","Knee",NA,"Out","Knee",NA,"Limited Participation in Practice",2024-09-06 19:03:50
2024,"REG","CLE",1,"00-0033057","T","Jack Conklin","Jack","Conklin","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2024-09-06 19:03:33
2024,"REG","DAL",1,"00-0039387","CB","Caelen Carson","Caelen","Carson",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 18:49:06
2024,"REG","DAL",1,"00-0037281","LB","Damone Clark","Damone","Clark",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 18:49:06
2024,"REG","DAL",1,"00-0039900","DE","Marshawn Kneeland","Marshawn","Kneeland",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 18:49:06
2024,"REG","DAL",1,"00-0036661","S","Israel Mukuamu","Israel","Mukuamu",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2024-09-06 18:49:06
2024,"REG","DAL",1,"00-0038545","DT","Mazi Smith","Mazi","Smith",NA,NA,NA,"Achilles",NA,"Full Participation in Practice",2024-09-06 18:49:06
2024,"REG","DAL",1,"00-0037578","S","Juanyeh Thomas","Juanyeh","Thomas",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2024-09-06 18:49:06
2024,"REG","DAL",1,"00-0038741","TE","John Stephens","John","Stephens","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2024-09-06 18:49:48
2024,"REG","DET",1,"00-0039448","S","Loren Strickland","Loren","Strickland","Thumb",NA,"Out","Thumb",NA,"Did Not Participate In Practice",2024-09-06 19:43:27
2024,"REG","DET",1,"00-0036993","S","Ifeatu Melifonwu","Ifeatu","Melifonwu","Ankle",NA,"Doubtful","Ankle",NA,"Limited Participation in Practice",2024-09-06 19:41:50
2024,"REG","DET",1,"00-0032424","DT","D.J. Reader","D.J.","Reader","Quadricep",NA,"Questionable","Quadricep",NA,"Limited Participation in Practice",2024-09-06 19:42:48
2024,"REG","GB",1,"00-0039850","LB","Edgerrin Cooper","Edgerrin","Cooper",NA,NA,NA,"Hip",NA,"Full Participation in Practice",2024-09-05 18:52:55
2024,"REG","GB",1,"00-0037816","WR","Romeo Doubs","Romeo","Doubs",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2024-09-05 18:53:08
2024,"REG","GB",1,"00-0038408","CB","Carrington Valentine","Carrington","Valentine",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-05 18:53:27
2024,"REG","GB",1,"00-0037364","DE","Arron Mosby","Arron","Mosby","Not injury related - personal matter",NA,"Out","Did not travel to Brazil due to a personal matter and will not play in the game.",NA,"Note",2024-09-05 19:00:32
2024,"REG","GB",1,"00-0038996","TE","Tucker Kraft","Tucker","Kraft","Back",NA,"Questionable","Back",NA,"Limited Participation in Practice",2024-09-05 18:54:59
2024,"REG","GB",1,"00-0039811","RB","MarShawn Lloyd","MarShawn","Lloyd","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-09-05 18:54:59
2024,"REG","GB",1,"00-0038797","RB","Emanuel Wilson","Emanuel","Wilson","Hip",NA,"Questionable","Hip",NA,"Limited Participation in Practice",2024-09-05 18:54:59
2024,"REG","HOU",1,"00-0034355","S","M.J. Stewart","M.J.","Stewart","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2024-09-06 19:07:00
2024,"REG","IND",1,"00-0038997","WR","Josh Downs","Josh","Downs","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2024-09-06 14:34:00
2024,"REG","IND",1,"00-0035269","K","Matt Gay","Matt","Gay","Hernia",NA,"Questionable","Hernia",NA,"Did Not Participate In Practice",2024-09-06 16:38:36
2024,"REG","JAX",1,"00-0032164","DE","Arik Armstead","Arik","Armstead",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-06 19:11:06
2024,"REG","JAX",1,"00-0036306","S","Daniel Thomas","Daniel","Thomas","Achilles",NA,"Questionable","Achilles",NA,"Limited Participation in Practice",2024-09-06 19:11:37
2024,"REG","KC",1,"00-0036621","LB","Nick Bolton","Nick","Bolton",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2024-09-04 15:55:06
2024,"REG","KC",1,"00-0037198","
    ","Nazeeh Johnson","Nazeeh","Johnson",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-04 15:55:06
2024,"REG","KC",1,"00-0032762","DT","Chris Jones","Chris","Jones",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-04 15:55:06
2024,"REG","KC",1,"00-0038981","T","Wanya Morris","Wanya","Morris",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-04 15:55:06
2024,"REG","KC",1,"00-0034818","DT","Derrick Nnadi","Derrick","Nnadi",NA,NA,NA,"Triceps",NA,"Full Participation in Practice",2024-09-04 15:55:06
2024,"REG","KC",1,"00-0032391","G","Joe Thuney","Joe","Thuney",NA,NA,NA,"Pectoral",NA,"Full Participation in Practice",2024-09-04 15:55:06
2024,"REG","KC",1,"00-0038043","CB","Joshua Williams","Joshua","Williams",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-04 15:55:06
2024,"REG","KC",1,"00-0030615","LS","James Winchester","James","Winchester",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-04 15:55:06
2024,"REG","KC",1,"00-0035662","WR","Marquise Brown","Marquise","Brown","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2024-09-04 15:55:52
2024,"REG","LA",1,"00-0033884","CB","Tre'Davious White","Tre'Davious","White",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-06 20:30:05
2024,"REG","LA",1,"00-0037839","CB","Cobie Durant","Cobie","Durant",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-06 18:58:50
2024,"REG","LA",1,"00-0036258","G","Jonah Jackson","Jonah","Jackson",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-06 18:54:41
2024,"REG","LA",1,"00-0039075","WR","Puka Nacua","Puka","Nacua",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 18:54:41
2024,"REG","LA",1,"00-0034203","CB","Darious Williams","Darious","Williams",NA,NA,NA,"Hamstring",NA,"Limited Participation in Practice",2024-09-04 23:24:23
2024,"REG","LA",1,"00-0032242","T","Rob Havenstein","Rob","Havenstein","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2024-09-06 19:00:08
2024,"REG","LAC",1,"00-0036355","QB","Justin Herbert","Justin","Herbert",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2024-09-06 21:17:58
2024,"REG","LAC",1,"00-0036988","WR","Josh Palmer","Josh","Palmer",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 21:17:58
2024,"REG","LAC",1,"00-0034777","WR","D.J. Chark","D.J.","Chark","Hip",NA,"Out","Hip",NA,"Did Not Participate In Practice",2024-09-06 21:19:03
2024,"REG","LAC",1,"00-0039366","CB","Tarheeb Still","Tarheeb","Still","Hip",NA,"Questionable","Hip",NA,"Full Participation in Practice",2024-09-06 21:18:55
2024,"REG","LAC",1,"00-0036617","CB","Asante Samuel","Asante","Samuel","Shoulder",NA,"Questionable","Shoulder",NA,"Limited Participation in Practice",2024-09-06 21:18:55
2024,"REG","LV",1,"00-0035757","LS","Jacob Bobenmoyer","Jacob","Bobenmoyer",NA,NA,NA,"Abdomen",NA,"Full Participation in Practice",2024-09-06 21:18:40
2024,"REG","LV",1,"00-0039338","TE","Brock Bowers","Brock","Bowers",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2024-09-06 21:18:51
2024,"REG","LV",1,"00-0034759","T","Kolton Miller","Kolton","Miller",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-06 21:18:40
2024,"REG","LV",1,"00-0034720","LB","Robert Spillane","Robert","Spillane",NA,NA,NA,"Back",NA,"Full Participation in Practice",2024-09-06 21:18:40
2024,"REG","LV",1,"00-0038541","DE","Tyree Wilson","Tyree","Wilson",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2024-09-06 21:18:40
2024,"REG","LV",1,"00-0036989","DE","Malcolm Koonce","Malcolm","Koonce","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2024-09-06 21:20:19
2024,"REG","LV",1,"00-0039735","G","Jackson Powers-Johnson","Jackson","Powers-Johnson","Illness",NA,"Out","Illness",NA,"Did Not Participate In Practice",2024-09-06 21:21:39
2024,"REG","LV",1,"00-0039357","CB","Decamerion Richardson","Decamerion","Richardson","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2024-09-06 21:21:46
2024,"REG","LV",1,"00-0039374","LB","Tommy Eichenberg","Tommy","Eichenberg","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2024-09-06 21:20:13
2024,"REG","MIA",1,"00-0030067","T","Terron Armstead","Terron","Armstead",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-04 19:07:56
2024,"REG","MIA",1,"00-0026190","DE","Calais Campbell","Calais","Campbell",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-04 19:08:21
2024,"REG","MIA",1,"00-0035000","LB","Quinton Bell","Quinton","Bell",NA,NA,NA,"Thumb",NA,"Full Participation in Practice",2024-09-06 19:44:36
2024,"REG","MIA",1,"00-0036171","G","Aaron Brewer","Aaron","Brewer",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2024-09-06 19:44:57
2024,"REG","MIA",1,"00-0036998","S","Jevon Holland","Jevon","Holland",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-09-06 19:44:36
2024,"REG","MIA",1,"00-0035841","DT","Benito Jones","Benito","Jones",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 19:44:50
2024,"REG","MIA",1,"00-0036934","LB","Jaelan Phillips","Jaelan","Phillips",NA,NA,NA,"Achilles","Not injury related - resting p","Full Participation in Practice",2024-09-06 19:44:36
2024,"REG","MIA",1,"00-0030114","S","Jordan Poyer","Jordan","Poyer",NA,NA,NA,"Thumb","Not injury related - resting p","Full Participation in Practice",2024-09-06 19:44:36
2024,"REG","MIA",1,"00-0033570","LB","Anthony Walker","Anthony","Walker",NA,NA,NA,"Knee","Not injury related - resting p","Full Participation in Practice",2024-09-06 19:44:36
2024,"REG","MIA",1,"00-0033084","CB","Kendall Fuller","Kendall","Fuller",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2024-09-04 20:38:36
2024,"REG","MIA",1,"00-0035292","LB","David Long","David","Long",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2024-09-04 20:39:28
2024,"REG","MIA",1,"00-0039880","WR","Malik Washington","Malik","Washington","Quadricep",NA,"Out","Quadricep",NA,"Did Not Participate In Practice",2024-09-06 19:45:40
2024,"REG","MIA",1,"00-0033055","CB","Jalen Ramsey","Jalen","Ramsey","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-09-06 19:46:23
2024,"REG","MIN",1,"00-0029542","CB","Stephon Gilmore","Stephon","Gilmore",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-06 19:01:38
2024,"REG","MIN",1,"00-0029606","
    ","Harrison Smith","Harrison","Smith",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-06 19:01:54
2024,"REG","MIN",1,"00-0038994","WR","Jordan Addison","Jordan","Addison",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-09-06 19:00:48
2024,"REG","MIN",1,"00-0037291","WR","Jalen Nailor","Jalen","Nailor",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-09-06 19:00:54
2024,"REG","NE",1,"00-0036813","LB","Christian Elliss","Christian","Elliss",NA,NA,NA,"Concussion",NA,"Full Participation in Practice",2024-09-04 20:06:59
2024,"REG","NE",1,"00-0033090","TE","Hunter Henry","Hunter","Henry",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2024-09-06 18:55:29
2024,"REG","NE",1,"00-0036193","LB","Anfernee Jennings","Anfernee","Jennings",NA,NA,NA,"Wrist",NA,"Full Participation in Practice",2024-09-06 18:55:29
2024,"REG","NE",1,"00-0032580","CB","Jonathan Jones","Jonathan","Jones",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-06 18:55:29
2024,"REG","NE",1,"00-0033947","DE","Deatrich Wise","Deatrich","Wise",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-06 18:55:29
2024,"REG","NE",1,"00-0035708","LB","Oshane Ximines","Oshane","Ximines",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-09-06 18:55:29
2024,"REG","NE",1,"00-0038569","G","Sidy Sow","Sidy","Sow","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2024-09-06 18:57:33
2024,"REG","NE",1,"00-0033883","S","Jabrill Peppers","Jabrill","Peppers","Hip",NA,"Questionable",NA,NA,"
    ",2024-09-07 15:13:14
2024,"REG","NE",1,"00-0036159","LB","Joshua Uche","Joshua","Uche","Foot",NA,"Questionable","Foot",NA,"Full Participation in Practice",2024-09-06 18:59:16
2024,"REG","NE",1,"00-0036328","RB","Antonio Gibson","Antonio","Gibson","Hip",NA,"Questionable","Hip",NA,"Limited Participation in Practice",2024-09-06 18:57:08
2024,"REG","NE",1,"00-0037287","T","Vederian Lowe","Vederian","Lowe","Abdomen",NA,"Questionable","Abdomen",NA,"Limited Participation in Practice",2024-09-06 18:57:08
2024,"REG","NO",1,"00-0033874","CB","Marshon Lattimore","Marshon","Lattimore",NA,NA,NA,"Hip",NA,"Full Participation in Practice",2024-09-06 19:02:20
2024,"REG","NO",1,"00-0036927","LB","Pete Werner","Pete","Werner",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-06 19:02:20
2024,"REG","NO",1,"00-0039388","LB","Jaylan Ford","Jaylan","Ford","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2024-09-06 19:02:56
2024,"REG","NO",1,"00-0039613","TE","Dallin Holker","Dallin","Holker","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2024-09-06 19:03:05
2024,"REG","NO",1,"00-0037271","LB","D'Marco Jackson","D'Marco","Jackson","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2024-09-06 19:03:14
2024,"REG","NO",1,"00-0035656","DT","Khalen Saunders","Khalen","Saunders","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2024-09-06 19:03:21
2024,"REG","NO",1,"00-0038612","WR","A.T. Perry","A.T.","Perry","Hand",NA,"Questionable","Hand",NA,"Did Not Participate In Practice",2024-09-06 19:02:29
2024,"REG","NO",1,"00-0036362","LB","Willie Gay","Willie","Gay","Back",NA,"Questionable","Back",NA,"Limited Participation in Practice",2024-09-06 19:02:29
2024,"REG","NO",1,"00-0038566","G","Nick Saldiveri","Nick","Saldiveri","Calf",NA,"Questionable","Calf",NA,"Limited Participation in Practice",2024-09-06 19:02:29
2024,"REG","NYG",1,"00-0038123","S","Dane Belton","Dane","Belton",NA,NA,NA,"Back",NA,"Limited Participation in Practice",2024-09-06 18:41:10
2024,"REG","NYG",1,"00-0035713","LB","Brian Burns","Brian","Burns",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2024-09-06 18:41:33
2024,"REG","NYG",1,"00-0035704","QB","Drew Lock","Drew","Lock",NA,NA,NA,"Abdomen",NA,"Limited Participation in Practice",2024-09-06 18:41:10
2024,"REG","NYG",1,"00-0037259","LB","Micah McFadden","Micah","McFadden",NA,NA,NA,"Groin",NA,"Limited Participation in Practice",2024-09-06 18:41:10
2024,"REG","NYG",1,"00-0035645","WR","Gunner Olszewski","Gunner","Olszewski",NA,NA,NA,"Groin",NA,"Limited Participation in Practice",2024-09-06 18:41:10
2024,"REG","NYJ",1,"00-0038401","CB","Jarrick Bernard-Converse","Jarrick","Bernard-Converse",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2024-09-07 18:34:31
2024,"REG","NYJ",1,"00-0038114","T","Max Mitchell","Max","Mitchell",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-07 18:34:31
2024,"REG","NYJ",1,"00-0037601","G","Xavier Newman-Johnson","Xavier","Newman-Johnson",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-07 18:34:31
2024,"REG","NYJ",1,"00-0027947","T","Tyron Smith","Tyron","Smith",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-09-07 18:34:31
2024,"REG","NYJ",1,"00-0033536","WR","Mike Williams","Mike","Williams",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-07 18:34:31
2024,"REG","NYJ",1,"00-0038399","LB","Zaire Barnes","Zaire","Barnes","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2024-09-07 18:35:15
2024,"REG","NYJ",1,"00-0032432","G","Wes Schweitzer","Wes","Schweitzer","Hand",NA,"Out","Hand",NA,"Did Not Participate In Practice",2024-09-07 18:35:22
2024,"REG","PHI",1,"00-0035676","WR","A.J. Brown","A.J.","Brown",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-09-05 19:21:06
2024,"REG","PHI",1,"00-0037002","G","Landon Dickerson","Landon","Dickerson",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-09-05 19:21:06
2024,"REG","PHI",1,"00-0035707","LB","Devin White","Devin","White","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2024-09-04 12:55:19
2024,"REG","PHI",1,"00-0036222","CB","Isaiah Rodgers","Isaiah","Rodgers","Hand",NA,"Out","Hand",NA,"Limited Participation in Practice",2024-09-05 19:22:30
2024,"REG","PIT",1,"00-0039871","T","Troy Fautanu","Troy","Fautanu",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 19:22:17
2024,"REG","PIT",1,"00-0038639","CB","Cory Trice","Cory","Trice",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2024-09-06 19:22:17
2024,"REG","PIT",1,"00-0037228","RB","Jaylen Warren","Jaylen","Warren",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-06 19:22:17
2024,"REG","PIT",1,"00-0038558","TE","Darnell Washington","Darnell","Washington",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-06 19:22:32
2024,"REG","PIT",1,"00-0039389","DE","Logan Lee","Logan","Lee","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2024-09-06 19:23:49
2024,"REG","PIT",1,"00-0032954","G","Isaac Seumalo","Isaac","Seumalo","Pectoral",NA,"Out","Pectoral",NA,"Did Not Participate In Practice",2024-09-06 19:23:55
2024,"REG","PIT",1,"00-0039739","WR","Roman Wilson","Roman","Wilson","Ankle",NA,"Out","Ankle",NA,"Limited Participation in Practice",2024-09-06 19:24:14
