"season","game_type","team","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified"
2024,"REG","SEA",4,"00-0038636","RB","Kenny McIntosh","Kenny","McIntosh",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2024-09-28 19:24:53
2024,"REG","SEA",4,"00-0035640","WR","DK Metcalf","DK","Metcalf",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2024-09-28 19:24:53
2024,"REG","SEA",4,"00-0038488","TE","Brady Russell","Brady","Russell",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-28 19:24:53
2024,"REG","SEA",4,"00-0032234","G","Laken Tomlinson","Laken","Tomlinson",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-09-28 19:24:53
2024,"REG","SEA",4,"00-0038134","RB","Kenneth Walker","Kenneth","Walker",NA,NA,NA,"Oblique",NA,"Full Participation in Practice",2024-09-28 19:25:23
2024,"REG","SEA",4,"00-0036395","S","K'Von Wallace","K'Von","Wallace",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-28 19:24:53
2024,"REG","SEA",4,"00-0033439","TE","Pharaoh Brown","Pharaoh","Brown",NA,NA,NA,"Foot",NA,"Limited Participation in Practice",2024-09-28 19:24:53
2024,"REG","SEA",4,"00-0035644","TE","Noah Fant","Noah","Fant",NA,NA,NA,"Toe",NA,"Limited Participation in Practice",2024-09-28 19:24:53
2024,"REG","SEA",4,"00-0038133","LB","Boye Mafe","Boye","Mafe","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2024-09-28 19:31:50
2024,"REG","SEA",4,"00-0039309","DT","Byron Murphy","Byron","Murphy","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2024-09-28 19:32:09
2024,"REG","SEA",4,"00-0031933","DT","Leonard Williams","Leonard","Williams","Ribs",NA,"Out","Ribs",NA,"Did Not Participate In Practice",2024-09-28 19:32:30
2024,"REG","SEA",4,"00-0034350","LB","Uchenna Nwosu","Uchenna","Nwosu","Knee",NA,"Out","Knee",NA,"Limited Participation in Practice",2024-09-28 19:33:04
2024,"REG","SEA",4,"00-0034797","LB","Jerome Baker","Jerome","Baker","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-09-28 19:34:03
2024,"REG","SF",4,"00-0034573","CB","Charvarius Ward","Charvarius","Ward",NA,NA,NA,"Not injury related - personal matter",NA,"Did Not Participate In Practice",2024-09-27 23:20:21
2024,"REG","SF",4,"00-0039365","WR","Jacob Cowing","Jacob","Cowing",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2024-09-27 20:32:51
2024,"REG","SF",4,"00-0033288","TE","George Kittle","George","Kittle",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-09-27 20:34:44
2024,"REG","SF",4,"00-0037834","QB","Brock Purdy","Brock","Purdy",NA,NA,NA,"Back",NA,"Full Participation in Practice",2024-09-27 20:32:16
2024,"REG","SF",4,"00-0033109","DT","Javon Hargrave","Javon","Hargrave","Triceps",NA,"Out","Triceps",NA,"Did Not Participate In Practice",2024-09-27 20:38:59
2024,"REG","SF",4,"00-0036728","LB","Curtis Robinson","Curtis","Robinson","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2024-09-27 20:39:07
2024,"REG","SF",4,"00-0036564","S","Talanoa Hufanga","Talanoa","Hufanga","Ankle",NA,"Questionable","Ankle",NA,"Did Not Participate In Practice",2024-09-27 20:38:45
2024,"REG","SF",4,"00-0027857","T","Trent Williams","Trent","Williams","Illness","Toe","Questionable","Illness","Toe","Did Not Participate In Practice",2024-09-27 20:38:45
2024,"REG","SF",4,"00-0036266","DT","Jordan Elliott","Jordan","Elliott","Foot",NA,"Questionable","Foot",NA,"Limited Participation in Practice",2024-09-27 20:38:45
2024,"REG","SF",4,"00-0035719","WR","Deebo Samuel","Deebo","Samuel","Calf",NA,"Questionable","Calf",NA,"Limited Participation in Practice",2024-09-27 20:38:45
2024,"REG","SF",4,"00-0038625","LB","Dee Winters","Dee","Winters","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2024-09-27 20:38:45
2024,"REG","TB",4,"00-0029562","LB","Lavonte David","Lavonte","David",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-27 18:53:54
2024,"REG","TB",4,"00-0031408","WR","Mike Evans","Mike","Evans",NA,NA,NA,"Knee","Not injury related - resting p","Did Not Participate In Practice",2024-09-27 18:54:55
2024,"REG","TB",4,"00-0039905","C","Graham Barton","Graham","Barton",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0036643","LB","K.J. Britt","K.J.","Britt",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0035699","CB","Jamel Dean","Jamel","Dean",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0039068","LB","YaYa Diaby","YaYa","Diaby",NA,NA,NA,"Abdomen",NA,"Full Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0038127","DE","Logan Hall","Logan","Hall",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0035667","DT","Greg Gaines","Greg","Gaines",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0030386","DE","William Gholston","William","Gholston",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0033921","WR","Chris Godwin","Chris","Godwin",NA,NA,NA,"Neck",NA,"Limited Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0036406","T","Tristan Wirfs","Tristan","Wirfs",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2024-09-27 18:53:02
2024,"REG","TB",4,"00-0039063","DT","Calijah Kancey","Calijah","Kancey","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2024-09-27 18:58:01
2024,"REG","TB",4,"00-0036411","S","Antoine Winfield","Antoine","Winfield","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2024-09-27 18:58:27
2024,"REG","TB",4,"00-0039855","WR","Jalen McMillan","Jalen","McMillan","Hamstring",NA,"Doubtful","Hamstring",NA,"Limited Participation in Practice",2024-09-27 18:58:13
2024,"REG","TB",4,"00-0037256","RB","Rachaad White","Rachaad","White","Illness",NA,"Questionable",NA,NA,"
    ",2024-09-28 19:39:16
2024,"REG","TB",4,"00-0037835","T","Luke Goedeke","Luke","Goedeke","Concussion",NA,"Questionable","Concussion",NA,"Limited Participation in Practice",2024-09-27 18:56:26
2024,"REG","TB",4,"00-0039361","RB","Bucky Irving","Bucky","Irving","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-09-27 18:56:26
2024,"REG","TB",4,"00-0039589","WR","Kameron Johnson","Kameron","Johnson","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2024-09-27 18:56:26
2024,"REG","TB",4,"00-0037311","TE","Ko Kieft","Ko","Kieft","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2024-09-27 18:56:26
2024,"REG","TB",4,"00-0034773","DT","Vita Vea","Vita","Vea","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2024-09-27 18:56:26
2024,"REG","TEN",4,"00-0033548","CB","Chidobe Awuzie","Chidobe","Awuzie",NA,NA,NA,"Groin",NA,"Did Not Participate In Practice",2024-09-27 20:07:07
2024,"REG","TEN",4,"00-0038607","T","Jaelyn Duncan","Jaelyn","Duncan",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-09-28 18:20:48
2024,"REG","TEN",4,"00-0030564","WR","DeAndre Hopkins","DeAndre","Hopkins",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-09-28 18:20:06
2024,"REG","TEN",4,"00-0035643","DT","Jeffery Simmons","Jeffery","Simmons","Elbow",NA,"Doubtful","Elbow",NA,"Did Not Participate In Practice",2024-09-28 18:21:52
2024,"REG","TEN",4,"00-0035632","S","Amani Hooker","Amani","Hooker","Head",NA,"Questionable","Head",NA,"Limited Participation in Practice",2024-09-28 18:21:25
2024,"REG","TEN",4,"00-0036374","CB","L'Jarius Sneed","L'Jarius","Sneed","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-09-28 18:21:25
2024,"REG","WAS",4,"00-0030061","TE","Zach Ertz","Zach","Ertz",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-09-25 20:50:52
2024,"REG","WAS",4,"00-0036618","G","Samuel Cosmi","Samuel","Cosmi",NA,NA,NA,"Achilles",NA,"Full Participation in Practice",2024-09-27 21:03:27
2024,"REG","WAS",4,"00-0039151","CB","Emmanuel Forbes","Emmanuel","Forbes",NA,NA,NA,"Thumb",NA,"Full Participation in Practice",2024-09-27 21:03:18
2024,"REG","WAS",4,"00-0039149","S","Quan Martin","Quan","Martin",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2024-09-27 21:03:18
2024,"REG","WAS",4,"00-0039906","DT","Jer'Zhan Newton","Jer'Zhan","Newton",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2024-09-27 21:03:18
2024,"REG","WAS",4,"00-0036625","CB","Benjamin St-Juste","Benjamin","St-Juste",NA,NA,NA,"Chest",NA,"Full Participation in Practice",2024-09-27 21:03:34
2024,"REG","WAS",4,"00-0031941","WR","Jamison Crowder","Jamison","Crowder","Calf",NA,"Out","Calf",NA,"Did Not Participate In Practice",2024-09-27 21:03:57
2024,"REG","WAS",4,"00-0033699","RB","Austin Ekeler","Austin","Ekeler","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2024-09-25 20:52:42
2024,"REG","WAS",4,"00-0035692","DE","Clelin Ferrell","Clelin","Ferrell","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2024-09-25 20:52:57
2024,"REG","ARI",5,"00-0039808","G","Isaiah Adams","Isaiah","Adams","Thumb",NA,"Out","Thumb",NA,"Did Not Participate In Practice",2024-10-04 19:40:56
2024,"REG","ARI",5,"00-0039007","CB","Garrett Williams","Garrett","Williams","Groin",NA,"Out","Groin",NA,"Did Not Participate In Practice",2024-10-04 19:40:49
2024,"REG","ARI",5,"00-0037744","TE","Trey McBride","Trey","McBride","Ribs",NA,"Questionable","Concussion",NA,"Full Participation in Practice",2024-10-05 20:10:34
2024,"REG","ARI",5,"00-0029316","T","Kelvin Beachum","Kelvin","Beachum","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-10-04 19:40:29
2024,"REG","ARI",5,"00-0039382","T","Christian Jones","Christian","Jones","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2024-10-04 19:40:29
2024,"REG","ARI",5,"00-0023853","K","Matt Prater","Matt","Prater","Left Knee",NA,"Questionable","Left Knee",NA,"Limited Participation in Practice",2024-10-04 19:40:29
2024,"REG","ARI",5,"00-0036909","DT","Khyiris Tonga","Khyiris","Tonga","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2024-10-04 19:40:29
2024,"REG","ATL",5,"00-0034407","WR","Ray-Ray McCloud","Ray-Ray","McCloud",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-10-02 19:22:49
2024,"REG","ATL",5,"00-0035235","T","Kaleb McGary","Kaleb","McGary",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-10-02 19:22:36
2024,"REG","ATL",5,"00-0038542","RB","Bijan Robinson","Bijan","Robinson",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-10-02 19:22:20
2024,"REG","ATL",5,"00-0037810","LB","Troy Andersen","Troy","Andersen","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2024-10-02 19:23:40
2024,"REG","ATL",5,"00-0039393","RB","Jase McClellan","Jase","McClellan","Illness",NA,"Questionable","Illness",NA,"Limited Participation in Practice",2024-10-02 19:23:27
2024,"REG","BAL",5,"00-0034787","LB","Chris Board","Chris","Board",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-10-04 19:04:05
2024,"REG","BAL",5,"00-0032574","DT","Michael Pierce","Michael","Pierce",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-10-04 19:04:05
2024,"REG","BAL",5,"00-0031177","DE","Brent Urban","Brent","Urban",NA,NA,NA,"Neck",NA,"Full Participation in Practice",2024-10-04 19:04:05
2024,"REG","BAL",5,"00-0033503","CB","Arthur Maulet","Arthur","Maulet","Knee","Hamstring","Out","Knee","Hamstring","Did Not Participate In Practice",2024-10-04 19:05:17
2024,"REG","BAL",5,"00-0039796","RB","Rasheen Ali","Rasheen","Ali","Neck",NA,"Questionable","Neck",NA,"Full Participation in Practice",2024-10-04 19:05:04
2024,"REG","BAL",5,"00-0035215","WR","Deonte Harty","Deonte","Harty","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2024-10-04 19:05:04
2024,"REG","BAL",5,"00-0038383","G","Andrew Vorhees","Andrew","Vorhees","Ankle",NA,"Questionable","Ankle",NA,"Full Participation in Practice",2024-10-04 19:05:04
2024,"REG","BUF",5,"00-0031054","DT","DaQuan Jones","DaQuan","Jones",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2024-10-03 19:07:12
2024,"REG","BUF",5,"00-0034857","QB","Josh Allen","Josh","Allen",NA,NA,NA,"Left Hand",NA,"Full Participation in Practice",2024-10-04 17:44:25
2024,"REG","BUF",5,"00-0033904","T","Dion Dawkins","Dion","Dawkins",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-10-04 17:45:01
2024,"REG","BUF",5,"00-0036590","TE","Quintin Morris","Quintin","Morris",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-10-04 17:44:25
2024,"REG","BUF",5,"00-0033869","QB","Mitchell Trubisky","Mitchell","Trubisky",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-10-04 17:44:25
2024,"REG","BUF",5,"00-0032763","DT","Austin Johnson","Austin","Johnson","Oblique",NA,"Out","Oblique",NA,"Did Not Participate In Practice",2024-10-04 17:46:31
2024,"REG","BUF",5,"00-0035230","DT","Ed Oliver","Ed","Oliver","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2024-10-04 17:47:31
2024,"REG","BUF",5,"00-0035663","S","Taylor Rapp","Taylor","Rapp","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2024-10-04 17:47:38
2024,"REG","BUF",5,"00-0037261","WR","Khalil Shakir","Khalil","Shakir","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2024-10-04 17:47:25
2024,"REG","BUF",5,"00-0037254","LB","Terrel Bernard","Terrel","Bernard","Pectoral",NA,"Questionable","Pectoral",NA,"Limited Participation in Practice",2024-10-04 17:45:25
2024,"REG","BUF",5,"00-0034376","CB","Taron Johnson","Taron","Johnson","Forearm",NA,"Questionable","Forearm",NA,"Limited Participation in Practice",2024-10-04 17:45:25
2024,"REG","CAR",5,"00-0031364","LB","Jadeveon Clowney","Jadeveon","Clowney",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-10-03 19:50:43
2024,"REG","CAR",5,"00-0031785","CB","Troy Hill","Troy","Hill",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-10-03 19:51:05
2024,"REG","CAR",5,"00-0036417","G","Damien Lewis","Damien","Lewis",NA,NA,NA,"Elbow",NA,"Full Participation in Practice",2024-10-04 17:01:40
2024,"REG","CAR",5,"00-0033284","T","Taylor Moton","Taylor","Moton",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-10-04 17:00:46
2024,"REG","CAR",5,"00-0032889","DE","A'Shawn Robinson","A'Shawn","Robinson",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-10-03 19:51:30
2024,"REG","CAR",5,"00-0035243","RB","Miles Sanders","Miles","Sanders",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2024-10-04 17:00:57
2024,"REG","CAR",5,"00-0035244","S","Lonnie Johnson","Lonnie","Johnson",NA,NA,NA,"Hip",NA,"Limited Participation in Practice",2024-10-04 17:00:21
2024,"REG","CAR",5,"00-0035216","WR","Diontae Johnson","Diontae","Johnson",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2024-10-04 17:00:07
2024,"REG","CAR",5,"00-0035669","S","Nick Scott","Nick","Scott",NA,NA,NA,"Shoulder",NA,"Limited Participation in Practice",2024-10-04 16:59:21
2024,"REG","CAR",5,"00-0037005","TE","Tommy Tremble","Tommy","Tremble",NA,NA,NA,"Knee",NA,"Limited Participation in Practice",2024-10-04 16:58:56
2024,"REG","CAR",5,"00-0034368","LB","Josey Jewell","Josey","Jewell","Hamstring","Groin","Out","Hamstring","Groin","Did Not Participate In Practice",2024-10-04 17:02:07
2024,"REG","CAR",5,"00-0039502","C","Andrew Raym","Andrew","Raym","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2024-10-04 17:02:34
2024,"REG","CAR",5,"00-0031550","LB","Shaq Thompson","Shaq","Thompson","Achilles",NA,"Out","Achilles",NA,"Did Not Participate In Practice",2024-10-04 17:02:23
2024,"REG","CAR",5,"00-0039491","WR","Jalen Coker","Jalen","Coker","Foot",NA,"Questionable","Foot",NA,"Full Participation in Practice",2024-10-04 17:03:41
2024,"REG","CAR",5,"00-0033880","DE","Charles Harris","Charles","Harris","Shoulder",NA,"Questionable","Shoulder",NA,"Full Participation in Practice",2024-10-04 17:03:52
2024,"REG","CAR",5,"00-0036325","G","Robert Hunt","Robert","Hunt","Hip",NA,"Questionable","Hip",NA,"Limited Participation in Practice",2024-10-04 17:02:49
2024,"REG","CAR",5,"00-0036166","CB","Dane Jackson","Dane","Jackson","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-10-04 17:03:11
2024,"REG","CAR",5,"00-0034365","TE","Ian Thomas","Ian","Thomas","Calf",NA,"Questionable","Calf",NA,"Limited Participation in Practice",2024-10-04 17:03:24
2024,"REG","CAR",5,"00-0035409","DT","Shy Tuttle","Shy","Tuttle","Foot",NA,"Questionable","Foot",NA,"Limited Participation in Practice",2024-10-04 17:02:59
2024,"REG","CHI",5,"00-0039070","DT","Gervon Dexter","Gervon","Dexter",NA,NA,NA,"Hip",NA,"Full Participation in Practice",2024-10-04 20:09:34
2024,"REG","CHI",5,"00-0036290","TE","Cole Kmet","Cole","Kmet",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-10-04 20:09:15
2024,"REG","CHI",5,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2024-10-04 20:09:22
2024,"REG","CHI",5,"00-0035647","DE","Montez Sweat","Montez","Sweat",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-10-04 20:09:43
2024,"REG","CHI",5,"00-0038937","DT","Zacch Pickens","Zacch","Pickens","Groin",NA,"Out","Groin",NA,"Did Not Participate In Practice",2024-10-04 20:10:21
2024,"REG","CHI",5,"00-0038395","CB","Terell Smith","Terell","Smith","Hip",NA,"Out","Hip",NA,"Did Not Participate In Practice",2024-10-04 20:10:26
2024,"REG","CHI",5,"00-0031763","WR","DeAndre Carter","DeAndre","Carter","Ribs",NA,"Questionable","Ribs",NA,"Limited Participation in Practice",2024-10-04 20:09:54
2024,"REG","CHI",5,"00-0036953","T","Teven Jenkins","Teven","Jenkins","Ribs",NA,"Questionable","Ribs",NA,"Limited Participation in Practice",2024-10-04 20:09:54
2024,"REG","CIN",5,"00-0036442","QB","Joe Burrow","Joe","Burrow",NA,NA,NA,"Right Wrist",NA,"Full Participation in Practice",2024-10-04 18:35:39
2024,"REG","CIN",5,"00-0033935","DE","Trey Hendrickson","Trey","Hendrickson",NA,NA,NA,"Neck","Back","Full Participation in Practice",2024-10-04 18:35:48
2024,"REG","CIN",5,"00-0034800","DT","B.J. Hill","B.J.","Hill",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2024-10-04 18:35:57
2024,"REG","CIN",5,"00-0034613","TE","Tanner Hudson","Tanner","Hudson",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-10-04 18:35:39
2024,"REG","CIN",5,"00-0039908","DT","Kris Jenkins","Kris","Jenkins",NA,NA,NA,"Thumb",NA,"Full Participation in Practice",2024-10-04 18:35:39
2024,"REG","CIN",5,"00-0035697","LB","Germaine Pratt","Germaine","Pratt",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-10-04 18:36:10
2024,"REG","CIN",5,"00-0038095","G","Cordell Volson","Cordell","Volson",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-10-04 18:35:39
2024,"REG","CIN",5,"00-0032759","DT","Sheldon Rankins","Sheldon","Rankins","Hamstring",NA,"Doubtful","Hamstring",NA,"Did Not Participate In Practice",2024-10-04 18:37:26
2024,"REG","CIN",5,"00-0032521","CB","Mike Hilton","Mike","Hilton","Knee",NA,"Questionable","Knee",NA,"Did Not Participate In Practice",2024-10-04 18:36:34
2024,"REG","CIN",5,"00-0039354","DT","McKinnley Jackson","McKinnley","Jackson","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2024-10-04 18:36:56
2024,"REG","CIN",5,"00-0038546","DE","Myles Murphy","Myles","Murphy","Knee",NA,"Questionable","Knee",NA,"Full Participation in Practice",2024-10-04 18:37:10
2024,"REG","CLE",5,"00-0037250","CB","Martin Emerson","Martin","Emerson",NA,NA,NA,"gameday concussion protocol evaluation",NA,"Full Participation in Practice",2024-10-02 20:04:15
2024,"REG","CLE",5,"00-0033868","DE","Myles Garrett","Myles","Garrett",NA,NA,NA,"Achilles",NA,"Full Participation in Practice",2024-10-04 19:00:32
2024,"REG","CLE",5,"00-0036407","WR","Jerry Jeudy","Jerry","Jeudy",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-10-04 19:00:21
2024,"REG","CLE",5,"00-0039014","T","Dawand Jones","Dawand","Jones",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2024-10-04 19:00:41
2024,"REG","CLE",5,"00-0036996","CB","Greg Newsome","Greg","Newsome",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2024-10-04 19:00:21
2024,"REG","CLE",5,"00-0034807","DE","Ogbonnia Okoronkwo","Ogbonnia","Okoronkwo",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2024-10-04 19:01:00
2024,"REG","CLE",5,"00-0036915","LB","Jeremiah Owusu-Koramoah","Jeremiah","Owusu-Koramoah",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2024-10-04 19:00:21
2024,"REG","CLE",5,"00-0033901","C","Ethan Pocic","Ethan","Pocic",NA,NA,NA,"Ankle",NA,"Limited Participation in Practice",2024-10-04 19:00:21
2024,"REG","CLE",5,"00-0031576","DE","Za'Darius Smith","Za'Darius","Smith",NA,NA,NA,"Neck",NA,"Limited Participation in Practice",2024-10-04 19:00:21
2024,"REG","CLE",5,"00-0032129","LB","Jordan Hicks","Jordan","Hicks","Ribs","Elbow","Out","Ribs, Triceps","Elbow","Did Not Participate In Practice",2024-10-04 19:02:38
2024,"REG","CLE",5,"00-0036866","T","James Hudson","James","Hudson","Shoulder",NA,"Out","Shoulder",NA,"Did Not Participate In Practice",2024-10-04 19:02:52
2024,"REG","CLE",5,"00-0037251","DE","Alex Wright","Alex","Wright","Triceps",NA,"Out","Triceps",NA,"Did Not Participate In Practice",2024-10-04 19:03:46
2024,"REG","CLE",5,"00-0034791","RB","Nick Chubb","Nick","Chubb","Knee",NA,"Out","Knee",NA,"Limited Participation in Practice",2024-10-04 19:02:20
2024,"REG","CLE",5,"00-0034367","RB","Nyheim Miller-Hines","Nyheim","Miller-Hines","Knee",NA,"Out","Knee",NA,"Limited Participation in Practice",2024-10-04 19:02:46
2024,"REG","CLE",5,"00-0033057","T","Jack Conklin","Jack","Conklin","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-10-04 19:02:13
2024,"REG","CLE",5,"00-0033995","G","Michael Dunn","Michael","Dunn","Illness",NA,"Questionable","Illness",NA,"Limited Participation in Practice",2024-10-04 19:02:03
2024,"REG","CLE",5,"00-0033885","TE","David Njoku","David","Njoku","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2024-10-04 19:02:03
2024,"REG","CLE",5,"00-0038098","RB","Pierre Strong","Pierre","Strong","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2024-10-04 19:02:03
2024,"REG","CLE",5,"00-0036267","T","Jedrick Wills","Jedrick","Wills","Knee",NA,"Questionable","Knee",NA,"Limited Participation in Practice",2024-10-04 19:02:03
2024,"REG","DAL",5,"00-0037561","S","Markquese Bell","Markquese","Bell",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-10-04 19:50:20
2024,"REG","DAL",5,"00-0036139","RB","Rico Dowdle","Rico","Dowdle",NA,NA,NA,"Wrist",NA,"Full Participation in Practice",2024-10-04 19:50:20
2024,"REG","DAL",5,"00-0033045","RB","Ezekiel Elliott","Ezekiel","Elliott",NA,NA,NA,"Cramps",NA,"Full Participation in Practice",2024-10-04 19:51:38
2024,"REG","DAL",5,"00-0039410","WR","Ryan Flournoy","Ryan","Flournoy",NA,NA,NA,"Cramps",NA,"Full Participation in Practice",2024-10-04 19:51:46
2024,"REG","DAL",5,"00-0039341","T","Tyler Guyton","Tyler","Guyton",NA,NA,NA,"Shoulder",NA,"Full Participation in Practice",2024-10-04 19:50:20
2024,"REG","DAL",5,"00-0033877","S","Malik Hooker","Malik","Hooker",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2024-10-02 19:45:27
2024,"REG","DAL",5,"00-0031554","LB","Eric Kendricks","Eric","Kendricks",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2024-10-02 19:45:57
2024,"REG","DAL",5,"00-0033928","CB","Jourdan Lewis","Jourdan","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2024-10-02 19:45:42
2024,"REG","DAL",5,"00-0031402","G","Zack Martin","Zack","Martin",NA,NA,NA,"Not injury related - resting player",NA,"Limited Participation in Practice",2024-10-02 19:45:12
2024,"REG","DAL",5,"00-0031236","WR","Brandin Cooks","Brandin","Cooks","Knee",NA,"Out","Knee",NA,"Did Not Participate In Practice",2024-10-04 19:52:52
2024,"REG","DAL",5,"00-0036932","DE","Micah Parsons","Micah","Parsons","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2024-10-04 19:53:37
2024,"REG","DAL",5,"00-0036361","CB","Trevon Diggs","Trevon","Diggs","Ankle",NA,"Questionable","Ankle",NA,"Did Not Participate In Practice",2024-10-04 19:52:31
2024,"REG","DAL",5,"00-0039387","CB","Caelen Carson","Caelen","Carson","Shoulder",NA,"Questionable","Shoulder",NA,"Limited Participation in Practice",2024-10-04 19:52:31
2024,"REG","DAL",5,"00-0039352","LB","Marist Liufau","Marist","Liufau","Quadricep",NA,"Questionable","Quadricep",NA,"Limited Participation in Practice",2024-10-04 19:52:31
2024,"REG","DEN",5,"00-0033943","WR","Josh Reynolds","Josh","Reynolds",NA,NA,NA,"Foot",NA,"Full Participation in Practice",2024-10-04 20:39:29
2024,"REG","DEN",5,"00-0038605","S","J.L. Skinner","J.L.","Skinner",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2024-10-04 20:39:29
