game_id,week,kicker_id,kicker_name,team,fg_made,fg_att,xp_made,xp_att,total_points,season_avg_fg_made,l3_avg_fg_made,season_avg_xp_made,l3_avg_xp_made,season_avg_total_points,l3_avg_total_points,games_played,home_team,away_team,is_home
2025_01_BAL_BUF,1,00-0023853,M.Prater,BUF,3,3,2,2,11,2.0,1.6666666666666667,3.25,3.6666666666666665,9.25,8.666666666666666,1,BUF,BAL,1
2025_02_BUF_NYJ,2,00-0023853,M.Prater,BUF,3,3,3,3,12,2.0,2.0,2.333333333333333,2.333333333333333,8.333333333333334,8.333333333333334,2,NYJ,BUF,0
2025_03_MIA_BUF,3,00-0023853,M.Prater,BUF,1,2,4,4,7,1.0,1.0,3.0,3.0,6.0,6.0,3,BUF,MIA,1
2025_04_NO_BUF,4,00-0023853,M.Prater,BUF,1,1,4,4,7,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,6.333333333333333,5.333333333333333,4,BUF,NO,1
2025_05_NE_BUF,5,00-0023853,M.Prater,BUF,2,2,2,2,8,2.0,2.333333333333333,2.6,2.333333333333333,8.6,9.333333333333334,5,BUF,NE,1
2025_08_BUF_CAR,8,00-0023853,M.Prater,BUF,2,2,4,5,10,1.0,1.0,1.5,1.5,4.5,4.5,6,CAR,BUF,0
2025_09_KC_BUF,9,00-0023853,M.Prater,BUF,0,1,4,4,4,2.0,2.0,1.0,1.0,7.0,7.0,7,BUF,KC,1
2025_11_TB_BUF,11,00-0023853,M.Prater,BUF,1,1,5,5,8,1.5555555555555556,1.3333333333333333,1.5555555555555556,0.6666666666666666,6.222222222222222,4.666666666666667,8,BUF,TB,1
2025_01_PIT_NYJ,1,00-0025565,N.Folk,NYJ,2,2,2,2,8,1.8,1.3333333333333333,1.8,1.6666666666666667,7.2,5.666666666666667,1,NYJ,PIT,1
2025_02_BUF_NYJ,2,00-0025565,N.Folk,NYJ,1,1,1,1,4,2.25,2.333333333333333,2.25,1.6666666666666667,9.0,8.666666666666666,2,NYJ,BUF,1
2025_03_NYJ_TB,3,00-0025565,N.Folk,NYJ,2,2,3,3,9,1.25,1.3333333333333333,2.75,2.6666666666666665,6.5,6.666666666666667,3,TB,NYJ,0
2025_04_NYJ_MIA,4,00-0025565,N.Folk,NYJ,2,2,1,1,7,2.5,2.5,1.5,1.5,9.0,9.0,4,MIA,NYJ,0
2025_05_DAL_NYJ,5,00-0025565,N.Folk,NYJ,2,2,0,0,6,1.6666666666666667,1.6666666666666667,1.0,1.0,6.0,6.0,5,NYJ,DAL,1
2025_06_DEN_NYJ,6,00-0025565,N.Folk,NYJ,3,3,0,0,9,1.75,1.6666666666666667,2.375,2.333333333333333,7.625,7.333333333333333,6,NYJ,DEN,1
2025_07_CAR_NYJ,7,00-0025565,N.Folk,NYJ,2,2,0,0,6,2.2222222222222223,2.0,2.333333333333333,3.333333333333333,9.0,9.333333333333334,7,NYJ,CAR,1
2025_08_NYJ_CIN,8,00-0025565,N.Folk,NYJ,3,3,2,2,11,2.1666666666666665,2.333333333333333,2.1666666666666665,2.333333333333333,8.666666666666666,9.333333333333334,8,CIN,NYJ,0
2025_10_CLE_NYJ,10,00-0025565,N.Folk,NYJ,2,2,3,3,9,1.4285714285714286,0.3333333333333333,2.0,1.6666666666666667,6.285714285714286,2.6666666666666665,9,NYJ,CLE,1
2025_01_NYG_WAS,1,00-0026858,G.Gano,NYG,2,2,0,0,6,2.0,2.0,1.5,2.0,7.5,8.0,1,WAS,NYG,0
2025_02_NYG_DAL,2,00-0026858,G.Gano,NYG,3,3,4,4,13,2.25,2.333333333333333,3.0,3.6666666666666665,9.75,10.666666666666666,2,DAL,NYG,0
2025_03_KC_NYG,3,00-0026858,G.Gano,NYG,1,1,0,0,3,2.0,1.3333333333333333,2.142857142857143,2.6666666666666665,8.142857142857142,6.666666666666667,3,NYG,KC,1
2025_08_NYG_PHI,8,00-0026858,G.Gano,NYG,2,2,2,2,8,2.0,2.0,2.0,2.0,8.0,8.0,4,PHI,NYG,0
2025_09_SF_NYG,9,00-0026858,G.Gano,NYG,1,2,3,3,6,1.9,1.6666666666666667,1.9,2.0,7.6,7.0,5,NYG,SF,1
2025_01_DET_GB,1,00-0029822,B.McManus,GB,2,2,3,3,9,1.6666666666666667,1.6666666666666667,2.0,2.0,7.0,7.0,1,GB,DET,1
2025_02_WAS_GB,2,00-0029822,B.McManus,GB,2,3,3,3,9,1.6,2.0,2.0,1.3333333333333333,6.8,7.333333333333333,2,GB,WAS,1
2025_03_GB_CLE,3,00-0029822,B.McManus,GB,1,2,1,1,4,2.75,3.6666666666666665,1.5,1.0,9.75,12.0,3,CLE,GB,0
2025_04_GB_DAL,4,00-0029822,B.McManus,GB,2,2,4,5,10,1.0,1.0,4.0,4.0,7.0,7.0,4,DAL,GB,0
2025_08_GB_PIT,8,00-0029822,B.McManus,GB,2,4,3,3,9,1.0,1.0,2.0,2.0,5.0,5.0,5,PIT,GB,0
2025_09_CAR_GB,9,00-0029822,B.McManus,GB,2,3,1,1,7,1.7777777777777777,0.6666666666666666,1.3333333333333333,1.0,6.666666666666667,3.0,6,GB,CAR,1
2025_10_PHI_GB,10,00-0029822,B.McManus,GB,0,1,1,1,1,2.0,2.0,4.0,4.0,10.0,10.0,7,GB,PHI,1
2025_01_PIT_NYJ,1,00-0031136,C.Boswell,PIT,2,2,4,4,10,2.0,2.0,3.0,3.0,9.0,9.0,1,NYJ,PIT,0
2025_02_SEA_PIT,2,00-0031136,C.Boswell,PIT,3,3,0,0,9,1.75,1.6666666666666667,3.375,3.333333333333333,8.625,8.333333333333334,2,PIT,SEA,1
2025_04_MIN_PIT,4,00-0031136,C.Boswell,PIT,1,2,3,3,6,1.7142857142857142,1.6666666666666667,1.4285714285714286,1.3333333333333333,6.571428571428571,6.333333333333333,3,PIT,MIN,1
2025_06_CLE_PIT,6,00-0031136,C.Boswell,PIT,3,4,2,2,11,1.75,1.6666666666666667,3.0,3.0,8.25,8.0,4,PIT,CLE,1
2025_07_PIT_CIN,7,00-0031136,C.Boswell,PIT,1,1,4,4,7,1.8888888888888888,1.6666666666666667,3.111111111111111,3.333333333333333,8.777777777777779,8.333333333333334,5,CIN,PIT,0
2025_08_GB_PIT,8,00-0031136,C.Boswell,PIT,4,4,1,1,13,1.5,1.6666666666666667,1.5,1.3333333333333333,6.0,6.333333333333333,6,PIT,GB,1
2025_09_IND_PIT,9,00-0031136,C.Boswell,PIT,2,2,3,3,9,1.4,1.3333333333333333,3.8,3.6666666666666665,8.0,7.666666666666667,7,PIT,IND,1
2025_10_PIT_LAC,10,00-0031136,C.Boswell,PIT,1,2,1,1,4,2.0,2.0,4.5,4.5,10.5,10.5,8,LAC,PIT,0
2025_11_CIN_PIT,11,00-0031136,C.Boswell,PIT,2,2,4,4,10,2.0,2.0,1.0,1.0,7.0,7.0,9,PIT,CIN,1
2025_01_MIN_CHI,1,00-0031203,C.Santos,CHI,1,2,3,3,6,2.0,2.0,1.3333333333333333,1.3333333333333333,7.333333333333333,7.333333333333333,1,CHI,MIN,1
2025_03_DAL_CHI,3,00-0031203,C.Santos,CHI,1,1,4,4,7,2.0,2.0,0.6666666666666666,0.6666666666666666,6.666666666666667,6.666666666666667,2,CHI,DAL,1
2025_04_CHI_LV,4,00-0031203,C.Santos,CHI,4,4,1,1,13,1.2222222222222223,1.6666666666666667,2.6666666666666665,2.333333333333333,6.333333333333333,7.333333333333333,3,LV,CHI,0
2025_08_CHI_BAL,8,00-0031203,C.Santos,CHI,3,4,1,1,10,1.25,1.3333333333333333,1.25,1.3333333333333333,5.0,5.333333333333333,4,BAL,CHI,0
2025_09_CHI_CIN,9,00-0031203,C.Santos,CHI,2,3,5,5,11,1.5,1.5,4.0,4.0,8.5,8.5,5,CIN,CHI,0
2025_10_NYG_CHI,10,00-0031203,C.Santos,CHI,1,1,3,3,6,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.6666666666666665,7.666666666666667,4.666666666666667,6,CHI,NYG,1
2025_11_CHI_MIN,11,00-0031203,C.Santos,CHI,4,5,1,1,13,2.111111111111111,3.333333333333333,2.333333333333333,2.0,8.666666666666666,12.0,7,MIN,CHI,0
2025_01_SF_SEA,1,00-0031492,J.Myers,SEA,2,2,1,1,7,1.6666666666666667,1.6666666666666667,2.333333333333333,2.333333333333333,7.333333333333333,7.333333333333333,1,SEA,SF,1
2025_02_SEA_PIT,2,00-0031492,J.Myers,SEA,1,2,4,4,7,1.8888888888888888,2.0,3.555555555555556,4.333333333333333,9.22222222222222,10.333333333333334,2,PIT,SEA,0
2025_03_NO_SEA,3,00-0031492,J.Myers,SEA,3,3,5,5,14,1.3333333333333333,1.3333333333333333,3.0,3.0,7.0,7.0,3,SEA,NO,1
2025_04_SEA_ARI,4,00-0031492,J.Myers,SEA,3,4,2,2,11,2.833333333333333,3.333333333333333,1.5,1.6666666666666667,10.0,11.666666666666666,4,ARI,SEA,0
2025_05_TB_SEA,5,00-0031492,J.Myers,SEA,0,1,5,5,5,2.0,2.0,2.0,2.0,8.0,8.0,5,SEA,TB,1
2025_06_SEA_JAX,6,00-0031492,J.Myers,SEA,2,2,2,2,8,1.5,1.6666666666666667,2.3,3.0,6.8,8.0,6,JAX,SEA,0
2025_07_HOU_SEA,7,00-0031492,J.Myers,SEA,2,3,3,3,9,2.5,2.5,0.5,0.5,8.0,8.0,7,SEA,HOU,1
2025_09_SEA_WAS,9,00-0031492,J.Myers,SEA,1,1,5,5,8,2.0,2.6666666666666665,2.0,1.6666666666666667,8.0,9.666666666666666,8,WAS,SEA,0
2025_10_ARI_SEA,10,00-0031492,J.Myers,SEA,3,3,5,5,14,4.0,4.0,2.0,2.0,14.0,14.0,9,SEA,ARI,1
2025_11_SEA_LA,11,00-0031492,J.Myers,SEA,4,5,1,1,13,1.4,1.6666666666666667,1.8,2.333333333333333,6.0,7.333333333333333,10,LA,SEA,0
2025_01_TEN_DEN,1,00-0032569,W.Lutz,DEN,2,2,2,2,8,1.5714285714285714,1.3333333333333333,2.2857142857142856,1.6666666666666667,7.0,5.666666666666667,1,DEN,TEN,1
2025_02_DEN_IND,2,00-0032569,W.Lutz,DEN,0,1,4,4,4,1.0,1.0,3.5,3.5,6.5,6.5,2,IND,DEN,0
2025_03_DEN_LAC,3,00-0032569,W.Lutz,DEN,2,2,2,2,8,2.2,2.0,1.8,2.6666666666666665,8.4,8.666666666666666,3,LAC,DEN,0
2025_05_DEN_PHI,5,00-0032569,W.Lutz,DEN,2,2,1,1,7,4.0,4.0,0.5,0.5,12.5,12.5,4,PHI,DEN,0
2025_06_DEN_NYJ,6,00-0032569,W.Lutz,DEN,2,2,1,1,7,1.8888888888888888,2.0,2.2222222222222223,1.3333333333333333,7.888888888888889,7.333333333333333,5,NYJ,DEN,0
2025_07_NYG_DEN,7,00-0032569,W.Lutz,DEN,1,1,2,2,5,2.0,1.3333333333333333,3.0,4.0,9.0,8.0,6,DEN,NYG,1
2025_08_DAL_DEN,8,00-0032569,W.Lutz,DEN,1,1,5,5,8,1.3333333333333333,1.0,1.5555555555555556,2.333333333333333,5.555555555555555,5.333333333333333,7,DEN,DAL,1
2025_09_DEN_HOU,9,00-0032569,W.Lutz,DEN,1,2,1,1,4,1.5,1.3333333333333333,4.25,5.333333333333333,8.75,9.333333333333334,8,HOU,DEN,0
2025_10_LV_DEN,10,00-0032569,W.Lutz,DEN,1,2,1,1,4,3.25,3.0,3.0,3.0,12.75,12.0,9,DEN,LV,1
2025_11_KC_DEN,11,00-0032569,W.Lutz,DEN,5,5,1,1,16,1.0,1.0,1.0,1.0,4.0,4.0,10,DEN,KC,1
2025_01_HOU_LA,1,00-0032726,K.Fairbairn,HOU,3,3,0,0,9,1.8,2.0,1.4,1.3333333333333333,6.8,7.333333333333333,1,LA,HOU,0
2025_02_TB_HOU,2,00-0032726,K.Fairbairn,HOU,2,2,1,1,7,1.0,1.0,3.0,3.0,6.0,6.0,2,HOU,TB,1
2025_03_HOU_JAX,3,00-0032726,K.Fairbairn,HOU,1,2,1,1,4,2.0,2.0,1.0,1.0,7.0,7.0,3,JAX,HOU,0
2025_04_TEN_HOU,4,00-0032726,K.Fairbairn,HOU,2,3,2,2,8,2.75,2.333333333333333,1.875,2.6666666666666665,10.125,9.666666666666666,4,HOU,TEN,1
2025_05_HOU_BAL,5,00-0032726,K.Fairbairn,HOU,3,3,5,5,14,2.5,1.6666666666666667,0.8333333333333334,0.6666666666666666,8.333333333333334,5.666666666666667,5,BAL,HOU,0
2025_07_HOU_SEA,7,00-0032726,K.Fairbairn,HOU,2,2,1,1,7,5.0,5.0,1.0,1.0,16.0,16.0,6,SEA,HOU,0
2025_08_SF_HOU,8,00-0032726,K.Fairbairn,HOU,4,4,2,2,14,2.142857142857143,2.333333333333333,2.2857142857142856,2.6666666666666665,8.714285714285714,9.666666666666666,7,HOU,SF,1
2025_09_DEN_HOU,9,00-0032726,K.Fairbairn,HOU,5,6,0,0,15,1.3333333333333333,1.3333333333333333,4.333333333333333,4.333333333333333,8.333333333333334,8.333333333333334,8,HOU,DEN,1
2025_01_KC_LAC,1,00-0033303,H.Butker,KC,3,3,0,1,9,2.0,2.333333333333333,1.0,0.0,7.0,7.0,1,LAC,KC,0
2025_02_PHI_KC,2,00-0033303,H.Butker,KC,1,2,2,2,5,1.8333333333333333,1.6666666666666667,3.1666666666666665,3.0,8.666666666666666,8.0,2,KC,PHI,1
2025_03_KC_NYG,3,00-0033303,H.Butker,KC,3,4,1,2,10,2.0,1.6666666666666667,2.333333333333333,3.6666666666666665,8.333333333333334,8.666666666666666,3,NYG,KC,0
2025_04_BAL_KC,4,00-0033303,H.Butker,KC,3,4,4,4,13,1.0,0.6666666666666666,2.833333333333333,2.6666666666666665,5.833333333333333,4.666666666666667,4,KC,BAL,1
2025_06_DET_KC,6,00-0033303,H.Butker,KC,1,1,3,4,6,1.0,1.0,3.0,3.0,6.0,6.0,5,KC,DET,1
2025_07_LV_KC,7,00-0033303,H.Butker,KC,1,1,4,4,7,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,6.666666666666667,4.666666666666667,6,KC,LV,1
2025_09_KC_BUF,9,00-0033303,H.Butker,KC,2,2,1,1,7,1.4444444444444444,1.6666666666666667,3.111111111111111,2.0,7.444444444444445,7.0,7,BUF,KC,0
2025_11_KC_DEN,11,00-0033303,H.Butker,KC,2,2,1,2,7,1.0,1.0,1.0,1.0,4.0,4.0,8,DEN,KC,0
2025_01_TB_ATL,1,00-0033702,Y.Koo,ATL,2,3,2,2,8,1.8,1.6666666666666667,2.8,2.6666666666666665,8.2,7.666666666666667,1,ATL,TB,1
2025_10_NYG_CHI,10,00-0033702,Y.Koo,NYG,2,2,2,2,8,2.0,1.3333333333333333,2.4,2.333333333333333,8.4,6.333333333333333,2,CHI,NYG,0
2025_01_DAL_PHI,1,00-0033787,J.Elliott,PHI,1,1,3,3,6,1.5,1.5,1.5,1.5,6.0,6.0,1,PHI,DAL,1
2025_02_PHI_KC,2,00-0033787,J.Elliott,PHI,2,2,2,2,8,1.8571428571428568,1.3333333333333333,3.142857142857143,3.333333333333333,8.714285714285714,7.333333333333333,2,KC,PHI,0
2025_04_PHI_TB,4,00-0033787,J.Elliott,PHI,1,1,4,4,7,2.75,3.0,1.5,1.3333333333333333,9.75,10.333333333333334,3,TB,PHI,0
2025_05_DEN_PHI,5,00-0033787,J.Elliott,PHI,1,1,2,2,5,3.333333333333333,3.333333333333333,1.0,1.0,11.0,11.0,4,PHI,DEN,1
2025_06_PHI_NYG,6,00-0033787,J.Elliott,PHI,1,1,2,2,5,1.4444444444444444,2.333333333333333,2.555555555555556,4.0,6.888888888888889,11.0,5,NYG,PHI,0
2025_07_PHI_MIN,7,00-0033787,J.Elliott,PHI,0,1,4,4,4,2.0,2.0,3.25,3.6666666666666665,9.25,9.666666666666666,6,MIN,PHI,0
2025_08_NYG_PHI,8,00-0033787,J.Elliott,PHI,1,2,5,5,8,2.0,2.0,2.0,2.0,8.0,8.0,7,PHI,NYG,1
2025_10_PHI_GB,10,00-0033787,J.Elliott,PHI,1,1,1,1,4,2.0,2.0,1.0,1.0,7.0,7.0,8,GB,PHI,0
2025_11_DET_PHI,11,00-0033787,J.Elliott,PHI,3,3,1,1,10,1.8,1.6666666666666667,2.0,2.6666666666666665,7.4,7.666666666666667,9,PHI,DET,1
2025_10_ATL_IND,10,00-0033862,Z.Gonzalez,ATL,1,1,2,2,5,2.333333333333333,2.333333333333333,2.333333333333333,2.333333333333333,9.333333333333334,9.333333333333334,1,IND,ATL,0
2025_11_CAR_ATL,11,00-0033862,Z.Gonzalez,ATL,2,2,3,3,9,1.7142857142857142,1.6666666666666667,2.571428571428572,1.3333333333333333,7.714285714285714,6.333333333333333,2,ATL,CAR,1
2025_06_ARI_IND,6,00-0034084,M.Badgley,IND,1,1,4,4,7,2.125,1.6666666666666667,2.0,1.6666666666666667,8.375,6.666666666666667,1,IND,ARI,1
2025_07_IND_LAC,7,00-0034084,M.Badgley,IND,1,1,3,4,6,2.0,1.0,2.0,2.333333333333333,8.0,5.333333333333333,2,LAC,IND,0
2025_08_TEN_IND,8,00-0034084,M.Badgley,IND,1,1,5,5,8,1.0,1.0,2.0,2.0,5.0,5.0,3,IND,TEN,1
2025_09_IND_PIT,9,00-0034084,M.Badgley,IND,2,2,2,2,8,1.3333333333333333,1.3333333333333333,3.6666666666666665,3.0,7.666666666666667,7.0,4,PIT,IND,0
2025_10_ATL_IND,10,00-0034084,M.Badgley,IND,2,3,1,2,7,3.0,3.0,2.5,2.5,11.5,11.5,5,IND,ATL,1
2025_01_LV_NE,1,00-0034161,D.Carlson,LV,2,3,2,2,8,2.111111111111111,2.333333333333333,1.3333333333333333,1.6666666666666667,7.666666666666667,8.666666666666666,1,NE,LV,0
2025_02_LAC_LV,2,00-0034161,D.Carlson,LV,3,3,0,0,9,2.0,2.0,2.833333333333333,3.0,8.833333333333334,9.0,2,LV,LAC,1
2025_03_LV_WAS,3,00-0034161,D.Carlson,LV,1,1,1,1,4,2.0,2.0,2.0,2.0,8.0,8.0,3,WAS,LV,0
2025_04_CHI_LV,4,00-0034161,D.Carlson,LV,1,2,3,3,6,1.0,1.0,2.0,2.0,5.0,5.0,4,LV,CHI,1
2025_05_LV_IND,5,00-0034161,D.Carlson,LV,2,3,0,0,6,2.125,1.3333333333333333,1.125,1.6666666666666667,7.5,5.666666666666667,5,IND,LV,0
2025_06_TEN_LV,6,00-0034161,D.Carlson,LV,2,2,2,2,8,2.0,2.0,2.0,1.6666666666666667,8.0,7.666666666666667,6,LV,TEN,1
2025_09_JAX_LV,9,00-0034161,D.Carlson,LV,1,1,2,3,5,1.5,1.6666666666666667,3.5,3.0,8.0,8.0,7,LV,JAX,1
2025_10_LV_DEN,10,00-0034161,D.Carlson,LV,0,1,1,1,1,2.0,2.0,3.0,3.0,9.0,9.0,8,DEN,LV,0
2025_11_DAL_LV,11,00-0034161,D.Carlson,LV,3,3,1,1,10,2.333333333333333,2.333333333333333,1.3333333333333333,1.3333333333333333,8.333333333333334,8.333333333333334,9,LV,DAL,1
2025_02_SF_NO,2,00-0034173,E.Pineiro,SF,2,2,2,3,8,2.0,2.0,2.0,2.0,8.0,8.0,1,NO,SF,0
2025_03_ARI_SF,3,00-0034173,E.Pineiro,SF,3,3,1,1,10,1.4285714285714286,1.3333333333333333,2.4285714285714284,2.6666666666666665,6.714285714285714,6.666666666666667,2,SF,ARI,1
2025_04_JAX_SF,4,00-0034173,E.Pineiro,SF,2,2,1,1,7,2.5,2.5,1.0,1.0,8.5,8.5,3,SF,JAX,1
2025_05_SF_LA,5,00-0034173,E.Pineiro,SF,4,4,2,2,14,1.8571428571428568,1.3333333333333333,2.142857142857143,1.6666666666666667,7.714285714285714,5.666666666666667,4,LA,SF,0
2025_06_SF_TB,6,00-0034173,E.Pineiro,SF,4,4,1,1,13,2.0,2.0,2.5,2.5,8.5,8.5,5,TB,SF,0
2025_07_ATL_SF,7,00-0034173,E.Pineiro,SF,2,2,2,2,8,2.142857142857143,2.333333333333333,2.0,2.0,8.428571428571429,9.0,6,SF,ATL,1
2025_09_SF_NYG,9,00-0034173,E.Pineiro,SF,2,2,4,4,10,2.0,1.6666666666666667,1.8888888888888888,1.6666666666666667,7.888888888888889,6.666666666666667,7,NYG,SF,0
2025_11_SF_ARI,11,00-0034173,E.Pineiro,SF,3,3,2,4,11,1.7142857142857142,2.333333333333333,1.8571428571428568,2.333333333333333,7.0,9.333333333333334,8,ARI,SF,0
2025_06_TEN_LV,6,00-0035189,M.Wright,TEN,1,1,1,1,4,1.8,1.6666666666666667,1.8,1.3333333333333333,7.2,6.333333333333333,1,LV,TEN,0
2025_10_JAX_HOU,10,00-0035189,M.Wright,HOU,1,1,1,1,4,3.6666666666666665,3.6666666666666665,3.333333333333333,3.333333333333333,14.333333333333334,14.333333333333334,2,HOU,JAX,1
2025_11_HOU_TEN,11,00-0035189,M.Wright,HOU,3,3,1,1,10,1.875,2.0,2.375,3.0,8.0,9.0,3,TEN,HOU,0
2025_01_TEN_DEN,1,00-0035192,J.Slye,TEN,4,4,0,0,12,1.8333333333333333,2.0,2.5,2.6666666666666665,8.0,8.666666666666666,1,DEN,TEN,0
2025_02_LA_TEN,2,00-0035192,J.Slye,TEN,4,4,1,1,13,2.2857142857142856,2.333333333333333,2.571428571428572,3.0,9.428571428571429,10.0,2,TEN,LA,1
2025_03_IND_TEN,3,00-0035192,J.Slye,TEN,2,4,2,2,8,2.5,2.333333333333333,1.75,2.333333333333333,9.25,9.333333333333334,3,TEN,IND,1
2025_04_TEN_HOU,4,00-0035192,J.Slye,TEN,0,2,0,0,0,2.7142857142857144,2.6666666666666665,1.8571428571428568,2.333333333333333,10.0,10.333333333333334,4,HOU,TEN,0
