player_id,player_name,team,week,season,game_id,position,passing_yards,passing_tds,completions,attempts,interceptions,rushing_yards,rushing_tds,carries,receiving_yards,receiving_tds,receptions,targets,season_avg_passing_yards,l3_avg_passing_yards,season_avg_passing_tds,l3_avg_passing_tds,season_avg_rushing_yards,l3_avg_rushing_yards,season_avg_rushing_tds,l3_avg_rushing_tds,season_avg_receiving_yards,l3_avg_receiving_yards,season_avg_receiving_tds,l3_avg_receiving_tds,season_avg_receptions,l3_avg_receptions,season_avg_carries,l3_avg_carries,games_played
00-0036252,M.Pittman,IND,5,2025,2025_05_LV_IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,5.0,8,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,61.4,87.33333333333333,1.2,2.0,5.4,7.666666666666667,0.4,0.0,5
00-0036252,M.Pittman,IND,6,2025,2025_06_ARI_IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.14285714285714285,-0.6666666666666666,0.0,0.0,30.571428571428573,13.333333333333334,0.14285714285714285,0.0,1.4285714285714286,0.6666666666666666,0.42857142857142855,0.6666666666666666,6
00-0036252,M.Pittman,IND,7,2025,2025_07_IND_LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,7.0,10,0.0,0.0,0.0,0.0,12.4,18.0,0.0,0.0,2.4,2.3333333333333335,0.0,0.0,0.4,0.3333333333333333,2.2,2.6666666666666665,7
00-0036252,M.Pittman,IND,8,2025,2025_08_TEN_IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,8.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,35.0,0.3,0.3333333333333333,2.4,1.6666666666666667,0.1,0.0,8
00-0036252,M.Pittman,IND,9,2025,2025_09_IND_PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,9.0,12,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,13.5,27.0,0.3333333333333333,0.6666666666666666,1.1666666666666667,2.0,0.3333333333333333,0.0,9
00-0036252,M.Pittman,IND,10,2025,2025_10_ATL_IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,2,116.85714285714286,95.0,0.6428571428571429,0.0,9.285714285714286,7.333333333333333,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.3333333333333335,10
00-0036259,J.Jennings,SF,1,2025,2025_01_SF_SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,5,186.33333333333334,186.33333333333334,2.0,2.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1
00-0036259,J.Jennings,SF,2,2025,2025_02_SF_NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,5.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,31.0,0.0,0.0,3.0,3.0,0.0,0.0,2
00-0036259,J.Jennings,SF,4,2025,2025_04_JAX_SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.142857142857142,14.333333333333334,0.0,0.0,1.8571428571428572,1.0,0.0,0.0,3
00-0036259,J.Jennings,SF,6,2025,2025_06_SF_TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,3,0.0,0.0,0.0,0.0,33.714285714285715,18.0,0.14285714285714285,0.0,11.857142857142858,16.0,0.21428571428571427,0.0,1.4285714285714286,1.3333333333333333,7.642857142857143,4.0,4
00-0036259,J.Jennings,SF,7,2025,2025_07_ATL_SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,5
00-0036259,J.Jennings,SF,8,2025,2025_08_SF_HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,4.0,7,118.63636363636364,157.66666666666666,0.8181818181818182,1.6666666666666667,11.090909090909092,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.3333333333333333,6
00-0036259,J.Jennings,SF,9,2025,2025_09_SF_NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,6.0,6.0,0.0,0.0,7
00-0036259,J.Jennings,SF,10,2025,2025_10_LA_SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,6.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.875,48.333333333333336,0.125,0.0,1.875,2.6666666666666665,0.0,0.0,8
00-0036259,J.Jennings,SF,11,2025,2025_11_SF_ARI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,4.0,6,0.0,0.0,0.0,0.0,0.75,-0.3333333333333333,0.0,0.0,21.5,24.333333333333332,0.125,0.0,1.5,1.6666666666666667,0.25,0.3333333333333333,9
00-0036264,J.Love,GB,1,2025,2025_01_DET_GB,QB,188.0,2.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,73.0,0.3333333333333333,0.3333333333333333,4.555555555555555,4.333333333333333,0.0,0.0,1
00-0036264,J.Love,GB,1,2025,2025_01_DET_GB,RB,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.333333333333336,37.333333333333336,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,0.0,2
00-0036264,J.Love,GB,2,2025,2025_02_WAS_GB,QB,292.0,2.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103.0,64.33333333333333,1.0714285714285714,0.0,16.142857142857142,15.333333333333334,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7857142857142856,4.333333333333333,3
00-0036264,J.Love,GB,2,2025,2025_02_WAS_GB,RB,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,34.333333333333336,34.333333333333336,0.0,0.0,2.6666666666666665,2.6666666666666665,1.0,1.0,4
00-0036264,J.Love,GB,3,2025,2025_03_GB_CLE,QB,183.0,1.0,18.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.75,73.33333333333333,0.75,0.3333333333333333,17.5,23.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.666666666666667,5
00-0036264,J.Love,GB,3,2025,2025_03_GB_CLE,RB,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0,90.33333333333333,53.0,0.6666666666666666,0.3333333333333333,17.833333333333332,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,4.333333333333333,6
00-0036264,J.Love,GB,4,2025,2025_04_GB_DAL,QB,337.0,3.0,31.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.75,57.666666666666664,0.75,0.6666666666666666,5.375,5.666666666666667,0.0,0.0,7
00-0036264,J.Love,GB,4,2025,2025_04_GB_DAL,RB,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,52.5,0.5,0.5,3.5,3.5,0.0,0.0,8
00-0036264,J.Love,GB,6,2025,2025_06_CIN_GB,QB,259.0,1.0,19.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0,6.0,6.0,0.0,0.0,9
00-0036264,J.Love,GB,6,2025,2025_06_CIN_GB,RB,0.0,0.0,0.0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,42.0,0.5,0.6666666666666666,4.0,3.3333333333333335,0.0,0.0,10
00-0036264,J.Love,GB,7,2025,2025_07_GB_ARI,QB,179.0,1.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,71.5,0.0,0.0,3.0,3.0,0.0,0.0,11
00-0036264,J.Love,GB,7,2025,2025_07_GB_ARI,RB,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0,3.0,3.0,0.5,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,12
00-0036264,J.Love,GB,8,2025,2025_08_GB_PIT,QB,360.0,3.0,29.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.2,5.333333333333333,0.1,0.0,16.6,10.666666666666666,0.3,0.3333333333333333,2.5,2.3333333333333335,6.0,3.3333333333333335,13
00-0036264,J.Love,GB,8,2025,2025_08_GB_PIT,RB,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.5,42.666666666666664,0.25,0.6666666666666666,15.666666666666666,17.333333333333332,0.25,0.3333333333333333,2.4166666666666665,3.3333333333333335,6.333333333333333,5.333333333333333,14
00-0036264,J.Love,GB,9,2025,2025_09_CAR_GB,QB,273.0,0.0,26.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,2.0,2.0,0.0,0.0,15
00-0036264,J.Love,GB,9,2025,2025_09_CAR_GB,RB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,22.0,0.0,0.0,1.75,2.3333333333333335,0.0,0.0,16
00-0036264,J.Love,GB,10,2025,2025_10_PHI_GB,QB,176.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,3.6666666666666665,3.6666666666666665,0.0,0.0,1.0,1.0,1.0,1.0,17
00-0036264,J.Love,GB,10,2025,2025_10_PHI_GB,RB,0.0,0.0,0.0,0.0,0.0,28.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.142857142857143,7.333333333333333,0.0,0.0,3.0,3.3333333333333335,0.0,0.0,1.0,1.3333333333333333,1.4285714285714286,1.3333333333333333,18
00-0036264,J.Love,GB,11,2025,2025_11_GB_NYG,QB,174.0,2.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.5,23.5,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,19
00-0036264,J.Love,GB,11,2025,2025_11_GB_NYG,RB,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,4.0,0.4,0.3333333333333333,0.6,0.3333333333333333,0.0,0.0,20
00-0036265,A.Dillon,PHI,1,2025,2025_01_DAL_PHI,RB,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,38.666666666666664,0.4,0.0,3.5,4.0,0.0,0.0,1
00-0036265,A.Dillon,PHI,2,2025,2025_02_PHI_KC,RB,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,11.0,0.0,0.0,1.5,1.0,0.0,0.0,2
00-0036265,A.Dillon,PHI,4,2025,2025_04_PHI_TB,RB,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.166666666666668,41.333333333333336,0.16666666666666666,0.3333333333333333,1.6666666666666667,2.0,0.0,0.0,3
00-0036265,A.Dillon,PHI,5,2025,2025_05_DEN_PHI,RB,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,53.333333333333336,0.2,0.3333333333333333,0.8,1.0,0.0,0.0,4
00-0036265,A.Dillon,PHI,6,2025,2025_06_PHI_NYG,RB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.166666666666666,17.333333333333332,0.16666666666666666,0.0,1.5,1.6666666666666667,0.0,0.0,5
00-0036265,A.Dillon,PHI,6,2025,2025_06_PHI_NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.142857142857142,31.333333333333332,0.0,0.0,3.2857142857142856,3.3333333333333335,0.0,0.0,6
00-0036275,D.Swift,CHI,1,2025,2025_01_MIN_CHI,RB,0.0,0.0,0.0,0.0,0.0,53.0,0.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.25,3.0,0.0,0.0,8.5,6.0,0.0,0.0,1.0,0.6666666666666666,0.25,0.3333333333333333,1
00-0036275,D.Swift,CHI,1,2025,2025_01_MIN_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,5,0.0,0.0,0.0,0.0,64.0,64.0,0.6666666666666666,0.6666666666666666,4.333333333333333,4.333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,9.666666666666666,9.666666666666666,2
00-0036275,D.Swift,CHI,2,2025,2025_02_CHI_DET,RB,0.0,0.0,0.0,0.0,0.0,63.0,1.0,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,11.666666666666666,10.666666666666666,0.3333333333333333,0.3333333333333333,1.5,1.0,0.16666666666666666,0.3333333333333333,3
00-0036275,D.Swift,CHI,2,2025,2025_02_CHI_DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,1.5,1.5,0.0,0.0,4
00-0036275,D.Swift,CHI,3,2025,2025_03_DAL_CHI,RB,0.0,0.0,0.0,0.0,0.0,33.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0,0.0,5.666666666666667,5.666666666666667,0.0,0.0,5
00-0036275,D.Swift,CHI,3,2025,2025_03_DAL_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3.0,4,0.0,0.0,0.0,0.0,-2.3333333333333335,-2.3333333333333335,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,6
00-0036275,D.Swift,CHI,4,2025,2025_04_CHI_LV,RB,0.0,0.0,0.0,0.0,0.0,38.0,1.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.625,37.0,0.25,0.0,2.0,3.0,0.0,0.0,0.5625,1.0,7.5,5.0,7
00-0036275,D.Swift,CHI,4,2025,2025_04_CHI_LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,8.666666666666666,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,8
00-0036275,D.Swift,CHI,6,2025,2025_06_CHI_WAS,RB,0.0,0.0,0.0,0.0,0.0,108.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9
00-0036275,D.Swift,CHI,6,2025,2025_06_CHI_WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,2.0,3,0.0,0.0,0.0,0.0,18.0,12.666666666666666,0.2857142857142857,0.0,6.5,9.0,0.0,0.0,1.3571428571428572,2.3333333333333335,4.642857142857143,3.3333333333333335,10
00-0036275,D.Swift,CHI,7,2025,2025_07_NO_CHI,RB,0.0,0.0,0.0,0.0,0.0,124.0,1.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.533333333333335,60.333333333333336,0.13333333333333333,0.3333333333333333,6.266666666666667,-2.6666666666666665,0.0,0.0,1.4666666666666666,0.6666666666666666,6.466666666666667,7.666666666666667,11
00-0036275,D.Swift,CHI,7,2025,2025_07_NO_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,3.3333333333333335,0.0,0.0,33.0,47.333333333333336,0.1111111111111111,0.0,2.7777777777777777,4.0,0.4444444444444444,1.0,12
00-0036275,D.Swift,CHI,8,2025,2025_08_CHI_BAL,RB,0.0,0.0,0.0,0.0,0.0,45.0,1.0,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,5.666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,13
00-0036275,D.Swift,CHI,8,2025,2025_08_CHI_BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,2,0.0,0.0,0.0,0.0,14.333333333333334,31.666666666666668,0.2222222222222222,0.3333333333333333,-0.4444444444444444,-0.6666666666666666,0.0,0.0,0.5555555555555556,0.3333333333333333,3.5555555555555554,7.0,14
00-0036275,D.Swift,CHI,10,2025,2025_10_NYG_CHI,RB,0.0,0.0,0.0,0.0,0.0,80.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15
00-0036275,D.Swift,CHI,10,2025,2025_10_NYG_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,5.0,8,0.0,0.0,0.0,0.0,6.363636363636363,4.0,0.09090909090909091,0.0,0.45454545454545453,0.3333333333333333,0.0,0.0,0.2727272727272727,0.3333333333333333,2.5454545454545454,2.3333333333333335,16
00-0036275,D.Swift,CHI,11,2025,2025_11_CHI_MIN,RB,0.0,0.0,0.0,0.0,0.0,90.0,0.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-3.3333333333333335,-3.3333333333333335,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,17
00-0036275,D.Swift,CHI,11,2025,2025_11_CHI_MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,8.8,9.0,0.0,0.0,9.2,15.333333333333334,0.0,0.0,0.4,0.6666666666666666,2.4,2.0,18
00-0036290,C.Kmet,CHI,1,2025,2025_01_MIN_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,4,0.0,0.0,0.0,0.0,48.0,7.666666666666667,0.5,0.0,3.25,4.333333333333333,0.0,0.0,0.25,0.3333333333333333,7.25,3.6666666666666665,1
00-0036290,C.Kmet,CHI,2,2025,2025_02_CHI_DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,2,0.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2
00-0036290,C.Kmet,CHI,3,2025,2025_03_DAL_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1,0.0,0.0,0.0,0.0,-1.75,2.3333333333333335,0.0,0.0,5.25,7.0,0.0,0.0,1.0,1.3333333333333333,1.25,1.0,3
00-0036290,C.Kmet,CHI,4,2025,2025_04_CHI_LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,3.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,4
00-0036290,C.Kmet,CHI,6,2025,2025_06_CHI_WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,19.133333333333333,24.333333333333332,0.26666666666666666,0.0,6.066666666666666,2.0,0.0,0.0,1.2666666666666666,1.3333333333333333,5.2,7.666666666666667,5
00-0036290,C.Kmet,CHI,7,2025,2025_07_NO_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.5,-1.3333333333333333,0.0,0.0,29.7,47.333333333333336,0.1,0.0,2.5,4.0,0.6,0.6666666666666666,6
00-0036290,C.Kmet,CHI,9,2025,2025_09_CHI_CIN,QB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,107.0,119.66666666666667,1.0,1.3333333333333333,7.6,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.0,7
00-0036290,C.Kmet,CHI,9,2025,2025_09_CHI_CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2,115.28571428571429,148.33333333333334,0.8571428571428571,0.3333333333333333,9.761904761904763,-0.6666666666666666,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.238095238095238,1.6666666666666667,8
00-0036290,C.Kmet,CHI,10,2025,2025_10_NYG_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2,0.0,0.0,0.0,0.0,5.833333333333333,3.6666666666666665,0.08333333333333333,0.0,0.5833333333333334,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,9
00-0036290,C.Kmet,CHI,11,2025,2025_11_CHI_MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0,5,0.0,0.0,0.0,0.0,18.833333333333332,32.0,0.16666666666666666,0.3333333333333333,7.666666666666667,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,4.833333333333333,7.666666666666667,10
00-0036309,D.Mooney,ATL,2,2025,2025_02_ATL_MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,17.5,0.5,0.5,1.5,1.5,0.0,0.0,1
00-0036309,D.Mooney,ATL,3,2025,2025_03_ATL_CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,11,137.07142857142858,126.66666666666667,0.9285714285714286,0.3333333333333333,11.285714285714286,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,1.0,2
00-0036309,D.Mooney,ATL,4,2025,2025_04_WAS_ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3
00-0036309,D.Mooney,ATL,7,2025,2025_07_ATL_SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,4
00-0036309,D.Mooney,ATL,8,2025,2025_08_MIA_ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,4.333333333333333,4.333333333333333,0.0,0.0,5
00-0036309,D.Mooney,ATL,9,2025,2025_09_ATL_NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,2,0.0,0.0,0.0,0.0,34.333333333333336,49.0,0.1111111111111111,0.3333333333333333,4.444444444444445,3.3333333333333335,0.1111111111111111,0.0,1.0,0.3333333333333333,7.333333333333333,11.666666666666666,6
00-0036309,D.Mooney,ATL,10,2025,2025_10_ATL_IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,8,127.73333333333333,188.33333333333334,0.8,1.0,8.666666666666666,8.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.0,7
00-0036309,D.Mooney,ATL,11,2025,2025_11_CAR_ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,7,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8
00-0036313,B.Mann,PHI,4,2025,2025_04_PHI_TB,RB,0.0,0.0,0.0,0.0,0.0,-34.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.714285714285715,41.333333333333336,0.14285714285714285,0.3333333333333333,1.4285714285714286,2.0,0.0,0.0,1
00-0036322,J.Jefferson,MIN,1,2025,2025_01_MIN_CHI,RB,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,9.4,10.333333333333334,0.0,0.0,1.2,1.3333333333333333,0.2,0.0,1
00-0036322,J.Jefferson,MIN,1,2025,2025_01_MIN_CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,4.0,7,0.0,0.0,0.0,0.0,48.4,24.333333333333332,0.6,0.3333333333333333,2.6,0.0,0.0,0.0,0.2,0.0,8.2,7.666666666666667,2
00-0036322,J.Jefferson,MIN,2,2025,2025_02_ATL_MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.666666666666666,13.666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,3
00-0036322,J.Jefferson,MIN,3,2025,2025_03_CIN_MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,5.0,7,178.0,194.33333333333334,1.2857142857142858,1.6666666666666667,5.428571428571429,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.3333333333333333,4
