player_id,player_name,team,opponent,week,season,game_id,position,passing_yards,passing_tds,completions,attempts,interceptions,rushing_yards,rushing_tds,carries,receiving_yards,receiving_tds,receptions,targets,season_avg_passing_yards,l3_avg_passing_yards,season_avg_passing_tds,l3_avg_passing_tds,season_avg_rushing_yards,l3_avg_rushing_yards,season_avg_rushing_tds,l3_avg_rushing_tds,season_avg_receiving_yards,l3_avg_receiving_yards,season_avg_receiving_tds,l3_avg_receiving_tds,season_avg_receptions,l3_avg_receptions,season_avg_carries,l3_avg_carries,season_avg_completions,l3_avg_completions,season_avg_attempts,l3_avg_attempts,season_avg_targets,l3_avg_targets,season_avg_interceptions,l3_avg_interceptions,games_played
00-0035662,M.Brown,KC,WAS,8,2025,2025_08_WAS_KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,0.42857142857142855,0.3333333333333333,1.5714285714285714,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,2.0,0.0,0.0,8
00-0035662,M.Brown,KC,BUF,9,2025,2025_09_KC_BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,20.0,0.6,1.0,3.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.666666666666667,0.0,0.0,9
00-0035662,M.Brown,KC,DEN,11,2025,2025_11_KC_DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4.0,4,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,21.555555555555557,56.0,0.1111111111111111,0.3333333333333333,2.3333333333333335,4.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,3.6666666666666665,5.0,0.0,0.0,10
00-0035676,A.Brown,PHI,DAL,1,2025,2025_01_DAL_PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,73.0,0.3333333333333333,0.3333333333333333,4.555555555555555,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.666666666666667,0.0,0.0,1
00-0035676,A.Brown,PHI,KC,2,2025,2025_02_PHI_KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,5.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,4.333333333333333,0.0,0.0,2
00-0035676,A.Brown,PHI,LA,3,2025,2025_03_LA_PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1.0,6.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3
00-0035676,A.Brown,PHI,TB,4,2025,2025_04_PHI_TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,9,0.0,0.0,0.0,0.0,1.6,2.6666666666666665,0.0,0.0,62.4,78.33333333333333,0.6,0.6666666666666666,4.4,5.333333333333333,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,7.2,7.333333333333333,0.0,0.0,4
00-0035676,A.Brown,PHI,DEN,5,2025,2025_05_DEN_PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,5.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5
00-0035676,A.Brown,PHI,NYG,6,2025,2025_06_PHI_NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,6.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,13.333333333333334,0.2,0.0,1.6,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0,6
00-0035676,A.Brown,PHI,MIN,7,2025,2025_07_PHI_MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2.0,4.0,6,0.0,0.0,0.0,0.0,34.875,53.333333333333336,0.375,0.6666666666666666,0.75,2.0,0.0,0.0,0.125,0.3333333333333333,7.5,11.0,0.0,0.0,0.0,0.0,0.125,0.3333333333333333,0.0,0.0,7
00-0035676,A.Brown,PHI,GB,10,2025,2025_10_PHI_GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,3,0.0,0.0,0.0,0.0,11.6,15.333333333333334,0.2,0.3333333333333333,0.8,0.0,0.0,0.0,0.4,0.0,4.2,6.0,0.0,0.0,0.0,0.0,0.6,0.3333333333333333,0.0,0.0,8
00-0035676,A.Brown,PHI,DET,11,2025,2025_11_DET_PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,7.0,11,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.0,0.0,44.0,59.666666666666664,0.25,0.3333333333333333,4.75,5.666666666666667,0.375,0.3333333333333333,0.0,0.0,0.0,0.0,6.5,8.0,0.0,0.0,9
00-0035685,D.Montgomery,DET,GB,1,2025,2025_01_DET_GB,RB,0.0,0.0,0.0,0.0,0.0,25.0,0.0,11.0,18.0,0.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,19.666666666666668,0.4,0.0,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6666666666666667,0.0,0.0,1
00-0035685,D.Montgomery,DET,CHI,2,2025,2025_02_CHI_DET,RB,0.0,0.0,0.0,0.0,0.0,57.0,1.0,11.0,4.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2
00-0035685,D.Montgomery,DET,BAL,3,2025,2025_03_DET_BAL,RB,0.0,0.0,0.0,0.0,0.0,151.0,2.0,12.0,13.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,9.0,11.666666666666666,0.0,0.0,1.0,1.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,1.5,1.3333333333333333,0.0,0.0,3
00-0035685,D.Montgomery,DET,CLE,4,2025,2025_04_CLE_DET,RB,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.333333333333336,89.33333333333333,0.6666666666666666,0.6666666666666666,5.777777777777778,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.888888888888889,10.333333333333334,0.0,0.0,4
00-0035685,D.Montgomery,DET,CIN,5,2025,2025_05_DET_CIN,RB,3.0,1.0,1.0,1.0,0.0,65.0,1.0,18.0,6.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,5
00-0035685,D.Montgomery,DET,KC,6,2025,2025_06_DET_KC,RB,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,37.0,0.0,2.0,2,0.0,0.0,0.0,0.0,7.75,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,6
00-0035685,D.Montgomery,DET,TB,7,2025,2025_07_TB_DET,RB,0.0,0.0,0.0,0.0,0.0,21.0,0.0,13.0,18.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7
00-0035685,D.Montgomery,DET,MIN,9,2025,2025_09_MIN_DET,RB,0.0,0.0,0.0,0.0,0.0,40.0,1.0,11.0,10.0,0.0,2.0,4,0.0,0.0,0.0,0.0,1.8571428571428572,0.6666666666666666,0.0,0.0,38.42857142857143,24.333333333333332,0.2857142857142857,0.3333333333333333,3.857142857142857,3.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,6.857142857142857,7.0,0.0,0.0,8
00-0035685,D.Montgomery,DET,WAS,10,2025,2025_10_DET_WAS,RB,0.0,0.0,0.0,0.0,0.0,71.0,0.0,16.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,9
00-0035685,D.Montgomery,DET,PHI,11,2025,2025_11_DET_PHI,RB,0.0,0.0,0.0,0.0,0.0,27.0,0.0,6.0,10.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,40.0,32.333333333333336,0.0,0.0,4.25,3.3333333333333335,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,10
00-0035689,D.Knox,BUF,BAL,1,2025,2025_01_BAL_BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
00-0035689,D.Knox,BUF,NYJ,2,2025,2025_02_BUF_NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,4.333333333333333,0.0,0.0,2
00-0035689,D.Knox,BUF,NO,4,2025,2025_04_NO_BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,15.666666666666666,0.3333333333333333,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335,0.0,0.0,3
00-0035689,D.Knox,BUF,NE,5,2025,2025_05_NE_BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,2,0.0,0.0,0.0,0.0,78.0,86.0,1.0,0.6666666666666666,18.5,21.333333333333332,0.0,0.0,4.0,4.666666666666667,15.75,16.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,4
00-0035689,D.Knox,BUF,ATL,6,2025,2025_06_BUF_ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,2,0.0,0.0,0.0,0.0,96.8,71.66666666666667,0.7,0.0,19.0,33.666666666666664,0.1,0.3333333333333333,2.1,3.0,18.2,18.666666666666668,0.0,0.0,0.0,0.0,2.3,3.0,0.0,0.0,5
00-0035689,D.Knox,BUF,CAR,8,2025,2025_08_BUF_CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1,0.0,0.0,0.0,0.0,24.333333333333332,24.333333333333332,0.0,0.0,12.333333333333334,12.333333333333334,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6
00-0035689,D.Knox,BUF,KC,9,2025,2025_09_KC_BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,40.666666666666664,0.5,0.3333333333333333,3.3,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.1,6.0,0.0,0.0,7
00-0035689,D.Knox,BUF,MIA,10,2025,2025_10_BUF_MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8
00-0035689,D.Knox,BUF,TB,11,2025,2025_11_TB_BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,25.333333333333332,0.1111111111111111,0.3333333333333333,1.5555555555555556,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.6666666666666665,0.0,0.0,9
00-0035700,J.Jacobs,GB,DET,1,2025,2025_01_DET_GB,RB,0.0,0.0,0.0,0.0,0.0,66.0,1.0,19.0,4.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,49.5,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1
00-0035700,J.Jacobs,GB,WAS,2,2025,2025_02_WAS_GB,RB,0.0,0.0,0.0,0.0,0.0,84.0,1.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47.0,42.666666666666664,0.25,0.3333333333333333,11.5,15.333333333333334,0.0,0.0,1.75,2.3333333333333335,11.75,11.333333333333334,0.0,0.0,0.0,0.0,2.25,2.6666666666666665,0.0,0.0,2
00-0035700,J.Jacobs,GB,CLE,3,2025,2025_03_GB_CLE,RB,0.0,0.0,0.0,0.0,0.0,30.0,0.0,16.0,44.0,0.0,5.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3
00-0035700,J.Jacobs,GB,DAL,4,2025,2025_04_GB_DAL,RB,0.0,0.0,0.0,0.0,0.0,86.0,2.0,22.0,71.0,0.0,4.0,4,239.66666666666666,258.3333333333333,1.6666666666666667,1.6666666666666667,18.333333333333332,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.666666666666667,20.333333333333332,23.0,31.0,33.666666666666664,0.0,0.0,0.3333333333333333,0.3333333333333333,4
00-0035700,J.Jacobs,GB,CIN,6,2025,2025_06_CIN_GB,RB,0.0,0.0,0.0,0.0,0.0,93.0,2.0,18.0,57.0,0.0,5.0,5,0.0,0.0,0.0,0.0,34.666666666666664,34.666666666666664,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,9.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5
00-0035700,J.Jacobs,GB,ARI,7,2025,2025_07_GB_ARI,RB,0.0,0.0,0.0,0.0,0.0,55.0,2.0,13.0,3.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,61.75,75.66666666666667,0.25,0.3333333333333333,4.75,5.0,0.125,0.0,0.0,0.0,0.0,0.0,7.25,8.0,0.0,0.0,6
00-0035700,J.Jacobs,GB,PIT,8,2025,2025_08_GB_PIT,RB,0.0,0.0,0.0,0.0,0.0,33.0,1.0,13.0,12.0,0.0,3.0,3,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,67.0,81.33333333333333,0.8571428571428571,1.3333333333333333,4.285714285714286,4.666666666666667,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,5.857142857142857,7.0,0.0,0.0,7
00-0035700,J.Jacobs,GB,CAR,9,2025,2025_09_CAR_GB,RB,0.0,0.0,0.0,0.0,0.0,87.0,1.0,17.0,13.0,0.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,9.666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,8
00-0035700,J.Jacobs,GB,PHI,10,2025,2025_10_PHI_GB,RB,0.0,0.0,0.0,0.0,0.0,74.0,1.0,21.0,33.0,0.0,5.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,16.0,0.16666666666666666,0.0,1.1666666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,9
00-0035700,J.Jacobs,GB,NYG,11,2025,2025_11_GB_NYG,RB,0.0,0.0,0.0,0.0,0.0,40.0,0.0,7.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,7.25,9.666666666666666,0.0,0.0,31.5,36.666666666666664,0.0,0.0,2.75,3.0,1.5,2.0,0.0,0.0,0.0,0.0,3.5,4.0,0.0,0.0,10
00-0035704,D.Lock,SEA,NO,3,2025,2025_03_NO_SEA,RB,15.0,0.0,2.0,3.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.77777777777778,61.0,0.3333333333333333,0.6666666666666666,4.222222222222222,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,7.222222222222222,6.666666666666667,0.0,0.0,1
00-0035704,D.Lock,SEA,ARI,10,2025,2025_10_ARI_SEA,RB,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.22222222222222,70.33333333333333,0.3333333333333333,0.3333333333333333,5.222222222222222,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.222222222222221,10.333333333333334,0.0,0.0,2
00-0035710,D.Jones,IND,MIA,1,2025,2025_01_MIA_IND,QB,272.0,1.0,22.0,30.0,0.0,26.0,2.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,20.666666666666668,0.0,0.0,1.6666666666666667,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,3.2222222222222223,3.3333333333333335,0.0,0.0,1
00-0035710,D.Jones,IND,DEN,2,2025,2025_02_DEN_IND,QB,316.0,1.0,23.0,35.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.666666666666668,21.666666666666668,0.3333333333333333,0.3333333333333333,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,4.333333333333333,0.0,0.0,2
00-0035710,D.Jones,IND,TEN,3,2025,2025_03_IND_TEN,QB,228.0,1.0,18.0,25.0,0.0,27.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.0,32.0,0.25,0.0,16.375,21.666666666666668,0.0,0.0,2.25,3.0,13.625,9.0,0.0,0.0,0.0,0.0,2.75,3.3333333333333335,0.0,0.0,3
00-0035710,D.Jones,IND,LA,4,2025,2025_04_IND_LA,QB,262.0,1.0,24.0,35.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4
00-0035710,D.Jones,IND,LV,5,2025,2025_05_LV_IND,QB,212.0,2.0,20.0,32.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.833333333333332,7.0,0.16666666666666666,0.0,16.5,15.666666666666666,0.0,0.0,2.3333333333333335,2.3333333333333335,6.666666666666667,4.0,0.0,0.0,0.0,0.0,3.1666666666666665,3.0,0.0,0.0,5
00-0035710,D.Jones,IND,ARI,6,2025,2025_06_ARI_IND,QB,212.0,2.0,22.0,31.0,1.0,20.0,1.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,58.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,6
00-0035710,D.Jones,IND,LAC,7,2025,2025_07_IND_LAC,QB,288.0,2.0,23.0,36.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.0,47.333333333333336,0.375,0.0,10.0,7.333333333333333,0.0,0.0,1.25,1.0,13.25,12.666666666666666,0.0,0.0,0.0,0.0,1.375,1.0,0.0,0.0,7
00-0035710,D.Jones,IND,TEN,8,2025,2025_08_TEN_IND,QB,272.0,3.0,21.0,32.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.125,52.333333333333336,0.75,1.0,7.125,9.0,0.0,0.0,0.875,1.0,11.75,11.333333333333334,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8
00-0035710,D.Jones,IND,PIT,9,2025,2025_09_IND_PIT,QB,342.0,1.0,31.0,55.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.714285714285715,18.666666666666668,0.2857142857142857,0.3333333333333333,1.7142857142857142,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,2.3333333333333335,0.0,0.0,9
00-0035710,D.Jones,IND,ATL,10,2025,2025_10_ATL_IND,QB,255.0,1.0,19.0,34.0,1.0,53.0,0.0,7.0,0.0,0.0,0.0,0,201.66666666666666,201.66666666666666,0.3333333333333333,0.3333333333333333,9.666666666666666,9.666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,19.333333333333332,19.333333333333332,34.333333333333336,34.333333333333336,0.0,0.0,0.6666666666666666,0.6666666666666666,10
00-0035719,D.Samuel,WAS,NYG,1,2025,2025_01_NYG_WAS,WR,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,77.0,0.0,7.0,10,0.0,0.0,0.0,0.0,63.4,41.666666666666664,0.8,0.6666666666666666,7.2,7.666666666666667,0.0,0.0,0.8,1.0,12.8,11.666666666666666,0.0,0.0,0.2,0.3333333333333333,1.2,1.6666666666666667,0.0,0.0,1
00-0035719,D.Samuel,WAS,GB,2,2025,2025_02_WAS_GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,7.0,8,217.25,220.0,2.5,2.6666666666666665,41.5,32.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,5.0,17.0,18.0,27.75,30.0,0.0,0.0,0.25,0.3333333333333333,2
00-0035719,D.Samuel,WAS,LV,3,2025,2025_03_LV_WAS,RB,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,11.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.66666666666667,90.33333333333333,0.6666666666666666,0.6666666666666666,3.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.333333333333333,0.0,0.0,3
00-0035719,D.Samuel,WAS,ATL,4,2025,2025_04_WAS_ATL,WR,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,72.0,1.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,4
00-0035719,D.Samuel,WAS,LAC,5,2025,2025_05_WAS_LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,8.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,7.666666666666667,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,12.333333333333334,0.0,0.0,5
00-0035719,D.Samuel,WAS,CHI,6,2025,2025_06_CHI_WAS,WR,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,15.0,0.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.333333333333336,40.333333333333336,0.3333333333333333,0.3333333333333333,3.6666666666666665,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,6
00-0035719,D.Samuel,WAS,KC,8,2025,2025_08_WAS_KC,WR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,7
00-0035719,D.Samuel,WAS,SEA,9,2025,2025_09_SEA_WAS,WR,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,41.0,0.0,5.0,6,0.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,11.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,8
00-0035719,D.Samuel,WAS,DET,10,2025,2025_10_DET_WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,4.0,6,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,62.714285714285715,58.666666666666664,0.42857142857142855,1.0,4.714285714285714,4.666666666666667,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,6.571428571428571,6.333333333333333,0.0,0.0,9
00-0035719,D.Samuel,WAS,MIA,11,2025,2025_11_WAS_MIA,WR,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,74.0,1.0,7.0,8,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,17.571428571428573,12.666666666666666,0.0,0.0,1.5714285714285714,1.3333333333333333,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,4.285714285714286,5.333333333333333,0.0,0.0,10
00-0035876,A.Baccellia,ARI,SF,11,2025,2025_11_SF_ARI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.714285714285715,33.333333333333336,0.0,0.0,3.4285714285714284,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.333333333333333,0.0,0.0,1
00-0035891,C.White,SEA,WAS,9,2025,2025_09_SEA_WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
00-0035993,T.Huntley,BAL,LA,6,2025,2025_06_LA_BAL,QB,68.0,0.0,10.0,19.0,0.0,39.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,72.5,0.5,0.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1
00-0035993,T.Huntley,BAL,CHI,8,2025,2025_08_CHI_BAL,QB,186.0,1.0,17.0,24.0,0.0,53.0,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
