"season","season_type","week","player_display_name","player_position","team_abbr","avg_cushion","avg_separation","avg_intended_air_yards","percent_share_of_intended_air_yards","receptions","targets","catch_percentage","yards","rec_touchdowns","avg_yac","avg_expected_yac","avg_yac_above_expectation","player_gsis_id","player_first_name","player_last_name","player_jersey_number","player_short_name"
2024,"REG",0,"Sterling Shepard","WR","TB",6.90428571428571,3.10586013244617,9.60039215686274,12.7836451221263,32,51,62.7450980392157,334,1,2.954375,3.49619257797001,-0.541817577970013,"00-0032385","Sterling","Shepard",17,"S.Shepard"
2024,"REG",0,"Demario Douglas","WR","NE",6.86725,4.01006182653109,5.79241379310345,13.5558114011492,66,87,75.8620689655172,621,3,5.81787878787879,5.51893204103341,0.298946746845375,"00-0038621","Demario","Douglas",3,"D.Douglas"
2024,"REG",0,"Pat Freiermuth","TE","PIT",6.84862068965517,3.50375049670125,6.08910256410256,13.4236439279173,65,78,83.3333333333333,655,7,4.494,3.58080240394798,0.913197596052024,"00-0036894","Pat","Freiermuth",88,"P.Freiermuth"
2024,"REG",0,"Colby Parkinson","TE","LAR",6.8171875,3.72356584110464,5.73183673469388,6.8846334862925,30,49,61.2244897959184,294,1,5.59366666666667,6.16502036106404,-0.571353694397371,"00-0036244","Colby","Parkinson",86,"C.Parkinson"
2024,"REG",0,"Chigoziem Okonkwo","TE","TEN",6.7972,4.06094918507226,5.78457142857143,9.83837578844042,52,70,74.2857142857143,483,2,5.18711538461539,4.17948226665474,1.00763311796065,"00-0037809","Chigoziem","Okonkwo",85,"C.Okonkwo"
2024,"REG",0,"Lil'Jordan Humphrey","WR","DEN",6.78666666666667,3.35999110685892,6.39111111111111,7.08540175656866,31,45,68.8888888888889,293,1,6.15516129032258,4.61677894442788,1.5383823458947,"00-0035406","Lil'Jordan","Humphrey",84,"L.Humphrey"
2024,"REG",0,"Isaiah Likely","TE","BAL",6.71489795918367,4.31795491910589,8.48258620689655,11.8749818975255,42,58,72.4137931034483,477,6,6.40190476190476,5.08191985615487,1.3199849057499,"00-0037838","Isaiah","Likely",80,"I.Likely"
2024,"REG",0,"Drake London","WR","ATL",6.69708333333333,2.41862230459251,10.8370886075949,38.2298174088942,100,158,63.2911392405063,1271,9,3.5122,2.76021677244063,0.751983227559364,"00-0037238","Drake","London",5,"D.London"
2024,"REG",0,"Khalil Shakir","WR","BUF",6.67340425531915,4.25374373603847,5.4061,13.2780378537429,76,100,76,821,4,8.15802631578947,6.73766774542652,1.42035857036295,"00-0037261","Khalil","Shakir",10,"K.Shakir"
2024,"REG",0,"Wan'Dale Robinson","WR","NYG",6.64601769911504,3.24716997578215,4.94021428571429,17.608450467561,93,140,66.4285714285714,699,3,4.05462365591398,3.71001606015101,0.344607595762972,"00-0038117","Charles","Robinson",17,"W.Robinson"
2024,"REG",0,"Evan Engram","TE","JAX",6.6204081632653,3.6461084474646,5.36296875,7.93292732252435,47,64,73.4375,365,1,3.63978723404255,4.35724337104507,-0.717456137002515,"00-0033881","Evan","Engram",17,"E.Engram"
2024,"REG",0,"Curtis Samuel","WR","BUF",6.60756756756757,4.05608940556489,4.48521739130435,5.06746965462021,31,46,67.3913043478261,253,1,5.39903225806452,5.30948544926234,0.0895468088021731,"00-0033282","Curtis","Samuel",1,"C.Samuel"
2024,"REG",0,"Josh Palmer","WR","LAC",6.6075,2.5556124556671,15.2147692307692,23.3769058030966,39,65,60,575,1,2.58923076923077,2.44752774564032,0.141703023590451,"00-0036988","Josh","Palmer",5,"J.Palmer"
2024,"REG",0,"Noah Brown","WR","WAS",6.58923076923077,2.61392370588006,11.59,16.3305563872695,35,56,62.5,453,1,2.48571428571429,3.09167405161853,-0.605959765904242,"00-0033591","Noah","Brown",85,"N.Brown"
2024,"REG",0,"Michael Pittman","WR","IND",6.58411214953271,2.84102938273835,10.5873873873874,22.9721039061568,69,111,62.1621621621622,808,3,3.93420289855073,3.13939793666782,0.794804961882902,"00-0036252","Michael","Pittman",11,"M.Pittman"
2024,"REG",0,"Christian Kirk","WR","JAX",6.58282051282051,2.78629102706962,13.1634042553192,14.2992846659656,27,47,57.4468085106383,379,1,4.92925925925926,4.8252586040069,0.104000655252355,"00-0034775","Christian","Kirk",13,"C.Kirk"
2024,"REG",0,"Mike Evans","WR","TB",6.55844036697248,2.49141727361187,11.8744545454545,34.1037323272542,74,110,67.2727272727273,1004,11,3.39594594594595,2.62945058888546,0.766495357060484,"00-0031408","Mike","Evans",13,"M.Evans"
2024,"REG",0,"Jalen Tolbert","WR","DAL",6.5445945945946,2.72277954815801,11.9151898734177,20.3145266238349,49,79,62.0253164556962,610,7,3.47265306122449,3.37713576003856,0.095517301185926,"00-0037666","Jalen","Tolbert",1,"J.Tolbert"
2024,"REG",0,"Amon-Ra St. Brown","WR","DET",6.542890625,3.09164351300356,8.03418439716312,31.897483837542,115,141,81.5602836879433,1263,12,3.70730434782609,3.2094389241853,0.497865423640788,"00-0036963","Amon-Ra","St. Brown",14,"A.St. Brown"
2024,"REG",0,"Parker Washington","WR","JAX",6.541,3.16512791326333,11.2333333333333,13.241191221846,32,51,62.7450980392157,390,3,3.5253125,2.72824005985331,0.797072440146688,"00-0038606","Christopher","Washington",11,"P.Washington"
2024,"REG",0,"Terry McLaurin","WR","WAS",6.54035714285714,2.73265698203405,13.6702564102564,40.2431568114855,82,117,70.0854700854701,1096,13,3.69804878048781,2.80211447774136,0.895934302746445,"00-0035659","Terry","McLaurin",17,"T.McLaurin"
2024,"REG",0,"DeVonta Smith","WR","PHI",6.53678571428571,2.95702978530973,9.6052808988764,25.6065634660085,68,89,76.4044943820225,833,8,4.30367647058824,4.03681820223914,0.266858268349099,"00-0036912","DeVonta","Smith",6,"D.Smith"
2024,"REG",0,"Jameson Williams","WR","DET",6.51738636363636,3.36673002446728,11.3289010989011,29.0285067465591,58,91,63.7362637362637,992,7,7.78431034482759,6.1631244563231,1.62118588850448,"00-0037240","Jameson","Williams",9,"J.Williams"
2024,"REG",0,"Puka Nacua","WR","LAR",6.50919191919192,3.31990083816765,7.69132075471698,19.9847040828333,79,106,74.5283018867924,990,3,6.72658227848101,5.23968519083067,1.48689708765034,"00-0039075","Puka","Nacua",17,"P.Nacua"
2024,"REG",0,"Keenan Allen","WR","CHI",6.49115044247788,3.00228403190871,9.74752066115703,28.33772212238,70,121,57.8512396694215,744,7,3.76385714285714,3.8685657380717,-0.104708595214559,"00-0030279","Keenan","Allen",13,"K.Allen"
2024,"REG",0,"Brock Bowers","TE","LV",6.48290322580645,3.51552747562735,6.00490196078431,22.4073888898373,112,153,73.202614379085,1194,5,5.44035714285714,4.45737992763728,0.982977215219862,"00-0039338","Brock","Bowers",89,"B.Bowers"
2024,"REG",0,"Brenton Strange","TE","JAX",6.47377777777778,3.03548751109806,6.48415094339623,7.94286572752592,40,53,75.4716981132076,411,2,4.91875,3.77742823040124,1.14132176959876,"00-0038935","Brenton","Strange",85,"B.Strange"
2024,"REG",0,"Darnell Mooney","WR","ATL",6.45717171717172,2.97778654757557,12.6719811320755,29.9904439969099,64,106,60.377358490566,992,5,4.43390625,4.69211978819207,-0.258213538192071,"00-0036309","Darnell","Mooney",1,"D.Mooney"
2024,"REG",0,"Jakobi Meyers","WR","LV",6.4472,2.7315013286028,9.80937984496124,30.8620777960153,87,129,67.4418604651163,1027,4,3.5316091954023,3.35938116997986,0.172228025422444,"00-0034960","Jakobi","Meyers",16,"J.Meyers"
2024,"REG",0,"Tyler Boyd","WR","TEN",6.43155555555555,2.77418557938663,7.12754385964912,9.87117685362464,39,57,68.421052631579,390,0,5.16076923076923,4.02981665902123,1.130952571748,"00-0033009","Tyler","Boyd",83,"T.Boyd"
2024,"REG",0,"Jalen Coker","WR","CAR",6.43,2.66925205397964,11.380652173913,12.5174846911815,32,46,69.5652173913043,478,2,5.6015625,3.41853361615941,2.18302888384059,"00-0039491","Jalen","Coker",18,"J.Coker"
2024,"REG",0,"Calvin Austin","WR","PIT",6.40692307692308,2.95891018276241,12.6063793103448,20.6652610396364,36,58,62.0689655172414,548,4,4.71694444444444,3.67859849988781,1.03834594455663,"00-0037837","Calvin","Austin",19,"C.Austin"
2024,"REG",0,"Adam Thielen","WR","CAR",6.4055,3.00413302266671,10.9491935483871,16.2317710886298,48,62,77.4193548387097,615,5,3.50833333333333,3.68643825385696,-0.178104920523628,"00-0030035","Adam","Thielen",19,"A.Thielen"
2024,"REG",0,"Tyler Lockett","WR","SEA",6.40138888888889,2.66434458997616,11.0936486486486,20.1375652809565,49,74,66.2162162162162,600,2,2.99795918367347,3.89238413700049,-0.894424953327024,"00-0032211","Tyler","Lockett",16,"T.Lockett"
2024,"REG",0,"Chris Godwin","WR","TB",6.39070175438596,3.2332426108417,5.58112903225807,9.03460790329108,50,62,80.6451612903226,576,5,7.3256,5.04798096333198,2.27761903666802,"00-0033921","Rod","Godwin",14,"C.Godwin"
2024,"REG",0,"David Njoku","TE","CLE",6.39045454545455,3.09989212913583,5.29783505154639,10.4313494641117,64,97,65.979381443299,505,5,4.21484375,3.41587450064083,0.79896924935917,"00-0033885","David","Njoku",85,"D.Njoku"
2024,"REG",0,"Dontayvion Wicks","WR","GB",6.36561643835616,2.97132229909262,11.6744736842105,22.0374850352944,39,76,51.3157894736842,415,5,3.81769230769231,2.71267299722992,1.10501931046239,"00-0038393","Dontayvion","Wicks",13,"D.Wicks"
2024,"REG",0,"Xavier Legette","WR","CAR",6.35506329113924,2.61911010795559,12.2965476190476,24.6975895634626,49,84,58.3333333333333,497,4,2.52,2.4602070073881,0.0597929926118983,"00-0039342","Xavier","Legette",17,"X.Legette"
2024,"REG",0,"Jordan Addison","WR","MIN",6.34595744680851,2.99583121282174,13.3668686868687,28.8254142515155,63,99,63.6363636363636,875,9,3.55777777777778,2.91226774005175,0.64551003772603,"00-0038994","Jordan","Addison",3,"J.Addison"
2024,"REG",0,"Jonnu Smith","TE","MIA",6.34530864197531,3.49632019525561,4.62171171171171,14.6127136676057,88,111,79.2792792792793,884,8,6.13306818181818,5.28492489612279,0.848143285695392,"00-0033858","Jonnu","Smith",9,"J.Smith"
2024,"REG",0,"Zach Ertz","TE","WAS",6.32240963855422,3.63137381643962,7.61340659340659,17.4321090783743,66,91,72.5274725274725,654,7,3.14333333333333,3.35076807411104,-0.207434740777706,"00-0030061","Zachary","Ertz",86,"Z.Ertz"
2024,"REG",0,"Xavier Worthy","WR","KC",6.32186813186813,3.77345795726327,8.99255102040816,24.4680998747817,59,98,60.2040816326531,638,6,7.08576271186441,6.63978354041928,0.445979171445133,"00-0039894","Xavier","Worthy",1,"X.Worthy"
2024,"REG",0,"Kavontae Turpin","WR","DAL",6.31636363636364,3.37286105554092,8.84615384615385,9.92742191327318,31,52,59.6153846153846,420,2,8.72161290322581,7.41994816294951,1.3016647402763,"00-0037801","Kavontae","Turpin",9,"K.Turpin"
2024,"REG",0,"Brandin Cooks","WR","DAL",6.23792452830189,2.16339502952486,12.5837037037037,14.664960301103,26,54,48.1481481481481,259,3,2.36461538461538,2.99659102005933,-0.631975635443948,"00-0031236","Brandin","Cooks",3,"B.Cooks"
2024,"REG",0,"Jaxon Smith-Njigba","WR","SEA",6.22825,3.29553990921876,8.82051094890511,29.642521604961,100,137,72.992700729927,1130,6,4.904,4.33044617191926,0.573553828080738,"00-0038543","Jaxon","Smith-Njigba",11,"J.Smith-Njigba"
2024,"REG",0,"Tee Higgins","WR","CIN",6.22211009174312,2.37198507566024,10.5389908256881,24.5647836695243,73,109,66.9724770642202,911,10,3.20753424657534,2.0266519247927,1.18088232178264,"00-0036410","Tamaurice","Higgins",5,"T.Higgins"
2024,"REG",0,"Nick Westbrook-Ikhine","WR","TEN",6.17084745762712,2.31346521280662,12.066,17.590117889458,32,60,53.3333333333333,497,9,4.2459375,2.1032750175305,2.1426624824695,"00-0036182","Nicholas","Westbrook-Ikhine",15,"N.Westbrook-Ikhine"
2024,"REG",0,"Brian Thomas","WR","JAX",6.16168,3.03740993037118,11.3881954887218,35.0069915523558,87,133,65.4135338345865,1282,10,6.77965517241379,5.50359252148914,1.27606265092465,"00-0039893","Brian","Thomas",7,"B.Thomas"
2024,"REG",0,"Tyler Conklin","TE","NYJ",6.16022222222222,4.32430809144435,5.20930555555556,9.56318427748966,51,72,70.8333333333333,449,4,5.46098039215686,5.53507050555922,-0.0740901134023577,"00-0034270","Tyler","Conklin",83,"T.Conklin"
2024,"REG",0,"Tre Tucker","WR","LV",6.16,2.80128764348629,12.5004938271605,24.6948327036908,47,81,58.0246913580247,539,3,4.52,4.5391113528067,-0.0191113528067053,"00-0038563","Tre","Tucker",11,"T.Tucker"
2024,"REG",0,"Elijah Moore","WR","CLE",6.14311827956989,3.09344166884184,9.08647058823529,18.8133322507308,61,102,59.8039215686275,538,1,2.52540983606557,2.80968890021764,-0.284279064152066,"00-0036980","Elijah","Moore",8,"E.Moore"
2024,"REG",0,"Cedric Tillman","WR","CLE",6.12444444444444,2.92052213198318,11.6661224489796,11.6036050665801,29,49,59.1836734693878,339,3,3.91275862068965,3.11507668383952,0.797681936850132,"00-0038979","Cedric","Tillman",19,"C.Tillman"
2024,"REG",0,"Malik Nabers","WR","NYG",6.1159756097561,2.8126119324836,9.45229411764706,40.9103754490393,109,170,64.1176470588235,1204,7,4.48183486238532,3.73142706316655,0.750407799218767,"00-0039337","Malik","Nabers",1,"M.Nabers"
