"season","season_type","week","player_display_name","player_position","team_abbr","avg_cushion","avg_separation","avg_intended_air_yards","percent_share_of_intended_air_yards","receptions","targets","catch_percentage","yards","rec_touchdowns","avg_yac","avg_expected_yac","avg_yac_above_expectation","player_gsis_id","player_first_name","player_last_name","player_jersey_number","player_short_name"
2024,"REG",3,"Tyler Conklin","TE","NYJ",5,4.05442641723289,10.6916666666667,31.9742810148034,5,6,83.3333333333333,93,0,7.75,5.06865314272118,2.68134685727882,"00-0034270","Tyler","Conklin",83,"T.Conklin"
2024,"REG",3,"Cade Otton","TE","TB",4.95714285714286,2.77321359930806,3.86875,26.850004337642,7,8,87.5,47,0,3.25571428571429,2.56932828419693,0.686386001517355,"00-0038129","Cade","Otton",88,"C.Otton"
2024,"REG",3,"DeVonta Smith","WR","PHI",4.914,2.5975800035186,13.411,50.1852336938218,7,10,70,79,0,2.72,3.46268711961608,-0.742687119616083,"00-0036912","DeVonta","Smith",6,"D.Smith"
2024,"REG",3,"Jake Ferguson","TE","DAL",4.77714285714286,3.00812611489704,7.19727272727273,16.6975998650188,6,11,54.5454545454545,95,0,6.45166666666667,7.10569826591202,-0.654031599245346,"00-0038041","Jake","Ferguson",87,"J.Ferguson"
2024,"REG",3,"Amon-Ra St. Brown","WR","DET",4.72142857142857,2.33608218956007,7.605,35.9192348565356,7,8,87.5,75,1,2.84,3.39653476533783,-0.556534765337833,"00-0036963","Amon-Ra","St. Brown",14,"A.St. Brown"
2024,"REG",3,"Rome Odunze","WR","CHI",4.707,2.29980410822072,21.3272727272727,47.9833101529903,6,11,54.5454545454545,112,1,4.24833333333333,2.21017838986859,2.03815494346474,"00-0039919","Rome","Odunze",15,"R.Odunze"
2024,"REG",3,"Malik Nabers","WR","NYG",4.60166666666667,2.24373981792726,10.5766666666667,56.9224559357761,8,12,66.6666666666667,78,2,3.0275,1.63667995461478,1.39082004538522,"00-0039337","Malik","Nabers",1,"M.Nabers"
2024,"REG",3,"Ladd McConkey","WR","LAC",4.52833333333333,2.15990751424191,10.4783333333333,46.5083592247374,3,6,50,44,0,3.41333333333333,3.60844346374324,-0.195110130409911,"00-0039915","Andrew","McConkey",15,"L.McConkey"
2024,"REG",3,"Jalen Tolbert","WR","DAL",4.52,2.0550477708823,19.964,21.052853587548,3,5,60,42,1,0.666666666666667,1.12385465862834,-0.45718799196167,"00-0037666","Jalen","Tolbert",1,"J.Tolbert"
2024,"REG",3,"Marvin Harrison Jr.","WR","ARI",4.48454545454546,1.39772206687472,16.6581818181818,46.4416058394161,5,11,45.4545454545455,64,1,0.422,1.15379026347271,-0.731790263472709,"00-0039849","Marvin","Harrison",18,"M.Harrison"
2024,"REG",3,"Mike Gesicki","TE","CIN",4.3725,4.14853045943641,8.806,16.2358494044766,4,5,80,47,0,4.8875,4.77631572053338,0.111184279466626,"00-0034829","Michael","Gesicki",88,"M.Gesicki"
2024,"REG",3,"Brock Wright","TE","DET",4.3025,4.6559799751505,4.718,13.927264139804,4,5,80,34,0,4.3175,4.25485816899061,0.0626418310093904,"00-0036754","Brock","Wright",89,"B.Wright"
2024,"REG",3,"Drake London","WR","ATL",4.14777777777778,3.84943806086547,9.20555555555556,44.7813631695584,6,9,66.6666666666667,67,1,4.97666666666667,3.37734085567551,1.59932581099116,"00-0037238","Drake","London",5,"D.London"
2024,"REG",3,"Dalton Schultz","TE","HOU",3.97666666666667,2.40272390502922,8.662,14.651060518927,2,5,40,11,0,2.645,3.17745341387206,-0.532453413872062,"00-0034383","Dalton","Schultz",86,"D.Schultz"
2024,"REG",3,"Garrett Wilson","WR","NYJ",3.87222222222222,2.17058459505607,8.41333333333333,37.7411154862184,5,9,55.5555555555556,33,1,3.194,2.12534153152789,1.06865846847212,"00-0037740","Garrett","Wilson",5,"G.Wilson"
2024,"REG",3,"Jordan Akins","TE","CLE",3.73333333333333,3.36922692553257,4.46571428571429,12.4780456650168,4,7,57.1428571428571,29,0,4.7525,5.75630728393912,-1.00380728393912,"00-0034364","Jordan","Akins",88,"J.Akins"
2024,"REG",3,"CeeDee Lamb","WR","DAL",3.32333333333333,2.10286211182661,9.48571428571429,14.0043025266799,4,7,57.1428571428571,67,0,5.5975,5.08778397937908,0.509716020620917,"00-0036358","Cedarian","Lamb",88,"C.Lamb"
2024,"REG",3,"Andrei Iosivas","WR","CIN",3.285,3.20369896154803,8.50857142857143,21.9624617426896,5,7,71.4285714285714,52,1,1.878,2.29141788968023,-0.413417889680229,"00-0038619","Andrei","Iosivas",80,"A.Iosivas"
2024,"REG",3,"Brandin Cooks","WR","DAL",2.616,0.859655470545299,18.2816666666667,23.1345172311975,2,6,33.3333333333333,16,0,-0.225000000000001,0.975864975054037,-1.20086497505404,"00-0031236","Brandin","Cooks",3,"B.Cooks"
2024,"REG",4,"Amon-Ra St. Brown","WR","DET",9.21666666666667,4.53966604924561,5.37666666666667,39.9752168525403,6,6,100,45,1,2.35666666666667,3.49492592515312,-1.13825925848645,"00-0036963","Amon-Ra","St. Brown",14,"A.St. Brown"
2024,"REG",4,"Tutu Atwell","WR","LAR",9.215,4.02857070065195,12.8133333333333,37.6548954302787,4,6,66.6666666666667,82,0,2.3475,1.67277360497322,0.674726395026784,"00-0036849","Chatarius","Atwell",5,"T.Atwell"
2024,"REG",4,"Pat Freiermuth","TE","PIT",9.2,2.94305659091109,6.40142857142857,19.1062977017866,5,7,71.4285714285714,57,1,5.28,2.36357178249939,2.91642821750061,"00-0036894","Pat","Freiermuth",88,"P.Freiermuth"
2024,"REG",4,"Gabe Davis","WR","JAX",8.7,2.83677403274947,14.614,18.9974780958324,1,5,20,5,0,0.829999999999998,2.06290742521287,-1.23290742521287,"00-0036196","Gabriel","Davis",0,"G.Davis"
2024,"REG",4,"Sterling Shepard","WR","TB",8.66,2.19703706834526,15.814,25.6720779220779,3,5,60,51,0,2.53333333333333,2.70387500360216,-0.170541670268825,"00-0032385","Sterling","Shepard",17,"S.Shepard"
2024,"REG",4,"Dalton Kincaid","TE","BUF",8.162,3.10783829605232,6.54285714285714,17.0972077049425,5,7,71.4285714285714,47,0,6.688,6.05306376289864,0.634936237101364,"00-0038933","Dalton","Kincaid",86,"D.Kincaid"
2024,"REG",4,"Wan'Dale Robinson","WR","NYG",8.13777777777778,3.22123513480008,5.06785714285714,19.5826778173387,11,14,78.5714285714286,71,0,3.36,4.00226371043016,-0.642263710430159,"00-0038117","Charles","Robinson",17,"W.Robinson"
2024,"REG",4,"Ray-Ray McCloud","WR","ATL",7.89714285714286,3.43527240608522,5.45571428571429,12.0797089988929,6,7,85.7142857142857,52,0,4.22666666666667,4.31968812251947,-0.0930214558528002,"00-0034407","Ray-Ray","McCloud",34,"R.McCloud"
2024,"REG",4,"Tee Higgins","WR","CIN",7.835,2.52246474279,10.315,58.063608218407,6,10,60,60,0,2.23166666666667,1.89494777520159,0.336718891465079,"00-0036410","Tamaurice","Higgins",5,"T.Higgins"
2024,"REG",4,"Colby Parkinson","TE","LAR",7.78,4.39986420396329,4.33857142857143,14.8748591859725,4,7,57.1428571428571,33,0,6.8775,11.2382107673258,-4.36071076732577,"00-0036244","Colby","Parkinson",86,"C.Parkinson"
2024,"REG",4,"Dalton Schultz","TE","HOU",7.46,3.67914860875949,7.606,12.3888327849627,3,5,60,34,0,2.51,2.08780898193011,0.422191018069885,"00-0034383","Dalton","Schultz",86,"D.Schultz"
2024,"REG",4,"Olamide Zaccheaus","WR","WAS",7.322,4.18447553326396,3.155,10.5636160714286,6,6,100,85,0,11.0116666666667,9.40129239552948,1.61037427113718,"00-0035208","Olamide","Zaccheaus",14,"O.Zaccheaus"
2024,"REG",4,"Michael Pittman","WR","IND",7.26222222222222,2.40742434349777,12.9555555555556,38.4412501648424,6,9,66.6666666666667,113,0,5.87333333333333,2.85874061062071,3.01459272271262,"00-0036252","Michael","Pittman",11,"M.Pittman"
2024,"REG",4,"Darius Slayton","WR","NYG",7.152,1.32357333194173,18.386,25.3732991084982,3,5,60,56,0,3.59333333333333,2.37038991837744,1.22294341495589,"00-0035535","Darius","Slayton",86,"D.Slayton"
2024,"REG",4,"Tucker Kraft","TE","GB",7.125,5.56917299543334,5.58222222222222,8.77631234168923,6,9,66.6666666666667,53,1,8.47333333333333,8.40096250027773,0.0723708330556043,"00-0038996","Tucker","Kraft",85,"T.Kraft"
2024,"REG",4,"Marvin Harrison Jr.","WR","ARI",7.125,3.20735104898882,7.98666666666667,33.2523766567206,5,6,83.3333333333333,45,1,0.819999999999999,1.13863027855097,-0.318630278550968,"00-0039849","Marvin","Harrison",18,"M.Harrison"
2024,"REG",4,"Tre Tucker","WR","LV",7.05,4.40040267138475,5.65,18.7655687794077,5,6,83.3333333333333,41,0,3.676,3.74025284332053,-0.06425284332053,"00-0038563","Tre","Tucker",11,"T.Tucker"
2024,"REG",4,"Dallas Goedert","TE","PHI",7.02666666666667,3.08529858356993,8.06625,25.2890230042717,7,8,87.5,62,0,1.51285714285714,1.88738978195816,-0.374532639101018,"00-0034351","Dallas","Goedert",88,"D.Goedert"
2024,"REG",4,"Mike Evans","WR","TB",6.80928571428571,2.86524404396822,10.9264285714286,49.6655844155844,8,14,57.1428571428571,94,1,4.33125,3.81635513481916,0.514894865180838,"00-0031408","Mike","Evans",13,"M.Evans"
2024,"REG",4,"DK Metcalf","WR","SEA",6.8075,3.39936537390228,11.7866666666667,42.3777564717162,7,12,58.3333333333333,104,0,4.79857142857143,4.00353396216017,0.795037466411262,"00-0035640","DeKaylin","Metcalf",14,"D.Metcalf"
2024,"REG",4,"Michael Wilson","WR","ARI",6.80571428571429,1.88293093443742,12.0514285714286,58.5386163347443,3,7,42.8571428571429,38,0,1.51333333333334,2.40965167189279,-0.896318338559453,"00-0038559","Michael","Wilson",14,"Mi.Wilson"
2024,"REG",4,"Jaxon Smith-Njigba","WR","SEA",6.74583333333333,2.85148825670684,6.915,24.8621764141898,8,12,66.6666666666667,51,0,2.8,3.93938035661547,-1.13938035661547,"00-0038543","Jaxon","Smith-Njigba",11,"J.Smith-Njigba"
2024,"REG",4,"Rashid Shaheed","WR","NO",6.727,3.9538466219072,10.68,56.9627618308766,8,11,72.7272727272727,83,0,2.52,2.99833777705603,-0.478337777056029,"00-0037545","Rashid","Shaheed",22,"R.Shaheed"
2024,"REG",4,"Romeo Doubs","WR","GB",6.675,1.80411191037662,11.7175,16.3752292776662,4,8,50,39,0,0.379999999999999,0.935166363333038,-0.555166363333039,"00-0037816","Romeo","Doubs",87,"R.Doubs"
2024,"REG",4,"Dontayvion Wicks","WR","GB",6.60769230769231,3.88469129351433,16.1476923076923,36.6704515678225,5,13,38.4615384615385,78,2,4.124,2.26613783847338,1.85786216152662,"00-0038393","Dontayvion","Wicks",13,"D.Wicks"
2024,"REG",4,"Chris Olave","WR","NO",6.607,3.0029158973901,7.8,37.8200155159038,8,10,80,87,0,4.4175,3.40555555873017,1.01194444126983,"00-0037239","Chris","Olave",12,"C.Olave"
2024,"REG",4,"Terry McLaurin","WR","WAS",6.515,2.53175324653747,11.002,61.3950892857143,7,10,70,52,1,0.538571428571429,0.903556708825193,-0.364985280253764,"00-0035659","Terry","McLaurin",17,"T.McLaurin"
2024,"REG",4,"Malik Nabers","WR","NYG",6.45142857142857,3.32226125887738,10.2033333333333,42.2428307250697,12,15,80,115,0,2.56333333333333,3.36350819609313,-0.800174862759793,"00-0039337","Malik","Nabers",1,"M.Nabers"
2024,"REG",4,"Josh Downs","WR","IND",6.44666666666667,2.32991049603485,5.93111111111111,17.5985757615719,8,9,88.8888888888889,82,1,4.9375,4.25196538927019,0.685534610729812,"00-0038997","Joshua","Downs",1,"J.Downs"
2024,"REG",4,"Jordan Whittington","WR","LAR",6.37166666666667,3.6848343149588,7.115,27.8787285105549,6,8,75,62,0,4.41333333333333,2.41438046050333,1.99895287283,"00-0039751","Jordan","Whittington",88,"J.Whittington"
2024,"REG",4,"Chris Godwin","WR","TB",6.35888888888889,2.78086149723422,3.73666666666667,10.9188311688312,6,9,66.6666666666667,69,0,8.91166666666667,4.28791652715527,4.6237501395114,"00-0033921","Rod","Godwin",14,"C.Godwin"
2024,"REG",4,"Garrett Wilson","WR","NYJ",6.2,2.66430645491533,6.04125,16.7556510886146,5,8,62.5,41,0,3.588,7.15006181717527,-3.56206181717526,"00-0037740","Garrett","Wilson",5,"G.Wilson"
2024,"REG",4,"DJ Moore","WR","CHI",6.13166666666667,2.60609353467687,14.5133333333333,51.7809359576619,3,6,50,22,1,1.04,1.33117880592113,-0.291178805921128,"00-0034827","Denniston","Moore",2,"D.Moore"
2024,"REG",4,"Stefon Diggs","WR","HOU",6.08555555555555,3.57224378552498,7.26777777777778,21.3082711665635,5,9,55.5555555555556,69,0,5.48,5.04902819204999,0.43097180795001,"00-0031588","Stefon","Diggs",1,"S.Diggs"
2024,"REG",4,"Christian Kirk","WR","JAX",6.07363636363636,2.380079074439,14.1675,44.2009203650261,7,12,58.3333333333333,61,1,2.43142857142857,3.51988077698031,-1.08845220555174,"00-0034775","Christian","Kirk",13,"C.Kirk"
2024,"REG",4,"Darnell Mooney","WR","ATL",6.06333333333333,1.70690553767243,18.875,35.8216036691444,3,6,50,56,0,3.04333333333334,3.49146793766477,-0.448134604331429,"00-0036309","Darnell","Mooney",1,"D.Mooney"
2024,"REG",4,"Drake London","WR","ATL",6.04454545454545,1.97544277932728,12.7916666666667,48.5529021034319,6,12,50,64,0,1.985,1.85027249281175,0.13472750718825,"00-0037238","Drake","London",5,"D.London"
2024,"REG",4,"Courtland Sutton","WR","DEN",6.04111111111111,3.53689449198432,16.5533333333333,66.8881605531361,3,9,33.3333333333333,60,1,4.73,4.59159957326483,0.138400426735172,"00-0034348","Courtland","Sutton",14,"C.Sutton"
2024,"REG",4,"Tyler Lockett","WR","SEA",6.025,2.04830142877682,7.68444444444444,20.7214765100671,5,9,55.5555555555556,61,0,4.126,3.60892651768513,0.517073482314868,"00-0032211","Tyler","Lockett",16,"T.Lockett"
2024,"REG",4,"Allen Lazard","WR","NYJ",5.74857142857143,2.92858481431277,5.9175,16.4124254611011,5,8,62.5,58,0,4.138,5.12163369442551,-0.983633694425511,"00-0034521","Allen","Lazard",10,"A.Lazard"
2024,"REG",4,"Cade Otton","TE","TB",5.72166666666667,2.92815057256995,4.67666666666667,13.6655844155844,6,9,66.6666666666667,52,0,4.90666666666667,2.54669611822679,2.35997054843988,"00-0038129","Cade","Otton",88,"C.Otton"
2024,"REG",4,"Xavier Legette","WR","CAR",5.678,3.0520734041745,9.016,30.9721745104775,6,10,60,66,1,3.22,1.45141123551845,1.76858876448155,"00-0039342","Xavier","Legette",17,"X.Legette"
2024,"REG",4,"George Pickens","WR","PIT",5.63181818181818,1.63890730600449,13.6154545454545,63.8596341619409,7,11,63.6363636363636,113,0,3.02714285714286,2.94619088907535,0.0809519680675037,"00-0037247","George","Pickens",14,"G.Pickens"
2024,"REG",4,"Jerry Jeudy","WR","CLE",5.41777777777778,2.21080895861516,10.5955555555556,54.2434584755404,6,9,66.6666666666667,72,0,1.91833333333333,4.69474998620052,-2.77641665286719,"00-0036407","Jerry","Jeudy",3,"J.Jeudy"
2024,"REG",4,"Khalil Shakir","WR","BUF",5.3975,3.86382734299458,9.158,17.0934746901598,4,5,80,62,0,6.525,4.23029413119048,2.29470586880952,"00-0037261","Khalil","Shakir",10,"K.Shakir"
2024,"REG",4,"Mike Williams","WR","NYJ",5.3725,3.24181667570734,14.448,25.0450700318957,4,5,80,67,0,2.9075,3.85929131951281,-0.951791319512804,"00-0033536","Michael","Williams",18,"M.Williams"
2024,"REG",4,"Mack Hollins","WR","BUF",5.265,1.64580062457338,11.6483333333333,26.0900403165596,1,6,16.6666666666667,5,0,0.730000000000004,0.882094714269897,-0.152094714269893,"00-0033555","Mack","Hollins",13,"M.Hollins"
2024,"REG",4,"Tyreek Hill","WR","MIA",5.25,2.89645422733225,17.9914285714286,80.3188775510204,4,7,57.1428571428571,23,0,1.145,2.81675572956652,-1.67175572956652,"00-0033040","Tyreek","Hill",10,"T.Hill"
2024,"REG",4,"Amari Cooper","WR","CLE",5.22625,3.15791725535125,10.88125,49.5164960182025,4,8,50,35,0,2.825,5.77591788639256,-2.95091788639256,"00-0031544","Amari","Cooper",2,"A.Cooper"
2024,"REG",4,"Ladd McConkey","WR","LAC",5.225,2.82209296493074,7.86142857142857,29.8039428076256,5,7,71.4285714285714,67,1,10.252,5.41017541210404,4.84182458789596,"00-0039915","Andrew","McConkey",15,"L.McConkey"
2024,"REG",4,"Jayden Reed","WR","GB",5.02857142857143,4.149479719343,10.0675,14.0693510350249,7,8,87.5,139,1,6.58428571428571,5.47853524079768,1.10575047348804,"00-0039146","Jayden","Reed",11,"J.Reed"
2024,"REG",4,"CeeDee Lamb","WR","DAL",4.958,2.45341611347424,6.32875,36.0741004631279,7,8,87.5,98,1,7.37142857142857,2.30318269450031,5.06824587692826,"00-0036358","Cedarian","Lamb",88,"C.Lamb"
2024,"REG",4,"Justin Jefferson","WR","MIN",4.9575,3.14309867889406,12.67625,38.0753923556356,6,8,75,85,1,4.82333333333333,6.8061430034844,-1.98280967015107,"00-0036322","Justin","Jefferson",18,"J.Jefferson"
2024,"REG",4,"Nico Collins","WR","HOU",4.94357142857143,3.42190181047335,10.2566666666667,50.1189041274391,12,15,80,151,1,5.235,5.67297917237166,-0.437979172371659,"00-0036554","Nico","Collins",12,"N.Collins"
2024,"REG",4,"Brian Thomas Jr.","WR","JAX",4.89111111111111,2.41984372583542,14.7455555555556,34.5032888750228,6,9,66.6666666666667,86,1,4,3.90109831541217,0.0989016845878345,"00-0039893","Brian","Thomas",7,"B.Thomas"
2024,"REG",4,"Travis Kelce","TE","KC",4.848,2.4251084120209,8.27777777777778,40.4232230059685,7,9,77.7777777777778,89,0,5.97,4.09515039300912,1.87484960699088,"00-0030506","Travis","Kelce",87,"T.Kelce"
2024,"REG",4,"Ja'Marr Chase","WR","CIN",4.84333333333333,3.07502625576781,9.71833333333333,32.822966507177,3,6,50,85,1,21.02,2.22760970312129,18.7923902968787,"00-0036900","Ja'Marr","Chase",1,"J.Chase"
2024,"REG",4,"Tyler Conklin","TE","NYJ",4.77875,2.41807150954144,7.40375,20.5345999167938,4,8,50,17,0,3.4725,3.93331549401171,-0.460815494011708,"00-0034270","Tyler","Conklin",83,"T.Conklin"
2024,"REG",4,"Diontae Johnson","WR","CAR",4.76307692307692,1.84997862383029,13.1115384615385,58.553761593954,7,13,53.8461538461538,83,1,1.98857142857143,2.44255073414726,-0.453979305575829,"00-0035216","Diontae","Johnson",5,"Di.Johnson"
2024,"REG",4,"K.J. Osborn","WR","NE",4.728,0.686379255194315,4.534,12.9343298910253,1,5,20,3,0,-0.370000000000005,0.349473918327703,-0.719473918327708,"00-0036345","K.J.","Osborn",2,"K.Osborn"
2024,"REG",4,"Jauan Jennings","WR","SF",4.66,1.50556681002398,15.5516666666667,24.737539766702,3,6,50,88,0,6.92,2.94389102628925,3.97610897371075,"00-0036259","Bennie","Jennings",15,"J.Jennings"
2024,"REG",4,"Jaylen Waddle","WR","MIA",4.65666666666667,4.87916064737968,5.31666666666667,20.344387755102,4,6,66.6666666666667,36,0,6.0175,5.86121837535345,0.156281624646555,"00-0036613","Jaylen","Waddle",17,"J.Waddle"
2024,"REG",4,"Jakobi Meyers","WR","LV",4.633,2.64735879527323,9.537,52.7926930528647,5,10,50,49,0,4.91,3.59177002643119,1.31822997356881,"00-0034960","Jakobi","Meyers",16,"J.Meyers"
2024,"REG",4,"Jake Ferguson","TE","DAL",4.172,3.43577128057697,2.97857142857143,14.8557178482366,7,7,100,49,0,3.97142857142857,4.73459284342607,-0.763164271997501,"00-0038041","Jake","Ferguson",87,"J.Ferguson"
2024,"REG",4,"Deebo Samuel Sr.","WR","SF",4.11,2.40144135684596,12.314,16.3229056203605,3,5,60,58,0,4.63333333333334,5.30645614687395,-0.67312281354061,"00-0035719","Tyshun","Samuel",1,"D.Samuel"
2024,"REG",4,"Ja'Lynn Polk","WR","NE",4.10142857142857,1.42176145341206,15.03,60.0273863182518,3,7,42.8571428571429,30,0,1.04333333333333,2.63406119517284,-1.59072786183951,"00-0039907","Ja'Lynn","Polk",1,"J.Polk"
2024,"REG",4,"Jonathan Mingo","WR","CAR",3.6675,4.01820485038601,2.7,4.63758158708348,3,5,60,24,0,7.49333333333333,4.76117261595901,2.73216071737432,"00-0039062","Jonathan","Mingo",15,"J.Mingo"
2024,"REG",4,"Quentin Johnston","WR","LAC",3.426,1.0478682776463,15.928,43.132582322357,1,5,20,9,0,1.87,1.93441222489946,-0.0644122248994563,"00-0038544","Quentin","Johnston",1,"Q.Johnston"
2024,"REG",4,"Brandon Aiyuk","WR","SF",2.36,1.94483462099304,17.678,23.4331919406151,2,5,40,48,0,9.675,6.86508170842171,2.80991829157829,"00-0036261","Brandon","Aiyuk",11,"B.Aiyuk"
2024,"REG",5,"KaVontae Turpin","WR","DAL",9.96666666666667,4.63662949629845,2.858,4.96663422772139,4,5,80,50,0,9.015,4.87267415160238,4.14232584839762,"00-0037801","Kavontae","Turpin",9,"K.Turpin"
2024,"REG",5,"Keenan Allen","WR","CHI",9.35833333333333,2.6626472045147,8.54166666666667,24.0904390335621,3,6,50,33,0,3.88666666666667,3.27757366339409,0.609093003272572,"00-0030279","Keenan","Allen",13,"K.Allen"
2024,"REG",5,"Colby Parkinson","TE","LAR",9.07222222222222,2.69262770550105,7.19846153846154,25.3721226581352,7,13,53.8461538461538,52,0,2.75142857142857,3.78395458012869,-1.03252600870012,"00-0036244","Colby","Parkinson",86,"C.Parkinson"
2024,"REG",5,"Tutu Atwell","WR","LAR",8.75888888888889,3.5540063398414,12.572,34.0861643575631,6,10,60,58,0,2.93666666666667,3.40591692835543,-0.469250261688767,"00-0036849","Chatarius","Atwell",5,"T.Atwell"
2024,"REG",5,"Demario Douglas","WR","NE",8.64285714285714,3.71371955596772,9.15444444444445,30.3339346857627,6,9,66.6666666666667,59,0,5.19333333333333,4.72495866589559,0.468374667437743,"00-0038621","Demario","Douglas",3,"D.Douglas"
2024,"REG",5,"Ray-Ray McCloud","WR","ATL",8.32125,3.31481145833818,7.08,15.27764457658,6,9,66.6666666666667,66,0,4.84833333333333,5.67950826911552,-0.831174935782187,"00-0034407","Ray-Ray","McCloud",34,"R.McCloud"
2024,"REG",5,"Rashod Bateman","WR","BAL",7.99625,5.07108383775931,11.01125,22.5576809812809,4,8,50,58,1,6.95,6.3189593378704,0.631040662129596,"00-0036550","Rashod","Bateman",7,"R.Bateman"
2024,"REG",5,"Jonathan Mingo","WR","CAR",7.9775,3.84766123587924,19.256,39.2899408284024,2,5,40,37,0,4.78,9.68140557093102,-4.90140557093102,"00-0039062","Jonathan","Mingo",15,"J.Mingo"
2024,"REG",5,"Zay Flowers","WR","BAL",7.77416666666667,4.56269281506597,11.3616666666667,34.9133184809608,7,12,58.3333333333333,111,0,5.88285714285714,5.28994976674048,0.592907376116664,"00-0039064","Xavien","Flowers",4,"Z.Flowers"
2024,"REG",5,"Rome Odunze","WR","CHI",7.7,4.62609755512748,5.24333333333333,14.7880041365047,5,6,83.3333333333333,40,0,5.854,6.25848171696759,-0.404481716967593,"00-0039919","Rome","Odunze",15,"R.Odunze"
2024,"REG",5,"Amari Cooper","WR","CLE",7.61,2.16955801283976,16.626,65.3255274841853,4,10,40,60,0,5.6325,4.30096512325099,1.33153487674901,"00-0031544","Amari","Cooper",2,"A.Cooper"
2024,"REG",5,"Dontayvion Wicks","WR","GB",7.56,3.31793416337019,13.2114285714286,44.3889795526543,2,7,28.5714285714286,20,0,4.22000000000001,4.41121009100004,-0.191210091000038,"00-0038393","Dontayvion","Wicks",13,"D.Wicks"
2024,"REG",5,"Jayden Reed","WR","GB",7.4925,2.92555544689987,11.815,34.0261111644427,4,6,66.6666666666667,78,0,6.075,5.19534458327126,0.879655416728735,"00-0039146","Jayden","Reed",11,"J.Reed"
2024,"REG",5,"Xavier Worthy","WR","KC",7.405,4.73485204356554,6.5,25.2427184466019,3,6,50,25,0,10.2,10.2493501419594,-0.049350141959362,"00-0039894","Xavier","Worthy",1,"X.Worthy"
2024,"REG",5,"DK Metcalf","WR","SEA",7.33714285714286,2.84386537054805,8.89571428571429,30.8450564691896,4,7,57.1428571428571,55,0,4.58,3.15008417488434,1.42991582511566,"00-0035640","DeKaylin","Metcalf",14,"D.Metcalf"
2024,"REG",5,"Chris Godwin","WR","TB",7.315,4.59473182602274,5.23666666666667,23.4320232679544,5,6,83.3333333333333,64,0,7.424,7.43898261958475,-0.0149826195847513,"00-0033921","Rod","Godwin",14,"C.Godwin"
2024,"REG",5,"Tyreek Hill","WR","MIA",7.268,2.95420886988151,13.378,44.538402636748,6,10,60,69,0,2.965,3.96990621045546,-1.00490621045546,"00-0033040","Tyreek","Hill",10,"T.Hill"
2024,"REG",5,"Stefon Diggs","WR","HOU",7.22875,2.3271119037526,7.25625,29.7326367547634,6,8,75,82,0,7.21666666666667,5.38017304659858,1.83649362006809,"00-0031588","Stefon","Diggs",1,"S.Diggs"
2024,"REG",5,"Ja'Lynn Polk","WR","NE",7.06833333333333,2.01675391093245,15.4266666666667,34.0782739958028,1,6,16.6666666666667,13,0,-0.579999999999998,3.88753960345275,-4.46753960345275,"00-0039907","Ja'Lynn","Polk",1,"J.Polk"
2024,"REG",5,"Mike Evans","WR","TB",7.05857142857143,3.37489368109264,10.1071428571429,52.7630695801328,5,7,71.4285714285714,62,2,0.876,1.27323624038988,-0.397236240389883,"00-0031408","Mike","Evans",13,"M.Evans"
2024,"REG",5,"Drake London","WR","ATL",6.82230769230769,2.41686811496416,8.75538461538462,27.2897285892395,12,13,92.3076923076923,154,1,4.30333333333333,3.06764294294808,1.23569039038526,"00-0037238","Drake","London",5,"D.London"
2024,"REG",5,"Ja'Tavion Sanders","TE","CAR",6.77666666666667,5.10968430068157,1.666,3.39930626402775,3,5,60,13,0,3.32666666666667,6.84467157557841,-3.51800490891174,"00-0039356","Ja'Tavion","Sanders",0,"J.Sanders"
2024,"REG",5,"Travis Kelce","TE","KC",6.60857142857143,5.09416750026311,5.469,35.3980582524272,9,10,90,70,0,3.64555555555556,4.19956503256573,-0.554009477010172,"00-0030506","Travis","Kelce",87,"T.Kelce"
2024,"REG",5,"Jalen Tolbert","WR","DAL",6.591,2.59638308734396,11.738,40.7966078131517,7,10,70,87,1,4.05571428571429,3.35633769023645,0.699376595477834,"00-0037666","Jalen","Tolbert",1,"J.Tolbert"
2024,"REG",5,"Mark Andrews","TE","BAL",6.59,5.12182555857068,9.17,11.7410565670533,4,5,80,55,0,5.61,4.37521213138334,1.23478786861667,"00-0034753","Mark","Andrews",89,"M.Andrews"
2024,"REG",5,"Brian Thomas Jr.","WR","JAX",6.58714285714286,2.73292610338453,12.9125,47.8440090778565,5,8,62.5,122,1,13.718,9.3426868632456,4.3753131367544,"00-0039893","Brian","Thomas",7,"B.Thomas"
2024,"REG",5,"Tyler Lockett","WR","SEA",6.52833333333333,2.07106523602817,15.4183333333333,45.8242520309094,4,6,66.6666666666667,75,0,3.8325,8.93286878038273,-5.10036878038273,"00-0032211","Tyler","Lockett",16,"T.Lockett"
2024,"REG",5,"Juwan Johnson","TE","NO",6.4275,3.49145908691581,3.906,4.99808061420346,5,5,100,31,0,2.294,2.91291827103996,-0.618918271039962,"00-0036040","Juwan","Johnson",83,"J.Johnson"
2024,"REG",5,"CeeDee Lamb","WR","DAL",6.41888888888889,3.20391431014993,8.13444444444445,25.4448769637147,5,9,55.5555555555556,62,0,4.024,2.68486985675495,1.33913014324505,"00-0036358","Cedarian","Lamb",88,"C.Lamb"
