"game_id","game_key","official_name","position","jersey_number","official_id","season","season_type","week"
"2024090500","59508","Patrick Holt","Down Judge",106,"846",2024,"REG",1
"2024090500","59508","Terry Killens Jr.","Umpire",77,"786",2024,"REG",1
"2024090500","59508","Jason Ledet","Field Judge",72,"879",2024,"REG",1
"2024090500","59508","Tim Podraza","Line Judge",47,"477",2024,"REG",1
"2024090500","59508","Jimmy Russell","Back Judge",82,"827",2024,"REG",1
"2024090500","59508","Jim Quirk","Side Judge",5,"494",2024,"REG",1
"2024090500","59508","Shawn Hochuli","Referee",83,"687",2024,"REG",1
"2024090600","59509","Ryan Dickson","Field Judge",25,"749",2024,"REG",1
"2024090600","59509","Barry Anderson","Umpire",20,"468",2024,"REG",1
"2024090600","59509","Tony Josselyn","Back Judge",67,"784",2024,"REG",1
"2024090600","59509","Brian Bolinger","Line Judge",40,"780",2024,"REG",1
"2024090600","59509","Ronald Torbert","Referee",62,"495",2024,"REG",1
"2024090600","59509","Frank LeBlanc","Down Judge",44,"848",2024,"REG",1
"2024090600","59509","Keith Washington","Side Judge",7,"479",2024,"REG",1
"2024090800","59510","Kevin Codey","Line Judge",16,"683",2024,"REG",1
"2024090800","59510","Joe Blubaugh","Field Judge",57,"834",2024,"REG",1
"2024090800","59510","Brad Rogers","Referee",126,"772",2024,"REG",1
"2024090800","59510","Kent Payne","Down Judge",79,"307",2024,"REG",1
"2024090800","59510","Bryan Neale","Umpire",92,"692",2024,"REG",1
"2024090800","59510","Greg Yette","Back Judge",38,"496",2024,"REG",1
"2024090800","59510","Anthony Jeffries","Side Judge",36,"824",2024,"REG",1
"2024090801","59511","Don Willard","Side Judge",58,"798",2024,"REG",1
"2024090801","59511","Mearl Robinson","Field Judge",31,"775",2024,"REG",1
"2024090801","59511","Thomas Eaton","Line Judge",87,"821",2024,"REG",1
"2024090801","59511","Grantis Bell","Back Judge",27,"836",2024,"REG",1
"2024090801","59511","Carl Paganelli","Umpire",124,"241",2024,"REG",1
"2024090801","59511","Patrick Turner","Down Judge",13,"699",2024,"REG",1
"2024090801","59511","Tra Blake","Referee",3,"873",2024,"REG",1
"2024090802","59512","Dino Paganelli","Back Judge",105,"464",2024,"REG",1
"2024090802","59512","Shawn Smith","Referee",14,"758",2024,"REG",1
"2024090802","59512","Jeff Seeman","Line Judge",45,"415",2024,"REG",1
"2024090802","59512","Dyrol Prioleau","Field Judge",109,"472",2024,"REG",1
"2024090802","59512","Alex Moore","Umpire",49,"932",2024,"REG",1
"2024090802","59512","Jay Bilbo","Down Judge",84,"938",2024,"REG",1
"2024090802","59512","Boris Cheek","Side Judge",41,"211",2024,"REG",1
"2024090803","59513","Jabir Walker","Field Judge",26,"700",2024,"REG",1
"2024090803","59513","Paul King","Umpire",121,"488",2024,"REG",1
"2024090803","59513","Brad Freeman","Back Judge",88,"685",2024,"REG",1
"2024090803","59513","Dominique Pender","Side Judge",114,"880",2024,"REG",1
"2024090803","59513","Tom Stephan","Down Judge",68,"246",2024,"REG",1
"2024090803","59513","Land Clark","Referee",130,"781",2024,"REG",1
"2024090804","59514","Anthony Flemming","Field Judge",90,"843",2024,"REG",1
"2024090804","59514","Tony Michalek","Umpire",115,"409",2024,"REG",1
"2024090804","59514","Max Causey","Down Judge",21,"839",2024,"REG",1
"2024090804","59514","Matt Edwards","Back Judge",96,"774",2024,"REG",1
"2024090804","59514","Allen Baynes","Side Judge",56,"482",2024,"REG",1
"2024090804","59514","Carl Johnson","Line Judge",101,"285",2024,"REG",1
"2024090804","59514","John Hussey","Referee",35,"422",2024,"REG",1
"2024090805","59515","Rich Martinez","Back Judge",39,"691",2024,"REG",1
"2024090805","59515","Frank Steratore","Side Judge",132,"796",2024,"REG",1
"2024090805","59515","Brett Bergman","Line Judge",17,"939",2024,"REG",1
"2024090805","59515","Craig Wrolstad","Referee",4,"431",2024,"REG",1
"2024090805","59515","Danny Short","Down Judge",113,"792",2024,"REG",1
"2024090805","59515","Steven Woods","Umpire",54,"773",2024,"REG",1
"2024090805","59515","Jeff Shears","Field Judge",60,"933",2024,"REG",1
"2024090806","59516","Derick Bowers","Down Judge",74,"429",2024,"REG",1
"2024090806","59516","Derek Anderson","Line Judge",66,"890",2024,"REG",1
"2024090806","59516","Tab Slaughter","Umpire",110,"793",2024,"REG",1
"2024090806","59516","John Jenkins","Field Judge",117,"688",2024,"REG",1
"2024090806","59516","Dale Shaw","Side Judge",104,"638",2024,"REG",1
"2024090806","59516","Alan Eck","Referee",76,"766",2024,"REG",1
"2024090806","59516","Greg Meyer","Back Judge",78,"410",2024,"REG",1
"2024090807","59517","Sean Petty","Field Judge",28,"941",2024,"REG",1
"2024090807","59517","Scott Helverson","Back Judge",93,"432",2024,"REG",1
"2024090807","59517","Rusty Baynes","Line Judge",59,"492",2024,"REG",1
"2024090807","59517","Alex Kemp","Referee",55,"689",2024,"REG",1
"2024090807","59517","Lo van Pham","Side Judge",99,"855",2024,"REG",1
"2024090807","59517","Mike Morton","Umpire",89,"770",2024,"REG",1
"2024090808","59518","Brian Sakowski","Down Judge",112,"900",2024,"REG",1
"2024090808","59518","David Meslow","Side Judge",118,"498",2024,"REG",1
"2024090808","59518","Scott Novak","Referee",1,"693",2024,"REG",1
"2024090808","59518","Terrence Miles","Back Judge",111,"481",2024,"REG",1
"2024090808","59518","Mark Pellis","Umpire",131,"695",2024,"REG",1
"2024090808","59518","Mark Stewart","Line Judge",75,"797",2024,"REG",1
"2024090808","59518","Terry Brown","Field Judge",43,"462",2024,"REG",1
"2024090809","59519","Walter Flowers","Line Judge",32,"940",2024,"REG",1
"2024090809","59519","Chad Hill","Side Judge",125,"181",2024,"REG",1
"2024090809","59519","Sarah Thomas","Down Judge",53,"760",2024,"REG",1
"2024090809","59519","Brad Allen","Referee",122,"681",2024,"REG",1
"2024090809","59519","Rick Patterson","Field Judge",15,"212",2024,"REG",1
"2024090809","59519","Duane Heydt","Umpire",42,"877",2024,"REG",1
"2024090809","59519","Tyree Walton","Back Judge",2,"942",2024,"REG",1
"2024090810","59520","Dana McKenzie","Down Judge",8,"478",2024,"REG",1
"2024090810","59520","Clete Blakeman","Referee",34,"480",2024,"REG",1
"2024090810","59520","Scott Campbell","Umpire",127,"937",2024,"REG",1
"2024090810","59520","Julian Mapp","Line Judge",10,"490",2024,"REG",1
"2024090810","59520","Jonah Monroe","Back Judge",120,"737",2024,"REG",1
"2024090810","59520","James Coleman","Side Judge",95,"460",2024,"REG",1
"2024090811","59521","Dale Keller","Down Judge",129,"896",2024,"REG",1
"2024090811","59521","Tripp Sutter","Line Judge",37,"853",2024,"REG",1
"2024090811","59521","Scott Walker","Umpire",11,"956",2024,"REG",1
"2024090811","59521","Todd Prukop","Back Judge",30,"491",2024,"REG",1
"2024090811","59521","Bill Vinovich","Referee",52,"288",2024,"REG",1
"2024090811","59521","Aaron Santi","Field Judge",50,"740",2024,"REG",1
"2024090811","59521","Jimmy Buchanan","Side Judge",86,"486",2024,"REG",1
"2024090812","59522","David Oliver","Down Judge",24,"790",2024,"REG",1
"2024090812","59522","Clay Reynard","Side Judge",18,"757",2024,"REG",1
"2024090812","59522","Greg Bradley","Line Judge",98,"484",2024,"REG",1
"2024090812","59522","Adrian Hill","Referee",29,"493",2024,"REG",1
"2024090812","59522","Trawick Boger","Field Judge",23,"874",2024,"REG",1
"2024090812","59522","Greg Steed","Back Judge",12,"189",2024,"REG",1
"2024090812","59522","Roy Ellison","Umpire",81,"425",2024,"REG",1
"2024090900","59523","Robin DeLorenzo","Line Judge",134,"820",2024,"REG",1
"2024090900","59523","Mike Carr","Down Judge",63,"763",2024,"REG",1
"2024090900","59523","Nathan Jones","Side Judge",42,"783",2024,"REG",1
"2024090900","59523","Martin Hankins","Back Judge",133,"845",2024,"REG",1
"2024090900","59523","Brandon Cruse","Umpire",22,"840",2024,"REG",1
"2024090900","59523","Eugene Hall","Field Judge",103,"686",2024,"REG",1
"2024090900","59523","Carl Cheffers","Referee",51,"279",2024,"REG",1
"2024091200","59524","Todd Prukop","Back Judge",30,"491",2024,"REG",2
"2024091200","59524","Dale Keller","Down Judge",129,"896",2024,"REG",2
"2024091200","59524","Jimmy Buchanan","Side Judge",86,"486",2024,"REG",2
"2024091200","59524","Bill Vinovich","Referee",52,"288",2024,"REG",2
"2024091200","59524","Scott Walker","Umpire",11,"956",2024,"REG",2
"2024091200","59524","Aaron Santi","Field Judge",50,"740",2024,"REG",2
"2024091200","59524","Tripp Sutter","Line Judge",37,"853",2024,"REG",2
"2024091500","59525","Thomas Eaton","Line Judge",87,"821",2024,"REG",2
"2024091500","59525","Patrick Turner","Down Judge",13,"699",2024,"REG",2
"2024091500","59525","Carl Paganelli","Umpire",124,"241",2024,"REG",2
"2024091500","59525","Tra Blake","Referee",3,"873",2024,"REG",2
"2024091500","59525","Mearl Robinson","Field Judge",31,"775",2024,"REG",2
"2024091500","59525","Grantis Bell","Back Judge",27,"836",2024,"REG",2
"2024091500","59525","Don Willard","Side Judge",58,"798",2024,"REG",2
"2024091501","59526","Kevin Codey","Line Judge",16,"683",2024,"REG",2
"2024091501","59526","Joe Blubaugh","Field Judge",57,"834",2024,"REG",2
"2024091501","59526","Greg Yette","Back Judge",38,"496",2024,"REG",2
"2024091501","59526","Brad Rogers","Referee",126,"772",2024,"REG",2
"2024091501","59526","Bryan Neale","Umpire",92,"692",2024,"REG",2
"2024091501","59526","Anthony Jeffries","Side Judge",36,"824",2024,"REG",2
"2024091501","59526","Kent Payne","Down Judge",79,"307",2024,"REG",2
"2024091502","59527","Jay Bilbo","Down Judge",84,"938",2024,"REG",2
"2024091502","59527","Alex Moore","Umpire",49,"932",2024,"REG",2
"2024091502","59527","Boris Cheek","Side Judge",41,"211",2024,"REG",2
"2024091502","59527","Dino Paganelli","Back Judge",105,"464",2024,"REG",2
"2024091502","59527","Jeff Seeman","Line Judge",45,"415",2024,"REG",2
"2024091502","59527","Shawn Smith","Referee",14,"758",2024,"REG",2
"2024091502","59527","Dyrol Prioleau","Field Judge",109,"472",2024,"REG",2
"2024091503","59528","Clay Martin","Referee",19,"690",2024,"REG",2
"2024091503","59528","Jerod Phillips","Down Judge",6,"771",2024,"REG",2
"2024091503","59528","Dave Hawkshaw","Field Judge",107,"802",2024,"REG",2
"2024091503","59528","Alonzo Ramsey III","Side Judge",80,"882",2024,"REG",2
"2024091503","59528","Greg Wilson","Back Judge",119,"483",2024,"REG",2
"2024091503","59528","James Carter II","Umpire",73,"819",2024,"REG",2
"2024091503","59528","Brian Perry","Line Judge",97,"881",2024,"REG",2
"2024091504","59529","Tim Podraza","Line Judge",47,"477",2024,"REG",2
"2024091504","59529","Shawn Hochuli","Referee",83,"687",2024,"REG",2
"2024091504","59529","Patrick Holt","Down Judge",106,"846",2024,"REG",2
"2024091504","59529","Jim Quirk","Side Judge",5,"494",2024,"REG",2
"2024091504","59529","Jimmy Russell","Back Judge",82,"827",2024,"REG",2
"2024091504","59529","Jason Ledet","Field Judge",72,"879",2024,"REG",2
"2024091504","59529","Terry Killens Jr.","Umpire",77,"786",2024,"REG",2
"2024091505","59530","Greg Steed","Back Judge",12,"189",2024,"REG",2
"2024091505","59530","Clay Reynard","Side Judge",18,"757",2024,"REG",2
"2024091505","59530","Daniel Gallagher","Down Judge",85,"876",2024,"REG",2
"2024091505","59530","Adrian Hill","Referee",29,"493",2024,"REG",2
"2024091505","59530","Greg Bradley","Line Judge",98,"484",2024,"REG",2
"2024091505","59530","Trawick Boger","Field Judge",23,"874",2024,"REG",2
"2024091505","59530","Bruce Stritesky","Umpire",102,"465",2024,"REG",2
"2024091506","59531","Tyree Walton","Back Judge",2,"942",2024,"REG",2
"2024091506","59531","Walter Flowers","Line Judge",32,"940",2024,"REG",2
"2024091506","59531","Chad Hill","Side Judge",125,"181",2024,"REG",2
"2024091506","59531","Sarah Thomas","Down Judge",53,"760",2024,"REG",2
"2024091506","59531","Rick Patterson","Field Judge",15,"212",2024,"REG",2
"2024091506","59531","Duane Heydt","Umpire",42,"877",2024,"REG",2
"2024091506","59531","Brad Allen","Referee",122,"681",2024,"REG",2
"2024091507","59532","Eugene Hall","Field Judge",103,"686",2024,"REG",2
"2024091507","59532","Robin DeLorenzo","Line Judge",134,"820",2024,"REG",2
"2024091507","59532","Carl Cheffers","Referee",51,"279",2024,"REG",2
"2024091507","59532","Martin Hankins","Back Judge",133,"845",2024,"REG",2
"2024091507","59532","Mike Carr","Down Judge",63,"763",2024,"REG",2
"2024091507","59532","Brandon Cruse","Umpire",22,"840",2024,"REG",2
"2024091507","59532","Nathan Jones","Side Judge",42,"783",2024,"REG",2
"2024091508","59533","Derek Anderson","Line Judge",66,"890",2024,"REG",2
"2024091508","59533","Alan Eck","Referee",76,"766",2024,"REG",2
"2024091508","59533","John Jenkins","Field Judge",117,"688",2024,"REG",2
"2024091508","59533","Tab Slaughter","Umpire",110,"793",2024,"REG",2
"2024091508","59533","Derick Bowers","Down Judge",74,"429",2024,"REG",2
"2024091508","59533","Greg Meyer","Back Judge",78,"410",2024,"REG",2
"2024091508","59533","Dale Shaw","Side Judge",104,"638",2024,"REG",2
"2024091509","59534","Brian Sakowski","Down Judge",112,"900",2024,"REG",2
"2024091509","59534","Mark Stewart","Line Judge",75,"797",2024,"REG",2
"2024091509","59534","Terry Brown","Field Judge",43,"462",2024,"REG",2
"2024091509","59534","Terrence Miles","Back Judge",111,"481",2024,"REG",2
"2024091509","59534","David Meslow","Side Judge",118,"498",2024,"REG",2
"2024091509","59534","Scott Novak","Referee",1,"693",2024,"REG",2
"2024091509","59534","Mark Pellis","Umpire",131,"695",2024,"REG",2
"2024091510","59535","Carl Johnson","Line Judge",101,"285",2024,"REG",2
"2024091510","59535","Max Causey","Down Judge",21,"839",2024,"REG",2
"2024091510","59535","Anthony Flemming","Field Judge",90,"843",2024,"REG",2
"2024091510","59535","Matt Edwards","Back Judge",96,"774",2024,"REG",2
"2024091510","59535","Allen Baynes","Side Judge",56,"482",2024,"REG",2
"2024091510","59535","John Hussey","Referee",35,"422",2024,"REG",2
"2024091510","59535","Tony Michalek","Umpire",115,"409",2024,"REG",2
"2024091511","59536","Dana McKenzie","Down Judge",8,"478",2024,"REG",2
"2024091511","59536","Scott Campbell","Umpire",127,"937",2024,"REG",2
"2024091511","59536","Julian Mapp","Line Judge",10,"490",2024,"REG",2
"2024091511","59536","James Coleman","Side Judge",95,"460",2024,"REG",2
"2024091511","59536","Jonah Monroe","Back Judge",120,"737",2024,"REG",2
"2024091511","59536","Clete Blakeman","Referee",34,"480",2024,"REG",2
"2024091512","59537","Alex Kemp","Referee",55,"689",2024,"REG",2
"2024091512","59537","Sean Petty","Field Judge",28,"941",2024,"REG",2
"2024091512","59537","Scott Helverson","Back Judge",93,"432",2024,"REG",2
"2024091512","59537","Lo van Pham","Side Judge",99,"855",2024,"REG",2
"2024091512","59537","Rusty Baynes","Line Judge",59,"492",2024,"REG",2
"2024091512","59537","Mike Morton","Umpire",89,"770",2024,"REG",2
"2024091513","59538","Land Clark","Referee",130,"781",2024,"REG",2
"2024091513","59538","Paul King","Umpire",121,"488",2024,"REG",2
"2024091513","59538","Jabir Walker","Field Judge",26,"700",2024,"REG",2
"2024091513","59538","Brad Freeman","Back Judge",88,"685",2024,"REG",2
"2024091513","59538","Tom Stephan","Down Judge",68,"246",2024,"REG",2
"2024091513","59538","Dominique Pender","Side Judge",114,"880",2024,"REG",2
"2024091600","59539","Rich Martinez","Back Judge",39,"691",2024,"REG",2
"2024091600","59539","Danny Short","Down Judge",113,"792",2024,"REG",2
"2024091600","59539","Jeff Shears","Field Judge",60,"933",2024,"REG",2
"2024091600","59539","Frank Steratore","Side Judge",132,"796",2024,"REG",2
"2024091600","59539","Steven Woods","Umpire",54,"773",2024,"REG",2
"2024091600","59539","Craig Wrolstad","Referee",4,"431",2024,"REG",2
"2024091600","59539","Brett Bergman","Line Judge",17,"939",2024,"REG",2
"2024091900","59540","Anthony Flemming","Field Judge",90,"843",2024,"REG",3
"2024091900","59540","Carl Johnson","Line Judge",101,"285",2024,"REG",3
"2024091900","59540","Max Causey","Down Judge",21,"839",2024,"REG",3
"2024091900","59540","Matt Edwards","Back Judge",96,"774",2024,"REG",3
"2024091900","59540","Tony Michalek","Umpire",115,"409",2024,"REG",3
"2024091900","59540","John Hussey","Referee",35,"422",2024,"REG",3
"2024091900","59540","Allen Baynes","Side Judge",56,"482",2024,"REG",3
"2024092200","59541","Craig Wrolstad","Referee",4,"431",2024,"REG",3
"2024092200","59541","Brett Bergman","Line Judge",17,"939",2024,"REG",3
"2024092200","59541","Steven Woods","Umpire",54,"773",2024,"REG",3
"2024092200","59541","Jeff Shears","Field Judge",60,"933",2024,"REG",3
"2024092200","59541","Frank Steratore","Side Judge",132,"796",2024,"REG",3
"2024092200","59541","Rich Martinez","Back Judge",39,"691",2024,"REG",3
"2024092200","59541","Danny Short","Down Judge",113,"792",2024,"REG",3
"2024092201","59542","David Oliver","Down Judge",24,"790",2024,"REG",3
"2024092201","59542","Clay Reynard","Side Judge",18,"757",2024,"REG",3
"2024092201","59542","Trawick Boger","Field Judge",23,"874",2024,"REG",3
"2024092201","59542","Adrian Hill","Referee",29,"493",2024,"REG",3
"2024092201","59542","Greg Steed","Back Judge",12,"189",2024,"REG",3
"2024092201","59542","Roy Ellison","Umpire",81,"425",2024,"REG",3
"2024092201","59542","Greg Bradley","Line Judge",98,"484",2024,"REG",3
"2024092202","59543","Jimmy Russell","Back Judge",82,"827",2024,"REG",3
"2024092202","59543","Tim Podraza","Line Judge",47,"477",2024,"REG",3
"2024092202","59543","Shawn Hochuli","Referee",83,"687",2024,"REG",3
"2024092202","59543","Patrick Holt","Down Judge",106,"846",2024,"REG",3
"2024092202","59543","Jim Quirk","Side Judge",5,"494",2024,"REG",3
"2024092202","59543","Jason Ledet","Field Judge",72,"879",2024,"REG",3
"2024092202","59543","Terry Killens Jr.","Umpire",77,"786",2024,"REG",3
"2024092203","59544","Terry Brown","Field Judge",43,"462",2024,"REG",3
"2024092203","59544","Mark Pellis","Umpire",131,"695",2024,"REG",3
"2024092203","59544","Brian Sakowski","Down Judge",112,"900",2024,"REG",3
"2024092203","59544","Mark Stewart","Line Judge",75,"797",2024,"REG",3
"2024092203","59544","Terrence Miles","Back Judge",111,"481",2024,"REG",3
"2024092203","59544","David Meslow","Side Judge",118,"498",2024,"REG",3
"2024092203","59544","Scott Novak","Referee",1,"693",2024,"REG",3
"2024092204","59545","Sean Petty","Field Judge",28,"941",2024,"REG",3
"2024092204","59545","Rusty Baynes","Line Judge",59,"492",2024,"REG",3
"2024092204","59545","Lo van Pham","Side Judge",99,"855",2024,"REG",3
"2024092204","59545","Scott Helverson","Back Judge",93,"432",2024,"REG",3
"2024092204","59545","Alex Kemp","Referee",55,"689",2024,"REG",3
"2024092204","59545","Mike Morton","Umpire",89,"770",2024,"REG",3
"2024092205","59546","Greg Meyer","Back Judge",78,"410",2024,"REG",3
"2024092205","59546","Derek Anderson","Line Judge",66,"890",2024,"REG",3
"2024092205","59546","John Jenkins","Field Judge",117,"688",2024,"REG",3
"2024092205","59546","Dale Shaw","Side Judge",104,"638",2024,"REG",3
"2024092205","59546","Alan Eck","Referee",76,"766",2024,"REG",3
"2024092205","59546","Derick Bowers","Down Judge",74,"429",2024,"REG",3
"2024092205","59546","Tab Slaughter","Umpire",110,"793",2024,"REG",3
"2024092206","59547","Dave Hawkshaw","Field Judge",107,"802",2024,"REG",3
"2024092206","59547","Greg Wilson","Back Judge",119,"483",2024,"REG",3
"2024092206","59547","James Carter II","Umpire",73,"819",2024,"REG",3
"2024092206","59547","Jerod Phillips","Down Judge",6,"771",2024,"REG",3
"2024092206","59547","Brian Perry","Line Judge",97,"881",2024,"REG",3
"2024092206","59547","Alonzo Ramsey III","Side Judge",80,"882",2024,"REG",3
"2024092206","59547","Clay Martin","Referee",19,"690",2024,"REG",3
"2024092207","59548","Aaron Santi","Field Judge",50,"740",2024,"REG",3
"2024092207","59548","Todd Prukop","Back Judge",30,"491",2024,"REG",3
"2024092207","59548","Bill Vinovich","Referee",52,"288",2024,"REG",3
"2024092207","59548","Tripp Sutter","Line Judge",37,"853",2024,"REG",3
"2024092207","59548","Dale Keller","Down Judge",129,"896",2024,"REG",3
"2024092207","59548","Jimmy Buchanan","Side Judge",86,"486",2024,"REG",3
"2024092207","59548","Scott Walker","Umpire",11,"956",2024,"REG",3
"2024092208","59549","Brad Freeman","Back Judge",88,"685",2024,"REG",3
"2024092208","59549","Jabir Walker","Field Judge",26,"700",2024,"REG",3
"2024092208","59549","Dominique Pender","Side Judge",114,"880",2024,"REG",3
"2024092208","59549","Tom Stephan","Down Judge",68,"246",2024,"REG",3
"2024092208","59549","Paul King","Umpire",121,"488",2024,"REG",3
"2024092208","59549","Land Clark","Referee",130,"781",2024,"REG",3
"2024092209","59550","Kent Payne","Down Judge",79,"307",2024,"REG",3
"2024092209","59550","Brad Rogers","Referee",126,"772",2024,"REG",3
"2024092209","59550","Bruce Stritesky","Umpire",102,"465",2024,"REG",3
"2024092209","59550","Anthony Jeffries","Side Judge",36,"824",2024,"REG",3
"2024092209","59550","Greg Yette","Back Judge",38,"496",2024,"REG",3
"2024092209","59550","Daniel Gallagher","Line Judge",85,"876",2024,"REG",3
"2024092209","59550","Joe Blubaugh","Field Judge",57,"834",2024,"REG",3
"2024092210","59551","Brian Bolinger","Line Judge",40,"780",2024,"REG",3
"2024092210","59551","Tony Josselyn","Back Judge",67,"784",2024,"REG",3
"2024092210","59551","Barry Anderson","Umpire",20,"468",2024,"REG",3
"2024092210","59551","Frank LeBlanc","Down Judge",44,"848",2024,"REG",3
"2024092210","59551","Keith Washington","Side Judge",7,"479",2024,"REG",3
"2024092210","59551","Ryan Dickson","Field Judge",25,"749",2024,"REG",3
"2024092210","59551","Ronald Torbert","Referee",62,"495",2024,"REG",3
"2024092211","59552","Dana McKenzie","Down Judge",8,"478",2024,"REG",3
"2024092211","59552","Scott Campbell","Umpire",127,"937",2024,"REG",3
"2024092211","59552","Jonah Monroe","Back Judge",120,"737",2024,"REG",3
"2024092211","59552","Julian Mapp","Line Judge",10,"490",2024,"REG",3
"2024092211","59552","Clete Blakeman","Referee",34,"480",2024,"REG",3
"2024092211","59552","James Coleman","Side Judge",95,"460",2024,"REG",3
"2024092212","59553","Thomas Eaton","Line Judge",87,"821",2024,"REG",3
"2024092212","59553","Grantis Bell","Back Judge",27,"836",2024,"REG",3
"2024092212","59553","Don Willard","Side Judge",58,"798",2024,"REG",3
"2024092212","59553","Mearl Robinson","Field Judge",31,"775",2024,"REG",3
"2024092212","59553","Patrick Turner","Down Judge",13,"699",2024,"REG",3
"2024092212","59553","Carl Paganelli","Umpire",124,"241",2024,"REG",3
"2024092212","59553","Tra Blake","Referee",3,"873",2024,"REG",3
"2024092300","59554","Jay Bilbo","Down Judge",84,"938",2024,"REG",3
"2024092300","59554","Shawn Smith","Referee",14,"758",2024,"REG",3
"2024092300","59554","Alex Moore","Umpire",49,"932",2024,"REG",3
"2024092300","59554","Dyrol Prioleau","Field Judge",109,"472",2024,"REG",3
"2024092300","59554","Dino Paganelli","Back Judge",105,"464",2024,"REG",3
"2024092300","59554","Boris Cheek","Side Judge",41,"211",2024,"REG",3
"2024092300","59554","Jeff Seeman","Line Judge",45,"415",2024,"REG",3
"2024092301","59555","Rick Patterson","Field Judge",15,"212",2024,"REG",3
"2024092301","59555","Sarah Thomas","Down Judge",53,"760",2024,"REG",3
"2024092301","59555","Brad Allen","Referee",122,"681",2024,"REG",3
"2024092301","59555","Tyree Walton","Back Judge",2,"942",2024,"REG",3
"2024092301","59555","Chad Hill","Side Judge",125,"181",2024,"REG",3
"2024092301","59555","Duane Heydt","Umpire",42,"877",2024,"REG",3
"2024092301","59555","Walter Flowers","Line Judge",32,"940",2024,"REG",3
"2024092600","59556","Alonzo Ramsey III","Side Judge",80,"882",2024,"REG",4
"2024092600","59556","Greg Wilson","Back Judge",119,"483",2024,"REG",4
"2024092600","59556","James Carter II","Umpire",73,"819",2024,"REG",4
"2024092600","59556","Jim Quirk","Field Judge",5,"494",2024,"REG",4
"2024092600","59556","Clay Martin","Referee",19,"690",2024,"REG",4
"2024092600","59556","Jerod Phillips","Down Judge",6,"771",2024,"REG",4
"2024092600","59556","Brian Perry","Line Judge",97,"881",2024,"REG",4
"2024092900","59557","John Hussey","Referee",35,"422",2024,"REG",4
"2024092900","59557","Matt Edwards","Back Judge",96,"774",2024,"REG",4
"2024092900","59557","Allen Baynes","Side Judge",56,"482",2024,"REG",4
"2024092900","59557","Carl Johnson","Line Judge",101,"285",2024,"REG",4
"2024092900","59557","Max Causey","Down Judge",21,"839",2024,"REG",4
"2024092900","59557","Anthony Flemming","Field Judge",90,"843",2024,"REG",4
"2024092900","59557","Tony Michalek","Umpire",115,"409",2024,"REG",4
"2024092901","59558","Trawick Boger","Field Judge",23,"874",2024,"REG",4
"2024092901","59558","Greg Bradley","Line Judge",98,"484",2024,"REG",4
"2024092901","59558","Clay Reynard","Side Judge",18,"757",2024,"REG",4
"2024092901","59558","Roy Ellison","Umpire",81,"425",2024,"REG",4
"2024092901","59558","Greg Steed","Back Judge",12,"189",2024,"REG",4
"2024092901","59558","David Oliver","Down Judge",24,"790",2024,"REG",4
"2024092901","59558","Adrian Hill","Referee",29,"493",2024,"REG",4
"2024092902","59559","Greg Yette","Back Judge",38,"496",2024,"REG",4
"2024092902","59559","Anthony Jeffries","Side Judge",36,"824",2024,"REG",4
"2024092902","59559","Joe Blubaugh","Field Judge",57,"834",2024,"REG",4
"2024092902","59559","Bryan Neale","Umpire",92,"692",2024,"REG",4
"2024092902","59559","Kent Payne","Down Judge",79,"307",2024,"REG",4
"2024092902","59559","Kevin Codey","Line Judge",16,"683",2024,"REG",4
"2024092902","59559","Brad Rogers","Referee",126,"772",2024,"REG",4
"2024092903","59560","Aaron Santi","Field Judge",50,"740",2024,"REG",4
"2024092903","59560","Jimmy Buchanan","Side Judge",86,"486",2024,"REG",4
"2024092903","59560","Scott Walker","Umpire",11,"956",2024,"REG",4
"2024092903","59560","Todd Prukop","Back Judge",30,"491",2024,"REG",4
"2024092903","59560","Dale Keller","Down Judge",129,"896",2024,"REG",4
"2024092903","59560","Bill Vinovich","Referee",52,"288",2024,"REG",4
"2024092903","59560","Tripp Sutter","Line Judge",37,"853",2024,"REG",4
"2024092904","59561","Mearl Robinson","Field Judge",31,"775",2024,"REG",4
"2024092904","59561","Don Willard","Side Judge",58,"798",2024,"REG",4
"2024092904","59561","Grantis Bell","Back Judge",27,"836",2024,"REG",4
"2024092904","59561","Daniel Gallagher","Line Judge",85,"876",2024,"REG",4
"2024092904","59561","Patrick Turner","Down Judge",13,"699",2024,"REG",4
"2024092904","59561","Tra Blake","Referee",3,"873",2024,"REG",4
"2024092904","59561","Bruce Stritesky","Umpire",102,"465",2024,"REG",4
"2024092905","59562","Brad Freeman","Back Judge",88,"685",2024,"REG",4
"2024092905","59562","Paul King","Umpire",121,"488",2024,"REG",4
"2024092905","59562","Tom Stephan","Down Judge",68,"246",2024,"REG",4
"2024092905","59562","Dominique Pender","Side Judge",114,"880",2024,"REG",4
"2024092905","59562","Jabir Walker","Field Judge",26,"700",2024,"REG",4
"2024092905","59562","Land Clark","Referee",130,"781",2024,"REG",4
"2024092906","59563","Ronald Torbert","Referee",62,"495",2024,"REG",4
"2024092906","59563","Tony Josselyn","Back Judge",67,"784",2024,"REG",4
"2024092906","59563","Brian Bolinger","Line Judge",40,"780",2024,"REG",4
"2024092906","59563","Barry Anderson","Umpire",20,"468",2024,"REG",4
"2024092906","59563","Ryan Dickson","Field Judge",25,"749",2024,"REG",4
"2024092906","59563","Frank LeBlanc","Down Judge",44,"848",2024,"REG",4
