season,week,team,position,full_name,gsis_id,report_status,report_primary_injury,practice_status,player,injury_status
2022,1,CAR,RB,Christian McCaffrey,00-0033280,,,Full Participation in Practice,Christian McCaffrey,
2022,1,CAR,K,Eddy Pineiro,00-0034173,,,Full Participation in Practice,Eddy Pineiro,
2022,1,CAR,TE,Giovanni Ricci,00-0035956,,,Full Participation in Practice,Giovanni Ricci,
2022,1,CAR,LB,Brandon Smith,00-0038113,Questionable,Thigh,Limited Participation in Practice,Brandon Smith,QUESTIONABLE
2022,1,CHI,WR,Velus Jones,00-0037745,Doubtful,Hamstring,Did Not Participate In Practice,Velus Jones,DOUBTFUL
2022,1,CHI,DE,Dominique Robinson,00-0037082,Questionable,Knee,Limited Participation in Practice,Dominique Robinson,QUESTIONABLE
2022,1,CIN,TE,Drew Sample,00-0035631,,,Full Participation in Practice,Drew Sample,
2022,1,CIN,TE,Devin Asiasi,00-0036194,Out,Quadricep,Did Not Participate In Practice,Devin Asiasi,OUT
2022,1,CIN,TE,Mitchell Wilcox,00-0035771,Questionable,Ankle,Full Participation in Practice,Mitchell Wilcox,QUESTIONABLE
2022,1,CIN,WR,Trent Taylor,00-0033292,Questionable,Hamstring,Limited Participation in Practice,Trent Taylor,QUESTIONABLE
2022,1,CLE,CB,Greedy Williams,00-0035638,,,Did Not Participate In Practice,Greedy Williams,
2022,1,CLE,DE,Jadeveon Clowney,00-0031364,,,Full Participation in Practice,Jadeveon Clowney,
2022,1,CLE,S,Grant Delpit,00-0036282,,,Full Participation in Practice,Grant Delpit,
2022,1,CLE,CB,A.J. Green,00-0036114,,,Full Participation in Practice,A.J. Green,
2022,1,CLE,S,Ronnie Harrison,00-0034779,,,Full Participation in Practice,Ronnie Harrison,
2022,1,CLE,DE,Isaiah Thomas,00-0037314,,,Full Participation in Practice,Isaiah Thomas,
2022,1,CLE,DE,Chase Winovich,00-0035654,,,Full Participation in Practice,Chase Winovich,
2022,1,CLE,WR,Mike Woods,00-0037300,Questionable,Hamstring,Did Not Participate In Practice,Mike Woods,QUESTIONABLE
2022,1,CLE,T,Christopher Hubbard,00-0029963,Questionable,Elbow,Full Participation in Practice,Christopher Hubbard,QUESTIONABLE
2022,1,CLE,T,Jack Conklin,00-0033057,Questionable,Knee,Limited Participation in Practice,Jack Conklin,QUESTIONABLE
2022,1,DAL,CB,Jourdan Lewis,00-0033928,,,Full Participation in Practice,Jourdan Lewis,
2022,1,DAL,QB,Dak Prescott,00-0033077,,,Full Participation in Practice,Dak Prescott,
2022,1,DAL,WR,Michael Gallup,00-0034764,Out,Knee,Limited Participation in Practice,Michael Gallup,OUT
2022,1,DAL,S,Jayron Kearse,00-0032454,Questionable,Neck,Did Not Participate In Practice,Jayron Kearse,QUESTIONABLE
2022,1,DEN,LB,Jonas Griffith,00-0035804,,,Full Participation in Practice,Jonas Griffith,
2022,1,DEN,LB,Josey Jewell,00-0034368,Doubtful,Calf,Did Not Participate In Practice,Josey Jewell,DOUBTFUL
2022,1,DEN,DE,Randy Gregory,00-0032197,Questionable,Shoulder,Limited Participation in Practice,Randy Gregory,QUESTIONABLE
2022,1,DEN,WR,K.J. Hamler,00-0036412,Questionable,Knee,Limited Participation in Practice,K.J. Hamler,QUESTIONABLE
2022,1,DEN,T,Billy Turner,00-0031433,Questionable,Knee,Limited Participation in Practice,Billy Turner,QUESTIONABLE
2022,1,DET,LB,Chris Board,00-0034787,,,Full Participation in Practice,Chris Board,
2022,1,DET,DT,John Cominsky,00-0035265,,,Full Participation in Practice,John Cominsky,
2022,1,DET,K,Austin Seibert,00-0035145,,,Full Participation in Practice,Austin Seibert,
2022,1,DET,G,Tommy Kraemer,00-0036749,Out,Back,Did Not Participate In Practice,Tommy Kraemer,OUT
2022,1,DET,DE,Levi Onwuzurike,00-0036954,Out,Back,Did Not Participate In Practice,Levi Onwuzurike,OUT
2022,1,DET,CB,Ifeatu Melifonwu,00-0036993,Doubtful,Hamstring,Limited Participation in Practice,Ifeatu Melifonwu,DOUBTFUL
2022,1,DET,LB,Julian Okwara,00-0036249,Questionable,Hamstring,Limited Participation in Practice,Julian Okwara,QUESTIONABLE
2022,1,DET,C,Frank Ragnow,00-0034345,Questionable,Groin,Limited Participation in Practice,Frank Ragnow,QUESTIONABLE
2022,1,GB,K,Mason Crosby,00-0025580,,,Full Participation in Practice,Mason Crosby,
2022,1,GB,LB,Tipa Galeai,00-0035965,,,Full Participation in Practice,Tipa Galeai,
2022,1,GB,C,Jake Hanson,00-0036273,,,Full Participation in Practice,Jake Hanson,
2022,1,GB,S,Dallin Leavitt,00-0034726,,,Full Participation in Practice,Dallin Leavitt,
2022,1,GB,TE,Marcedes Lewis,00-0024243,,,Full Participation in Practice,Marcedes Lewis,
2022,1,GB,T,Yosuah Nijman,00-0035084,,,Full Participation in Practice,Yosuah Nijman,
2022,1,GB,WR,Christian Watson,00-0038124,,,Full Participation in Practice,Christian Watson,
2022,1,GB,S,Darnell Savage,00-0034968,,,Limited Participation in Practice,Darnell Savage,
2022,1,GB,TE,Robert Tonyan,00-0033757,,,Limited Participation in Practice,Robert Tonyan,
2022,1,GB,WR,Allen Lazard,00-0034521,Doubtful,Ankle,Did Not Participate In Practice,Allen Lazard,DOUBTFUL
2022,1,GB,T,David Bakhtiari,00-0030074,Questionable,Knee,Did Not Participate In Practice,David Bakhtiari,QUESTIONABLE
2022,1,GB,G,Elgton Jenkins,00-0035526,Questionable,Pectoral,Limited Participation in Practice,Elgton Jenkins,QUESTIONABLE
2022,1,HOU,DE,Mario Addison,00-0028339,Doubtful,Thigh,Did Not Participate In Practice,Mario Addison,DOUBTFUL
2022,1,HOU,DE,Rasheem Green,00-0034831,Questionable,Thigh,Did Not Participate In Practice,Rasheem Green,QUESTIONABLE
2022,1,IND,LB,Shaquille Leonard,00-0034846,Out,Back,Limited Participation in Practice,Shaquille Leonard,OUT
2022,1,IND,T,Dennis Kelly,00-0029419,Questionable,Knee,Full Participation in Practice,Dennis Kelly,QUESTIONABLE
2022,1,JAX,T,Cam Robinson,00-0033889,,,Limited Participation in Practice,Cam Robinson,
2022,1,JAX,DT,Folorunso Fatukasi,00-0034275,Questionable,Calf,Limited Participation in Practice,Folorunso Fatukasi,QUESTIONABLE
2022,1,KC,S,Deon Bush,00-0032774,,,Full Participation in Practice,Deon Bush,
2022,1,KC,DE,Malik Herring,00-0036682,,,Full Participation in Practice,Malik Herring,
2022,1,KC,T,Darian Kinnard,00-0037194,,,Full Participation in Practice,Darian Kinnard,
2022,1,KC,G,Trey Smith,00-0036660,,,Full Participation in Practice,Trey Smith,
2022,1,KC,WR,JuJu Smith-Schuster,00-0033857,,,Full Participation in Practice,JuJu Smith-Schuster,
2022,1,KC,DE,Frank Clark,00-0032210,,,Limited Participation in Practice,Frank Clark,
2022,1,LA,WR,Van Jefferson,00-0036415,Out,Knee,Did Not Participate In Practice,Van Jefferson,OUT
2022,1,LAC,RB,Isaiah Spiller,00-0038045,,,Full Participation in Practice,Isaiah Spiller,
2022,1,LAC,CB,J.C. Jackson,00-0034591,Doubtful,Ankle,Did Not Participate In Practice,J.C. Jackson,DOUBTFUL
2022,1,LAC,TE,Donald Parham,00-0035329,Doubtful,Hamstring,Did Not Participate In Practice,Donald Parham,DOUBTFUL
2022,1,LAC,LB,Drue Tranquill,00-0035262,Questionable,Back,Limited Participation in Practice,Drue Tranquill,QUESTIONABLE
2022,1,LV,LB,Divine Deablo,00-0036990,,,Full Participation in Practice,Divine Deablo,
2022,1,MIA,RB,Chase Edmonds,00-0034681,,,Full Participation in Practice,Chase Edmonds,
2022,1,MIA,RB,Myles Gaskin,00-0035311,,,Full Participation in Practice,Myles Gaskin,
2022,1,MIA,FB,Alec Ingold,00-0035125,,,Full Participation in Practice,Alec Ingold,
2022,1,MIA,CB,Nik Needham,00-0035346,,,Full Participation in Practice,Nik Needham,
2022,1,MIA,WR,Jaylen Waddle,00-0036613,,,Full Participation in Practice,Jaylen Waddle,
2022,1,MIA,C,Connor Williams,00-0034352,,,Full Participation in Practice,Connor Williams,
2022,1,MIA,T,Terron Armstead,00-0030067,,,Limited Participation in Practice,Terron Armstead,
2022,1,MIA,LB,Melvin Ingram,00-0029249,,,Limited Participation in Practice,Melvin Ingram,
2022,1,MIA,RB,Salvon Ahmed,00-0036020,Questionable,Heel,Limited Participation in Practice,Salvon Ahmed,QUESTIONABLE
2022,1,MIA,TE,Tanner Conner,00-0037348,Questionable,Knee,Limited Participation in Practice,Tanner Conner,QUESTIONABLE
2022,1,MIA,DT,Raekwon Davis,00-0036213,Questionable,Knee,Limited Participation in Practice,Raekwon Davis,QUESTIONABLE
2022,1,MIA,S,Eric Rowe,00-0031555,Questionable,Pectoral,Limited Participation in Practice,Eric Rowe,QUESTIONABLE
2022,1,MIA,LB,Andrew Van Ginkel,00-0035272,Questionable,Illness,Limited Participation in Practice,Andrew Van Ginkel,QUESTIONABLE
2022,1,MIN,RB,Alexander Mattison,00-0034972,,,Did Not Participate In Practice,Alexander Mattison,
2022,1,MIN,S,Lewis Cine,00-0037245,Questionable,Knee,Did Not Participate In Practice,Lewis Cine,QUESTIONABLE
2022,1,MIN,DE,Jonathan Bullard,00-0033093,Questionable,Biceps,Full Participation in Practice,Jonathan Bullard,QUESTIONABLE
2022,1,NE,S,Joshuah Bledsoe,00-0036872,Questionable,Groin,Limited Participation in Practice,Joshuah Bledsoe,QUESTIONABLE
2022,1,NE,WR,Jakobi Meyers,00-0034960,Questionable,Knee,Limited Participation in Practice,Jakobi Meyers,QUESTIONABLE
2022,1,NE,WR,Ty Montgomery,00-0032200,Questionable,Knee,Limited Participation in Practice,Ty Montgomery,QUESTIONABLE
2022,1,NE,CB,Shaun Wade,00-0036559,Questionable,Ankle,Limited Participation in Practice,Shaun Wade,QUESTIONABLE
2022,1,NE,T,Isaiah Wynn,00-0034833,Questionable,Back,Limited Participation in Practice,Isaiah Wynn,QUESTIONABLE
2022,1,NO,T,Tanner Owen,00-0037433,,,Did Not Participate In Practice,Tanner Owen,
2022,1,NO,C,Erik McCoy,00-0035242,,,Full Participation in Practice,Erik McCoy,
2022,1,NO,LB,Pete Werner,00-0036927,,,Full Participation in Practice,Pete Werner,
2022,1,NO,CB,Paulson Adebo,00-0036937,Out,Ankle,Did Not Participate In Practice,Paulson Adebo,OUT
2022,1,NO,WR,Tre'Quan Smith,00-0034765,Out,Shoulder,Did Not Participate In Practice,Tre'Quan Smith,OUT
2022,1,NO,RB,Dwayne Washington,00-0032450,Out,Hamstring,Did Not Participate In Practice,Dwayne Washington,OUT
2022,1,NO,S,Tyrann Mathieu,00-0030459,Questionable,Illness,Did Not Participate In Practice,Tyrann Mathieu,QUESTIONABLE
2022,1,NO,S,J.T. Gray,00-0034116,Questionable,Hamstring,Limited Participation in Practice,J.T. Gray,QUESTIONABLE
2022,1,NO,WR,Michael Thomas,00-0032765,Questionable,Hamstring,Limited Participation in Practice,Michael Thomas,QUESTIONABLE
2022,1,NO,T,Landon Young,00-0036930,Questionable,Hip,Limited Participation in Practice,Landon Young,QUESTIONABLE
2022,1,NYG,WR,Sterling Shepard,00-0032385,,,Limited Participation in Practice,Sterling Shepard,
2022,1,NYG,LB,Azeez Ojulari,00-0036552,Doubtful,Calf,Limited Participation in Practice,Azeez Ojulari,DOUBTFUL
2022,1,NYG,LB,Kayvon Thibodeaux,00-0037611,Doubtful,Knee,Limited Participation in Practice,Kayvon Thibodeaux,DOUBTFUL
2022,1,NYG,S,Dane Belton,00-0038123,Questionable,Collarbone,Limited Participation in Practice,Dane Belton,QUESTIONABLE
2022,1,NYJ,T,Duane Brown,00-0026166,Out,Shoulder,Did Not Participate In Practice,Duane Brown,OUT
2022,1,NYJ,QB,Zach Wilson,00-0037013,Out,Knee,Did Not Participate In Practice,Zach Wilson,OUT
2022,1,NYJ,T,George Fant,00-0032466,Questionable,Knee,Full Participation in Practice,George Fant,QUESTIONABLE
2022,1,NYJ,CB,Justin Hardee,00-0033770,Questionable,Calf,Full Participation in Practice,Justin Hardee,QUESTIONABLE
2022,1,NYJ,T,Conor McDermott,00-0033300,Questionable,Ankle,Full Participation in Practice,Conor McDermott,QUESTIONABLE
2022,1,NYJ,CB,D.J. Reed,00-0034384,Questionable,Knee,Full Participation in Practice,D.J. Reed,QUESTIONABLE
2022,1,PHI,DE,Derek Barnett,00-0033876,,,Full Participation in Practice,Derek Barnett,
2022,1,PHI,DT,Javon Hargrave,00-0033109,,,Full Participation in Practice,Javon Hargrave,
2022,1,PHI,RB,Miles Sanders,00-0035243,,,Full Participation in Practice,Miles Sanders,
2022,1,PHI,CB,Josiah Scott,00-0036303,,,Full Participation in Practice,Josiah Scott,
2022,1,PIT,LB,Marcus Allen,00-0034335,,,Full Participation in Practice,Marcus Allen,
2022,1,PIT,DT,Cameron Heyward,00-0027969,,,Full Participation in Practice,Cameron Heyward,
2022,1,PIT,WR,Diontae Johnson,00-0035216,,,Full Participation in Practice,Diontae Johnson,
2022,1,PIT,T,Chukwuma Okorafor,00-0034768,,,Full Participation in Practice,Chukwuma Okorafor,
2022,1,SEA,G,Gabe Jackson,00-0031367,,,Did Not Participate In Practice,Gabe Jackson,
2022,1,SEA,T,Jake Curhan,00-0036795,,,Full Participation in Practice,Jake Curhan,
2022,1,SEA,CB,Sidney Jones,00-0033543,,,Full Participation in Practice,Sidney Jones,
2022,1,SEA,LB,Boye Mafe,00-0038133,,,Full Participation in Practice,Boye Mafe,
2022,1,SEA,S,Ryan Neal,00-0034527,,,Full Participation in Practice,Ryan Neal,
2022,1,SEA,LS,Tyler Ott,00-0031156,Out,Shoulder,Did Not Participate In Practice,Tyler Ott,OUT
2022,1,SEA,DE,Alton Robinson,00-0036426,Out,Knee,Did Not Participate In Practice,Alton Robinson,OUT
2022,1,SEA,CB,Artie Burns,00-0033103,Doubtful,Groin,Did Not Participate In Practice,Artie Burns,DOUBTFUL
2022,1,SEA,RB,Kenneth Walker,00-0038134,Questionable,Hernia,Did Not Participate In Practice,Kenneth Walker,QUESTIONABLE
2022,1,SEA,G,Damien Lewis,00-0036417,Questionable,Knee,Limited Participation in Practice,Damien Lewis,QUESTIONABLE
2022,1,SF,DE,Arik Armstead,00-0032164,,,Full Participation in Practice,Arik Armstead,
2022,1,SF,LB,Oren Burks,00-0034754,,,Full Participation in Practice,Oren Burks,
2022,1,SF,QB,Jimmy Garoppolo,00-0031345,,,Full Participation in Practice,Jimmy Garoppolo,
2022,1,SF,T,Mike McGlinchey,00-0034847,,,Full Participation in Practice,Mike McGlinchey,
2022,1,SF,LB,Dre Greenlaw,00-0034982,,,Limited Participation in Practice,Dre Greenlaw,
2022,1,SF,G,Daniel Brunskill,00-0033221,Out,Hamstring,Did Not Participate In Practice,Daniel Brunskill,OUT
2022,1,SF,TE,George Kittle,00-0033288,Questionable,Groin,Did Not Participate In Practice,George Kittle,QUESTIONABLE
2022,1,TB,LB,Lavonte David,00-0029562,,,Did Not Participate In Practice,Lavonte David,
2022,1,TB,WR,Mike Evans,00-0031408,,,Did Not Participate In Practice,Mike Evans,
2022,1,TB,RB,Giovani Bernard,00-0030456,,,Full Participation in Practice,Giovani Bernard,
2022,1,TB,S,Mike Edwards,00-0035681,,,Full Participation in Practice,Mike Edwards,
2022,1,TB,WR,Julio Jones,00-0027944,,,Full Participation in Practice,Julio Jones,
2022,1,TB,S,Logan Ryan,00-0030411,,,Full Participation in Practice,Logan Ryan,
2022,1,TB,T,Tristan Wirfs,00-0036406,,,Full Participation in Practice,Tristan Wirfs,
2022,1,TB,CB,Zyon McCollum,00-0037268,Out,Hamstring,Did Not Participate In Practice,Zyon McCollum,OUT
2022,1,TB,WR,Chris Godwin,00-0033921,Questionable,Knee,Full Participation in Practice,Chris Godwin,QUESTIONABLE
2022,1,TB,WR,Russell Gage,00-0034411,Questionable,Hamstring,Limited Participation in Practice,Russell Gage,QUESTIONABLE
2022,1,TEN,LB,Chance Campbell,00-0037312,Out,Knee,Did Not Participate In Practice,Chance Campbell,OUT
2022,1,TEN,CB,Lonnie Johnson,00-0035244,Out,Groin,Did Not Participate In Practice,Lonnie Johnson,OUT
2022,1,TEN,CB,Elijah Molden,00-0036992,Out,Groin,Did Not Participate In Practice,Elijah Molden,OUT
2022,1,TEN,T,Jamarco Jones,00-0034729,Out,Triceps,Limited Participation in Practice,Jamarco Jones,OUT
2022,1,TEN,LB,Olasunkanmi Adeniyi,00-0034204,Questionable,Neck,Did Not Participate In Practice,Olasunkanmi Adeniyi,QUESTIONABLE
2022,1,WAS,TE,John Bates,00-0036628,,,Full Participation in Practice,John Bates,
2022,1,WAS,DT,Phidarian Mathis,00-0038099,,,Full Participation in Practice,Phidarian Mathis,
2022,1,WAS,G,Trai Turner,00-0031362,,,Full Participation in Practice,Trai Turner,
2022,1,WAS,WR,Cam Sims,00-0034104,,,Limited Participation in Practice,Cam Sims,
2022,1,WAS,S,Kamren Curl,00-0036349,Out,Thumb,Did Not Participate In Practice,Kamren Curl,OUT
2022,1,WAS,TE,Logan Thomas,00-0031260,Questionable,Knee,Limited Participation in Practice,Logan Thomas,QUESTIONABLE
2022,1,WAS,TE,Cole Turner,00-0037078,Questionable,Hamstring,Limited Participation in Practice,Cole Turner,QUESTIONABLE
2022,2,ARI,T,Kelvin Beachum,00-0029316,,,Did Not Participate In Practice,Kelvin Beachum,
2022,2,ARI,C,Rodney Hudson,00-0027993,,,Did Not Participate In Practice,Rodney Hudson,
2022,2,ARI,TE,Zach Ertz,00-0030061,,,Full Participation in Practice,Zach Ertz,
2022,2,ARI,CB,Marco Wilson,00-0036884,,,Full Participation in Practice,Marco Wilson,
2022,2,ARI,WR,Marquise Brown,00-0035662,,,Limited Participation in Practice,Marquise Brown,
2022,2,ARI,WR,Andy Isabella,00-0035527,Out,Back,Did Not Participate In Practice,Andy Isabella,OUT
2022,2,ARI,WR,Rondale Moore,00-0036936,Out,Hamstring,Did Not Participate In Practice,Rondale Moore,OUT
2022,2,ARI,CB,Trayvon Mullen,00-0035695,Questionable,Toe,Limited Participation in Practice,Trayvon Mullen,QUESTIONABLE
2022,2,ARI,G,Justin Pugh,00-0030585,Questionable,Neck,Limited Participation in Practice,Justin Pugh,QUESTIONABLE
2022,2,ARI,S,Jalen Thompson,00-0035705,Questionable,Toe,Limited Participation in Practice,Jalen Thompson,QUESTIONABLE
2022,2,ARI,DE,J.J. Watt,00-0027949,Questionable,Calf,Limited Participation in Practice,J.J. Watt,QUESTIONABLE
2022,2,ATL,RB,Damien Williams,00-0030874,Out,Rib,Did Not Participate In Practice,Damien Williams,OUT
2022,2,BAL,TE,Nick Boyle,00-0031598,,,Did Not Participate In Practice,Nick Boyle,
2022,2,BAL,DE,Calais Campbell,00-0026190,,,Did Not Participate In Practice,Calais Campbell,
2022,2,BAL,LB,Justin Houston,00-0028008,,,Did Not Participate In Practice,Justin Houston,
2022,2,BAL,WR,James Proche,00-0036133,Doubtful,Groin,Did Not Participate In Practice,James Proche,DOUBTFUL
2022,2,BAL,T,Ronnie Stanley,00-0032965,Doubtful,Ankle,Limited Participation in Practice,Ronnie Stanley,DOUBTFUL
2022,2,BAL,CB,Marlon Humphrey,00-0033281,Questionable,Groin,Did Not Participate In Practice,Marlon Humphrey,QUESTIONABLE
2022,2,BAL,CB,Brandon Stephens,00-0036987,Questionable,Quadricep,Did Not Participate In Practice,Brandon Stephens,QUESTIONABLE
2022,2,BAL,RB,J.K. Dobbins,00-0036158,Questionable,Knee,Full Participation in Practice,J.K. Dobbins,QUESTIONABLE
2022,2,BAL,DT,Travis Jones,00-0037756,Questionable,Knee,Full Participation in Practice,Travis Jones,QUESTIONABLE
2022,2,BAL,CB,Marcus Peters,00-0032165,Questionable,Knee,Limited Participation in Practice,Marcus Peters,QUESTIONABLE
2022,2,BAL,FB,Patrick Ricard,00-0033376,Questionable,Calf,Limited Participation in Practice,Patrick Ricard,QUESTIONABLE
2022,2,BUF,T,Tommy Doyle,00-0036560,,,Full Participation in Practice,Tommy Doyle,
2022,2,BUF,TE,Quintin Morris,00-0036590,,,Full Participation in Practice,Quintin Morris,
2022,2,BUF,WR,Stefon Diggs,00-0031588,,,Limited Participation in Practice,Stefon Diggs,
2022,2,BUF,DT,Ed Oliver,00-0035230,Out,Ankle,Did Not Participate In Practice,Ed Oliver,OUT
2022,2,BUF,DT,Tim Settle,00-0034397,Doubtful,Calf,Limited Participation in Practice,Tim Settle,DOUBTFUL
2022,2,BUF,CB,Dane Jackson,00-0036166,Questionable,Knee,Full Participation in Practice,Dane Jackson,QUESTIONABLE
2022,2,BUF,WR,Gabe Davis,00-0036196,Questionable,Ankle,Limited Participation in Practice,Gabe Davis,QUESTIONABLE
2022,2,CAR,RB,Christian McCaffrey,00-0033280,,,Did Not Participate In Practice,Christian McCaffrey,
2022,2,CAR,DE,Marquis Haynes,00-0034382,,,Full Participation in Practice,Marquis Haynes,
2022,2,CAR,LB,Frankie Luvu,00-0034302,,,Full Participation in Practice,Frankie Luvu,
2022,2,CAR,T,Taylor Moton,00-0033284,,,Full Participation in Practice,Taylor Moton,
2022,2,CAR,LB,Brandon Smith,00-0038113,Doubtful,Thigh,Did Not Participate In Practice,Brandon Smith,DOUBTFUL
2022,2,CAR,WR,Shi Smith,00-0036572,Questionable,Groin,Did Not Participate In Practice,Shi Smith,QUESTIONABLE
2022,2,CHI,FB,Khari Blasingame,00-0035099,,,Full Participation in Practice,Khari Blasingame,
2022,2,CHI,T,Riley Reiff,00-0029672,,,Full Participation in Practice,Riley Reiff,
2022,2,CHI,WR,Velus Jones,00-0037745,Doubtful,Hamstring,Did Not Participate In Practice,Velus Jones,DOUBTFUL
2022,2,CIN,G,Alex Cappa,00-0034678,,,Full Participation in Practice,Alex Cappa,
2022,2,CIN,CB,Tre Flowers,00-0034756,,,Full Participation in Practice,Tre Flowers,
2022,2,CIN,DE,Trey Hendrickson,00-0033935,,,Full Participation in Practice,Trey Hendrickson,
2022,2,CIN,TE,Hayden Hurst,00-0034830,,,Full Participation in Practice,Hayden Hurst,
2022,2,CIN,G,Cordell Volson,00-0038095,,,Full Participation in Practice,Cordell Volson,
2022,2,CIN,WR,Trent Taylor,00-0033292,,,Limited Participation in Practice,Trent Taylor,
2022,2,CIN,WR,Tee Higgins,00-0036410,Questionable,Concussion,Full Participation in Practice,Tee Higgins,QUESTIONABLE
2022,2,CIN,DT,Josh Tupou,00-0033347,Questionable,Shin,Full Participation in Practice,Josh Tupou,QUESTIONABLE
2022,2,CIN,TE,Devin Asiasi,00-0036194,Questionable,Quadricep,Limited Participation in Practice,Devin Asiasi,QUESTIONABLE
2022,2,CLE,DT,Perrion Winfrey,00-0038126,,,Did Not Participate In Practice,Perrion Winfrey,
2022,2,CLE,WR,Amari Cooper,00-0031544,,,Full Participation in Practice,Amari Cooper,
2022,2,CLE,TE,David Njoku,00-0033885,,,Full Participation in Practice,David Njoku,
2022,2,CLE,DE,Isaiah Thomas,00-0037314,,,Full Participation in Practice,Isaiah Thomas,
2022,2,CLE,WR,Mike Woods,00-0037300,,,Full Participation in Practice,Mike Woods,
2022,2,CLE,T,Christopher Hubbard,00-0029963,Out,Elbow,Did Not Participate In Practice,Christopher Hubbard,OUT
2022,2,CLE,T,Jack Conklin,00-0033057,Questionable,Knee,Limited Participation in Practice,Jack Conklin,QUESTIONABLE
2022,2,DAL,DE,Tarell Basham,00-0033917,Out,Thigh,Did Not Participate In Practice,Tarell Basham,OUT
2022,2,DAL,S,Jayron Kearse,00-0032454,Out,Knee,Did Not Participate In Practice,Jayron Kearse,OUT
2022,2,DAL,G,Connor McGovern,00-0035679,Out,Ankle,Did Not Participate In Practice,Connor McGovern,OUT
2022,2,DAL,QB,Dak Prescott,00-0033077,Out,right Thumb,Did Not Participate In Practice,Dak Prescott,OUT
2022,2,DAL,WR,Michael Gallup,00-0034764,Out,Knee,Limited Participation in Practice,Michael Gallup,OUT
2022,2,DEN,WR,K.J. Hamler,00-0036412,Out,Knee,Did Not Participate In Practice,K.J. Hamler,OUT
2022,2,DEN,G,Quinn Meinerz,00-0037001,Out,Hamstring,Did Not Participate In Practice,Quinn Meinerz,OUT
2022,2,DEN,T,Billy Turner,00-0031433,Questionable,Knee,Full Participation in Practice,Billy Turner,QUESTIONABLE
2022,2,DEN,CB,K'Waun Williams,00-0031253,Questionable,Wrist,Full Participation in Practice,K'Waun Williams,QUESTIONABLE
2022,2,DEN,DE,Randy Gregory,00-0032197,Questionable,Shoulder,Limited Participation in Practice,Randy Gregory,QUESTIONABLE
