season,week,team,position,full_name,gsis_id,report_status,report_primary_injury,practice_status,player,injury_status
2023,1,DAL,CB,Jourdan Lewis,00-0033928,,,Full Participation in Practice,Jourdan Lewis,
2023,1,DAL,T,Tyler Smith,00-0037243,Doubtful,Hamstring,Did Not Participate In Practice,Tyler Smith,DOUBTFUL
2023,1,DAL,S,Donovan Wilson,00-0035301,Doubtful,Calf,Did Not Participate In Practice,Donovan Wilson,DOUBTFUL
2023,1,DAL,S,Malik Hooker,00-0033877,Questionable,Illness,"
    ",Malik Hooker,QUESTIONABLE
2023,1,DAL,DE,Sam Williams,00-0037665,Questionable,Foot,Full Participation in Practice,Sam Williams,QUESTIONABLE
2023,1,DAL,T,Tyron Smith,00-0027947,Questionable,Ankle,Limited Participation in Practice,Tyron Smith,QUESTIONABLE
2023,1,DEN,TE,Greg Dulcich,00-0037252,,,Full Participation in Practice,Greg Dulcich,
2023,1,DEN,TE,Chris Manhertz,00-0031484,,,Full Participation in Practice,Chris Manhertz,
2023,1,DEN,CB,Patrick Surtain,00-0036874,,,Limited Participation in Practice,Patrick Surtain,
2023,1,DEN,WR,Jerry Jeudy,00-0036407,Questionable,Hamstring,Limited Participation in Practice,Jerry Jeudy,QUESTIONABLE
2023,1,DEN,CB,Riley Moss,00-0038552,Questionable,Abdomen,Limited Participation in Practice,Riley Moss,QUESTIONABLE
2023,1,DET,DT,Isaiah Buggs,00-0035219,,,Full Participation in Practice,Isaiah Buggs,
2023,1,DET,S,Ifeatu Melifonwu,00-0036993,,,Full Participation in Practice,Ifeatu Melifonwu,
2023,1,DET,C,Frank Ragnow,00-0034345,,,Full Participation in Practice,Frank Ragnow,
2023,1,DET,CB,Emmanuel Moseley,00-0034096,Out,Knee,Limited Participation in Practice,Emmanuel Moseley,OUT
2023,1,GB,T,David Bakhtiari,00-0030074,,,Did Not Participate In Practice,David Bakhtiari,
2023,1,GB,CB,Anthony Johnson,00-0038411,,,Full Participation in Practice,Anthony Johnson,
2023,1,GB,WR,Dontayvion Wicks,00-0038393,,,Full Participation in Practice,Dontayvion Wicks,
2023,1,GB,LB,Rashan Gary,00-0034967,,,Limited Participation in Practice,Rashan Gary,
2023,1,GB,WR,Christian Watson,00-0038124,Out,Hamstring,Did Not Participate In Practice,Christian Watson,OUT
2023,1,GB,WR,Romeo Doubs,00-0037816,Questionable,Hamstring,Limited Participation in Practice,Romeo Doubs,QUESTIONABLE
2023,1,HOU,LB,Christian Harris,00-0037823,,,Full Participation in Practice,Christian Harris,
2023,1,HOU,LB,Blake Cashman,00-0035276,Out,Hamstring,Did Not Participate In Practice,Blake Cashman,OUT
2023,1,HOU,WR,John Metchie,00-0037614,Out,Hamstring,Did Not Participate In Practice,John Metchie,OUT
2023,1,HOU,S,Jimmie Ward,00-0031298,Out,Hip,Did Not Participate In Practice,Jimmie Ward,OUT
2023,1,HOU,RB,Dare Ogunbowale,00-0033854,Questionable,Hamstring,Limited Participation in Practice,Dare Ogunbowale,QUESTIONABLE
2023,1,IND,CB,Julius Brents,00-0039156,,,Did Not Participate In Practice,Julius Brents,
2023,1,IND,LB,Shaquille Leonard,00-0034846,,,Full Participation in Practice,Shaquille Leonard,
2023,1,IND,DT,DeForest Buckner,00-0032378,,,Limited Participation in Practice,DeForest Buckner,
2023,1,IND,RB,Zack Moss,00-0036251,Questionable,Forearm,Limited Participation in Practice,Zack Moss,QUESTIONABLE
2023,1,JAX,S,Antonio Johnson,00-0038596,Out,Hamstring,Did Not Participate In Practice,Antonio Johnson,OUT
2023,1,JAX,DE,Tyler Lacy,00-0038940,Out,Hip,Limited Participation in Practice,Tyler Lacy,OUT
2023,1,KC,G,Nick Allegretti,00-0035149,,,Full Participation in Practice,Nick Allegretti,
2023,1,KC,WR,Richie James,00-0034286,,,Full Participation in Practice,Richie James,
2023,1,KC,CB,Nic Jones,00-0038986,,,Full Participation in Practice,Nic Jones,
2023,1,KC,CB,L'Jarius Sneed,00-0036374,,,Full Participation in Practice,L'Jarius Sneed,
2023,1,KC,DE,B.J. Thompson,00-0038983,,,Full Participation in Practice,B.J. Thompson,
2023,1,KC,WR,Kadarius Toney,00-0036913,,,Full Participation in Practice,Kadarius Toney,
2023,1,KC,DT,Tershawn Wharton,00-0035890,,,Full Participation in Practice,Tershawn Wharton,
2023,1,KC,TE,Travis Kelce,00-0030506,Questionable,Knee,Did Not Participate In Practice,Travis Kelce,QUESTIONABLE
2023,1,LA,C,Brian Allen,00-0034804,,,Did Not Participate In Practice,Brian Allen,
2023,1,LA,WR,Van Jefferson,00-0036415,,,Did Not Participate In Practice,Van Jefferson,
2023,1,LA,QB,Stetson Bennett,00-0039107,Questionable,right Shoulder,Did Not Participate In Practice,Stetson Bennett,QUESTIONABLE
2023,1,LA,WR,Cooper Kupp,00-0033908,Questionable,Hamstring,Did Not Participate In Practice,Cooper Kupp,QUESTIONABLE
2023,1,LA,TE,Hunter Long,00-0037004,Questionable,Thigh,Did Not Participate In Practice,Hunter Long,QUESTIONABLE
2023,1,LAC,LB,Daiyan Henley,00-0038553,Doubtful,Hamstring,Did Not Participate In Practice,Daiyan Henley,DOUBTFUL
2023,1,LAC,LB,Chris Rumph,00-0036867,Doubtful,Hamstring,Did Not Participate In Practice,Chris Rumph,DOUBTFUL
2023,1,LV,CB,Brandon Facyson,00-0034545,Out,Shin,Did Not Participate In Practice,Brandon Facyson,OUT
2023,1,LV,DE,Chandler Jones,00-0029585,Out,Not injury related - personal matter,Did Not Participate In Practice,Chandler Jones,OUT
2023,1,LV,WR,DeAndre Carter,00-0031763,Questionable,Knee,Limited Participation in Practice,DeAndre Carter,QUESTIONABLE
2023,1,MIA,RB,Devon Achane,00-0039040,,,Full Participation in Practice,Devon Achane,
2023,1,MIA,RB,Salvon Ahmed,00-0036020,,,Full Participation in Practice,Salvon Ahmed,
2023,1,MIA,DT,Raekwon Davis,00-0036213,,,Full Participation in Practice,Raekwon Davis,
2023,1,MIA,T,Liam Eichenberg,00-0037010,,,Full Participation in Practice,Liam Eichenberg,
2023,1,MIA,S,Brandon Jones,00-0036221,,,Full Participation in Practice,Brandon Jones,
2023,1,MIA,WR,Jaylen Waddle,00-0036613,,,Full Participation in Practice,Jaylen Waddle,
2023,1,MIA,C,Connor Williams,00-0034352,,,Full Participation in Practice,Connor Williams,
2023,1,MIA,T,Terron Armstead,00-0030067,Out,Back,Did Not Participate In Practice,Terron Armstead,OUT
2023,1,MIA,S,Elijah Campbell,00-0034248,Out,Knee,Did Not Participate In Practice,Elijah Campbell,OUT
2023,1,MIA,CB,Justin Bethel,00-0029530,Questionable,Knee,Limited Participation in Practice,Justin Bethel,QUESTIONABLE
2023,1,MIA,TE,Julian Hill,00-0038720,Questionable,Ankle,Limited Participation in Practice,Julian Hill,QUESTIONABLE
2023,1,MIN,LB,Troy Dye,00-0036338,,,Full Participation in Practice,Troy Dye,
2023,1,MIN,P,Ryan Wright,00-0037500,,,Full Participation in Practice,Ryan Wright,
2023,1,MIN,DE,Marcus Davenport,00-0034344,Questionable,Ankle,Limited Participation in Practice,Marcus Davenport,QUESTIONABLE
2023,1,NE,T,Trenton Brown,00-0032071,,,Limited Participation in Practice,Trenton Brown,
2023,1,NE,CB,Jack Jones,00-0038039,Out,Hamstring,Did Not Participate In Practice,Jack Jones,OUT
2023,1,NE,QB,Matt Corral,00-0038132,Questionable,Not injury related - personal matter,Did Not Participate In Practice,Matt Corral,QUESTIONABLE
2023,1,NE,RB,Rhamondre Stevenson,00-0036875,Questionable,Illness,Did Not Participate In Practice,Rhamondre Stevenson,QUESTIONABLE
2023,1,NE,G,Michael Onwenu,00-0036198,Questionable,Ankle,Limited Participation in Practice,Michael Onwenu,QUESTIONABLE
2023,1,NE,WR,DeVante Parker,00-0031547,Questionable,Knee,Limited Participation in Practice,DeVante Parker,QUESTIONABLE
2023,1,NE,G,Cole Strange,00-0038103,Questionable,Knee,Limited Participation in Practice,Cole Strange,QUESTIONABLE
2023,1,NO,TE,Jimmy Graham,00-0027696,,,Full Participation in Practice,Jimmy Graham,
2023,1,NO,CB,Marshon Lattimore,00-0033874,,,Full Participation in Practice,Marshon Lattimore,
2023,1,NO,T,Ryan Ramczyk,00-0033888,,,Full Participation in Practice,Ryan Ramczyk,
2023,1,NO,S,J.T. Gray,00-0034116,Out,Shoulder,Did Not Participate In Practice,J.T. Gray,OUT
2023,1,NO,WR,Tre'Quan Smith,00-0034765,Out,Groin,Did Not Participate In Practice,Tre'Quan Smith,OUT
2023,1,NO,RB,Kendre Miller,00-0038551,Questionable,Hamstring,Did Not Participate In Practice,Kendre Miller,QUESTIONABLE
2023,1,NYG,RB,Gary Brightwell,00-0036569,,,Limited Participation in Practice,Gary Brightwell,
2023,1,NYG,TE,Lawrence Cager,00-0036145,,,Limited Participation in Practice,Lawrence Cager,
2023,1,NYG,CB,Cordale Flott,00-0037758,Doubtful,Hamstring,Limited Participation in Practice,Cordale Flott,DOUBTFUL
2023,1,NYG,S,Gervarrius Owens,00-0038413,Doubtful,Hamstring,Limited Participation in Practice,Gervarrius Owens,DOUBTFUL
2023,1,NYG,WR,Wan'Dale Robinson,00-0038117,Doubtful,Knee,Limited Participation in Practice,Wan'Dale Robinson,DOUBTFUL
2023,1,NYG,LB,Cam Brown,00-0036400,Questionable,Ankle,Limited Participation in Practice,Cam Brown,QUESTIONABLE
2023,1,NYG,DT,D.J. Davidson,00-0037260,Questionable,Knee,Limited Participation in Practice,D.J. Davidson,QUESTIONABLE
2023,1,NYG,TE,Darren Waller,00-0031610,Questionable,Hamstring,Limited Participation in Practice,Darren Waller,QUESTIONABLE
2023,1,NYJ,CB,Michael Carter,00-0036501,,,Full Participation in Practice,Michael Carter,
2023,1,NYJ,T,Mekhi Becton,00-0036284,Questionable,Knee,Full Participation in Practice,Mekhi Becton,QUESTIONABLE
2023,1,NYJ,T,Duane Brown,00-0026166,Questionable,Shoulder,Full Participation in Practice,Duane Brown,QUESTIONABLE
2023,1,NYJ,RB,Breece Hall,00-0038120,Questionable,Knee,Full Participation in Practice,Breece Hall,QUESTIONABLE
2023,1,PHI,CB,Mario Goodrich,00-0037136,,,Full Participation in Practice,Mario Goodrich,
2023,1,PHI,CB,Josh Jobe,00-0037137,,,Full Participation in Practice,Josh Jobe,
2023,1,PIT,DT,Cameron Heyward,00-0027969,,,Full Participation in Practice,Cameron Heyward,
2023,1,PIT,DT,Larry Ogunjobi,00-0033905,Questionable,Foot,Limited Participation in Practice,Larry Ogunjobi,QUESTIONABLE
2023,1,SEA,LB,Jordyn Brooks,00-0036409,,,Full Participation in Practice,Jordyn Brooks,
2023,1,SEA,LB,Derick Hall,00-0039047,,,Full Participation in Practice,Derick Hall,
2023,1,SEA,LB,Boye Mafe,00-0038133,,,Full Participation in Practice,Boye Mafe,
2023,1,SEA,DE,Mike Morris,00-0038591,,,Full Participation in Practice,Mike Morris,
2023,1,SEA,DT,Jarran Reed,00-0032387,,,Full Participation in Practice,Jarran Reed,
2023,1,SEA,WR,Jaxon Smith-Njigba,00-0038543,,,Full Participation in Practice,Jaxon Smith-Njigba,
2023,1,SEA,LB,Darrell Taylor,00-0036413,,,Full Participation in Practice,Darrell Taylor,
2023,1,SEA,WR,Cody Thompson,00-0035164,,,Full Participation in Practice,Cody Thompson,
2023,1,SEA,RB,Kenneth Walker,00-0038134,,,Limited Participation in Practice,Kenneth Walker,
2023,1,SEA,S,Jamal Adams,00-0033872,Out,Knee,Did Not Participate In Practice,Jamal Adams,OUT
2023,1,SEA,RB,Kenny McIntosh,00-0038636,Out,Knee,Did Not Participate In Practice,Kenny McIntosh,OUT
2023,1,SEA,G,Damien Lewis,00-0036417,Questionable,Shoulder,Full Participation in Practice,Damien Lewis,QUESTIONABLE
2023,1,SEA,CB,Devon Witherspoon,00-0039169,Questionable,Hamstring,Limited Participation in Practice,Devon Witherspoon,QUESTIONABLE
2023,1,SF,DE,Nick Bosa,00-0035717,,,Full Participation in Practice,Nick Bosa,
2023,1,SF,LB,Oren Burks,00-0034754,,,Full Participation in Practice,Oren Burks,
2023,1,SF,C,Jon Feliciano,00-0032151,,,Full Participation in Practice,Jon Feliciano,
2023,1,SF,S,Tashaun Gipson,00-0028924,,,Full Participation in Practice,Tashaun Gipson,
2023,1,SF,S,Talanoa Hufanga,00-0036564,,,Full Participation in Practice,Talanoa Hufanga,
2023,1,SF,RB,Jordan Mason,00-0037525,,,Full Participation in Practice,Jordan Mason,
2023,1,SF,WR,Ray-Ray McCloud,00-0034407,,,Full Participation in Practice,Ray-Ray McCloud,
2023,1,SF,K,Jake Moody,00-0038562,,,Full Participation in Practice,Jake Moody,
2023,1,SF,S,George Odum,00-0034091,,,Full Participation in Practice,George Odum,
2023,1,SF,QB,Brock Purdy,00-0037834,,,Full Participation in Practice,Brock Purdy,
2023,1,SF,T,Trent Williams,00-0027857,,,Full Participation in Practice,Trent Williams,
2023,1,SF,TE,George Kittle,00-0033288,Questionable,Groin,Limited Participation in Practice,George Kittle,QUESTIONABLE
2023,1,SF,CB,Charvarius Ward,00-0034573,Questionable,Heel,Limited Participation in Practice,Charvarius Ward,QUESTIONABLE
2023,1,TB,S,Kaevon Merriweather,00-0038823,,,Full Participation in Practice,Kaevon Merriweather,
2023,1,TB,LB,Anthony Nelson,00-0035254,,,Full Participation in Practice,Anthony Nelson,
2023,1,TB,RB,Ke'Shawn Vaughn,00-0036450,,,Full Participation in Practice,Ke'Shawn Vaughn,
2023,1,TB,S,Antoine Winfield,00-0036411,,,Full Participation in Practice,Antoine Winfield,
2023,1,TB,G,Cody Mauch,00-0039157,Questionable,Back,Did Not Participate In Practice,Cody Mauch,QUESTIONABLE
2023,1,TB,DT,Calijah Kancey,00-0039063,Questionable,Calf,Full Participation in Practice,Calijah Kancey,QUESTIONABLE
2023,1,TEN,WR,Treylon Burks,00-0037742,,,Full Participation in Practice,Treylon Burks,
2023,1,TEN,WR,DeAndre Hopkins,00-0030564,,,Full Participation in Practice,DeAndre Hopkins,
2023,1,TEN,LB,Arden Key,00-0034825,,,Full Participation in Practice,Arden Key,
2023,1,TEN,QB,Will Levis,00-0039152,,,Full Participation in Practice,Will Levis,
2023,1,TEN,TE,Trevon Wesco,00-0035259,,,Full Participation in Practice,Trevon Wesco,
2023,1,TEN,CB,Tre Avery,00-0037593,Out,Hamstring,Did Not Participate In Practice,Tre Avery,OUT
2023,1,TEN,LB,Harold Landry,00-0034828,Questionable,Abdomen,Full Participation in Practice,Harold Landry,QUESTIONABLE
2023,1,TEN,T,Dillon Radunz,00-0036619,Questionable,Knee,Full Participation in Practice,Dillon Radunz,QUESTIONABLE
2023,1,WAS,WR,Dax Milne,00-0036671,,,Did Not Participate In Practice,Dax Milne,
2023,1,WAS,WR,Terry McLaurin,00-0035659,,,Full Participation in Practice,Terry McLaurin,
2023,1,WAS,CB,Benjamin St-Juste,00-0036625,,,Full Participation in Practice,Benjamin St-Juste,
2023,1,WAS,DE,James Smith-Williams,00-0036351,Questionable,Oblique,Limited Participation in Practice,James Smith-Williams,QUESTIONABLE
2023,1,WAS,DE,Chase Young,00-0036321,Questionable,Neck,Limited Participation in Practice,Chase Young,QUESTIONABLE
2023,2,ARI,RB,James Conner,00-0033553,,,Full Participation in Practice,James Conner,
2023,2,ARI,DE,L.J. Collier,00-0035636,Out,Biceps,Did Not Participate In Practice,L.J. Collier,OUT
2023,2,ARI,LB,Josh Woods,00-0034801,Out,Ankle,Did Not Participate In Practice,Josh Woods,OUT
2023,2,ARI,S,Budda Baker,00-0033890,Questionable,Hamstring,Limited Participation in Practice,Budda Baker,QUESTIONABLE
2023,2,ARI,T,Kelvin Beachum,00-0029316,Questionable,Hand,Limited Participation in Practice,Kelvin Beachum,QUESTIONABLE
2023,2,ARI,DT,Leki Fotu,00-0036371,Questionable,Shoulder,Limited Participation in Practice,Leki Fotu,QUESTIONABLE
2023,2,ATL,DE,Calais Campbell,00-0026190,,,Did Not Participate In Practice,Calais Campbell,
2023,2,ATL,TE,Jonnu Smith,00-0033858,,,Did Not Participate In Practice,Jonnu Smith,
2023,2,ATL,RB,Cordarrelle Patterson,00-0030578,,,Full Participation in Practice,Cordarrelle Patterson,
2023,2,ATL,LB,Troy Andersen,00-0037810,Out,Concussion,Limited Participation in Practice,Troy Andersen,OUT
2023,2,ATL,CB,Jeff Okudah,00-0036274,Questionable,Foot,Limited Participation in Practice,Jeff Okudah,QUESTIONABLE
2023,2,BAL,G,John Simpson,00-0036369,,,Did Not Participate In Practice,John Simpson,
2023,2,BAL,CB,Marlon Humphrey,00-0033281,Out,Foot,Did Not Participate In Practice,Marlon Humphrey,OUT
2023,2,BAL,C,Tyler Linderbaum,00-0037825,Out,Ankle,Did Not Participate In Practice,Tyler Linderbaum,OUT
2023,2,BAL,T,Ronnie Stanley,00-0032965,Out,Knee,Did Not Participate In Practice,Ronnie Stanley,OUT
2023,2,BAL,S,Marcus Williams,00-0033894,Out,Pectoral,Did Not Participate In Practice,Marcus Williams,OUT
2023,2,BAL,TE,Mark Andrews,00-0034753,Questionable,Quadricep,Full Participation in Practice,Mark Andrews,QUESTIONABLE
2023,2,BUF,C,Mitch Morse,00-0031936,,,Full Participation in Practice,Mitch Morse,
2023,2,CAR,CB,Jaycee Horn,00-0036944,,,Did Not Participate In Practice,Jaycee Horn,
2023,2,CAR,T,Taylor Moton,00-0033284,,,Full Participation in Practice,Taylor Moton,
2023,2,CAR,WR,D.J. Chark,00-0034777,Questionable,Hamstring,Full Participation in Practice,D.J. Chark,QUESTIONABLE
2023,2,CHI,CB,Kyler Gordon,00-0038111,,,Did Not Participate In Practice,Kyler Gordon,
2023,2,CHI,TE,Marcedes Lewis,00-0024243,,,Did Not Participate In Practice,Marcedes Lewis,
2023,2,CHI,LB,Dylan Cole,00-0033765,,,Full Participation in Practice,Dylan Cole,
2023,2,CHI,G,Nate Davis,00-0035649,Doubtful,Not injury related - personal matter,"
    ",Nate Davis,DOUBTFUL
2023,2,CHI,CB,Josh Blackwell,00-0037129,Doubtful,Hamstring,Did Not Participate In Practice,Josh Blackwell,DOUBTFUL
2023,2,CIN,QB,Joe Burrow,00-0036442,,,Full Participation in Practice,Joe Burrow,
2023,2,CIN,S,Dax Hill,00-0037743,,,Full Participation in Practice,Dax Hill,
2023,2,CIN,DE,Cam Sample,00-0036850,,,Full Participation in Practice,Cam Sample,
2023,2,CIN,LB,Logan Wilson,00-0036294,,,Full Participation in Practice,Logan Wilson,
2023,2,CIN,CB,Chidobe Awuzie,00-0033548,,,Limited Participation in Practice,Chidobe Awuzie,
2023,2,CIN,LB,Markus Bailey,00-0036314,Questionable,Knee,Did Not Participate In Practice,Markus Bailey,QUESTIONABLE
2023,2,CIN,RB,Chris Evans,00-0036857,Questionable,Hamstring,Limited Participation in Practice,Chris Evans,QUESTIONABLE
2023,2,CIN,DE,Joseph Ossai,00-0036902,Questionable,Ankle,Limited Participation in Practice,Joseph Ossai,QUESTIONABLE
2023,2,CLE,G,Joel Bitonio,00-0031426,,,Full Participation in Practice,Joel Bitonio,
2023,2,CLE,DE,Myles Garrett,00-0033868,,,Full Participation in Practice,Myles Garrett,
2023,2,CLE,DT,Shelby Harris,00-0031270,,,Full Participation in Practice,Shelby Harris,
2023,2,CLE,DT,Maurice Hurst,00-0034746,,,Full Participation in Practice,Maurice Hurst,
2023,2,CLE,T,Dawand Jones,00-0039014,,,Full Participation in Practice,Dawand Jones,
2023,2,CLE,LB,Anthony Walker,00-0033570,,,Full Participation in Practice,Anthony Walker,
2023,2,CLE,T,Jedrick Wills,00-0036267,,,Full Participation in Practice,Jedrick Wills,
2023,2,CLE,DT,Siaki Ika,00-0038561,Questionable,Foot,Did Not Participate In Practice,Siaki Ika,QUESTIONABLE
2023,2,CLE,WR,Amari Cooper,00-0031544,Questionable,Groin,Limited Participation in Practice,Amari Cooper,QUESTIONABLE
2023,2,CLE,S,Juan Thornhill,00-0035625,Questionable,Calf,Limited Participation in Practice,Juan Thornhill,QUESTIONABLE
2023,2,DAL,DE,Sam Williams,00-0037665,,,Did Not Participate In Practice,Sam Williams,
2023,2,DAL,T,Tyron Smith,00-0027947,,,Full Participation in Practice,Tyron Smith,
2023,2,DAL,T,Tyler Smith,00-0037243,Doubtful,Hamstring,Did Not Participate In Practice,Tyler Smith,DOUBTFUL
2023,2,DAL,S,Donovan Wilson,00-0035301,Doubtful,Calf,Limited Participation in Practice,Donovan Wilson,DOUBTFUL
2023,2,DAL,WR,Brandin Cooks,00-0031236,Questionable,Knee,Did Not Participate In Practice,Brandin Cooks,QUESTIONABLE
2023,2,DAL,G,Zack Martin,00-0031402,Questionable,Groin,Limited Participation in Practice,Zack Martin,QUESTIONABLE
2023,2,DEN,WR,Jerry Jeudy,00-0036407,,,Full Participation in Practice,Jerry Jeudy,
2023,2,DEN,DT,D.J. Jones,00-0033297,,,Full Participation in Practice,D.J. Jones,
2023,2,DEN,CB,Riley Moss,00-0038552,,,Full Participation in Practice,Riley Moss,
2023,2,DEN,LB,Frank Clark,00-0032210,Out,Hip,Did Not Participate In Practice,Frank Clark,OUT
2023,2,DEN,TE,Greg Dulcich,00-0037252,Out,Hamstring,Did Not Participate In Practice,Greg Dulcich,OUT
2023,2,DET,C,Frank Ragnow,00-0034345,,,Did Not Participate In Practice,Frank Ragnow,
2023,2,DET,CB,Khalil Dorsey,00-0036124,Out,Illness,Did Not Participate In Practice,Khalil Dorsey,OUT
2023,2,DET,CB,Emmanuel Moseley,00-0034096,Out,Knee,Did Not Participate In Practice,Emmanuel Moseley,OUT
2023,2,DET,DE,Josh Paschal,00-0038096,Out,Knee,Did Not Participate In Practice,Josh Paschal,OUT
2023,2,DET,T,Taylor Decker,00-0032381,Doubtful,Ankle,Did Not Participate In Practice,Taylor Decker,DOUBTFUL
2023,2,GB,WR,Romeo Doubs,00-0037816,,,Full Participation in Practice,Romeo Doubs,
2023,2,GB,G,Elgton Jenkins,00-0035526,,,Full Participation in Practice,Elgton Jenkins,
2023,2,GB,S,Anthony Johnson,00-0038411,,,Full Participation in Practice,Anthony Johnson,
2023,2,GB,P,Daniel Whelan,00-0037547,,,Full Participation in Practice,Daniel Whelan,
2023,2,GB,LB,Rashan Gary,00-0034967,,,Limited Participation in Practice,Rashan Gary,
2023,2,GB,T,David Bakhtiari,00-0030074,Questionable,Not injury related - resting player,Did Not Participate In Practice,David Bakhtiari,QUESTIONABLE
2023,2,GB,RB,Aaron Jones,00-0033293,Questionable,Hamstring,Did Not Participate In Practice,Aaron Jones,QUESTIONABLE
2023,2,GB,LB,Quay Walker,00-0037074,Questionable,Concussion,Limited Participation in Practice,Quay Walker,QUESTIONABLE
2023,2,GB,WR,Christian Watson,00-0038124,Questionable,Hamstring,Limited Participation in Practice,Christian Watson,QUESTIONABLE
2023,2,HOU,S,Grayland Arnold,00-0035995,,,Full Participation in Practice,Grayland Arnold,
2023,2,HOU,LB,Blake Cashman,00-0035276,,,Full Participation in Practice,Blake Cashman,
2023,2,HOU,T,George Fant,00-0032466,,,Full Participation in Practice,George Fant,
2023,2,HOU,WR,John Metchie,00-0037614,,,Full Participation in Practice,John Metchie,
2023,2,HOU,RB,Dare Ogunbowale,00-0033854,,,Full Participation in Practice,Dare Ogunbowale,
2023,2,HOU,LB,Denzel Perryman,00-0032103,,,Full Participation in Practice,Denzel Perryman,
2023,2,HOU,TE,Dalton Schultz,00-0034383,,,Full Participation in Practice,Dalton Schultz,
2023,2,HOU,WR,Robert Woods,00-0030431,,,Full Participation in Practice,Robert Woods,
