season,week,team,position,full_name,gsis_id,report_status,report_primary_injury,practice_status,player,injury_status
2021,1,NYG,LB,Justin Hilliard,00-0036673,,,Limited Participation in Practice,Justin Hilliard,
2021,1,NYG,CB,Josh Jackson,00-0034751,,,Limited Participation in Practice,Josh Jackson,
2021,1,NYG,TE,Kyle Rudolph,00-0027981,,,Limited Participation in Practice,Kyle Rudolph,
2021,1,NYG,DT,Danny Shelton,00-0032143,,,Limited Participation in Practice,Danny Shelton,
2021,1,NYG,TE,Kaden Smith,00-0034988,,,Limited Participation in Practice,Kaden Smith,
2021,1,NYG,T,Andrew Thomas,00-0036386,,,Limited Participation in Practice,Andrew Thomas,
2021,1,NYG,WR,Kadarius Toney,00-0036913,,,Limited Participation in Practice,Kadarius Toney,
2021,1,NYG,TE,Evan Engram,00-0033881,Out,Calf,Did Not Participate In Practice,Evan Engram,OUT
2021,1,NYG,RB,Saquon Barkley,00-0034844,Questionable,Knee,Limited Participation in Practice,Saquon Barkley,QUESTIONABLE
2021,1,NYG,CB,Adoree' Jackson,00-0033878,Questionable,Ankle,Limited Participation in Practice,Adoree' Jackson,QUESTIONABLE
2021,1,NYJ,T,Mekhi Becton,00-0036284,,,Full Participation in Practice,Mekhi Becton,
2021,1,NYJ,S,Sharrod Neasman,00-0032592,Out,Hamstring,Did Not Participate In Practice,Sharrod Neasman,OUT
2021,1,NYJ,WR,Keelan Cole,00-0033681,Questionable,Knee,Did Not Participate In Practice,Keelan Cole,QUESTIONABLE
2021,1,NYJ,RB,La'Mical Perine,00-0036269,Questionable,Foot,Full Participation in Practice,La'Mical Perine,QUESTIONABLE
2021,1,PHI,G,Brandon Brooks,00-0029679,,,Limited Participation in Practice,Brandon Brooks,
2021,1,PHI,G,Landon Dickerson,00-0037002,Out,Knee,Limited Participation in Practice,Landon Dickerson,OUT
2021,1,PHI,S,Rodney McLeod,00-0028899,Out,Knee,Limited Participation in Practice,Rodney McLeod,OUT
2021,1,PHI,LB,Davion Taylor,00-0036393,Questionable,Calf,Full Participation in Practice,Davion Taylor,QUESTIONABLE
2021,1,PIT,DE,Tyson Alualu,00-0027862,,,Full Participation in Practice,Tyson Alualu,
2021,1,PIT,C,Kendrick Green,00-0036983,,,Full Participation in Practice,Kendrick Green,
2021,1,PIT,WR,James Washington,00-0034676,,,Limited Participation in Practice,James Washington,
2021,1,PIT,LB,Alex Highsmith,00-0036333,Questionable,Groin,Full Participation in Practice,Alex Highsmith,QUESTIONABLE
2021,1,SEA,T,Duane Brown,00-0026166,,,Did Not Participate In Practice,Duane Brown,
2021,1,SEA,G,Gabe Jackson,00-0031367,,,Did Not Participate In Practice,Gabe Jackson,
2021,1,SEA,S,Marquise Blair,00-0035139,,,Full Participation in Practice,Marquise Blair,
2021,1,SEA,RB,Chris Carson,00-0033594,,,Full Participation in Practice,Chris Carson,
2021,1,SEA,RB,Alex Collins,00-0032426,,,Full Participation in Practice,Alex Collins,
2021,1,SEA,WR,D'Wayne Eskridge,00-0036620,,,Full Participation in Practice,D'Wayne Eskridge,
2021,1,SEA,CB,Tre Flowers,00-0034756,,,Full Participation in Practice,Tre Flowers,
2021,1,SEA,CB,Sidney Jones,00-0033543,,,Full Participation in Practice,Sidney Jones,
2021,1,SEA,G,Damien Lewis,00-0036417,,,Full Participation in Practice,Damien Lewis,
2021,1,SEA,DT,Bryan Mone,00-0035094,,,Full Participation in Practice,Bryan Mone,
2021,1,SEA,CB,Ryan Neal,00-0034527,,,Full Participation in Practice,Ryan Neal,
2021,1,SEA,RB,Rashaad Penny,00-0034750,,,Full Participation in Practice,Rashaad Penny,
2021,1,SEA,C,Ethan Pocic,00-0033901,,,Full Participation in Practice,Ethan Pocic,
2021,1,SEA,S,D.J. Reed,00-0034384,,,Full Participation in Practice,D.J. Reed,
2021,1,SEA,QB,Geno Smith,00-0030565,,,Full Participation in Practice,Geno Smith,
2021,1,SEA,WR,DK Metcalf,00-0035640,,,Limited Participation in Practice,DK Metcalf,
2021,1,SF,WR,Brandon Aiyuk,00-0036261,,,Full Participation in Practice,Brandon Aiyuk,
2021,1,SF,G,Aaron Banks,00-0036551,,,Full Participation in Practice,Aaron Banks,
2021,1,SF,DE,Nick Bosa,00-0035717,,,Full Participation in Practice,Nick Bosa,
2021,1,SF,DE,Dee Ford,00-0031297,,,Full Participation in Practice,Dee Ford,
2021,1,SF,LB,Dre Greenlaw,00-0034982,,,Full Participation in Practice,Dre Greenlaw,
2021,1,SF,CB,Jason Verrett,00-0031334,,,Full Participation in Practice,Jason Verrett,
2021,1,SF,QB,Trey Lance,00-0037012,,,Limited Participation in Practice,Trey Lance,
2021,1,SF,WR,Jalen Hurd,00-0034971,Out,Knee,Did Not Participate In Practice,Jalen Hurd,OUT
2021,1,SF,DT,Javon Kinlaw,00-0036260,Doubtful,Knee,Did Not Participate In Practice,Javon Kinlaw,DOUBTFUL
2021,1,SF,CB,Emmanuel Moseley,00-0034096,Doubtful,Knee,Did Not Participate In Practice,Emmanuel Moseley,DOUBTFUL
2021,1,SF,DT,Kevin Givens,00-0035026,Questionable,Hip,Limited Participation in Practice,Kevin Givens,QUESTIONABLE
2021,1,TB,RB,Giovani Bernard,00-0030456,,,Full Participation in Practice,Giovani Bernard,
2021,1,TB,WR,Antonio Brown,00-0027793,,,Full Participation in Practice,Antonio Brown,
2021,1,TB,WR,Chris Godwin,00-0033921,,,Full Participation in Practice,Chris Godwin,
2021,1,TB,TE,Rob Gronkowski,00-0027656,,,Full Participation in Practice,Rob Gronkowski,
2021,1,TB,DT,Steve McLendon,00-0026564,,,Full Participation in Practice,Steve McLendon,
2021,1,TB,DE,Jason Pierre-Paul,00-0027867,,,Full Participation in Practice,Jason Pierre-Paul,
2021,1,TB,S,Jordan Whitehead,00-0034374,Out,Hamstring,Did Not Participate In Practice,Jordan Whitehead,OUT
2021,1,TEN,WR,A.J. Brown,00-0035676,,,Full Participation in Practice,A.J. Brown,
2021,1,TEN,LB,David Long,00-0035292,Out,Hamstring,Did Not Participate In Practice,David Long,OUT
2021,1,TEN,TE,Tommy Hudson,00-0036173,Questionable,Toe,Did Not Participate In Practice,Tommy Hudson,QUESTIONABLE
2021,1,TEN,K,Sam Ficken,00-0033138,Questionable,right Groin,Limited Participation in Practice,Sam Ficken,QUESTIONABLE
2021,1,TEN,CB,Chris Jackson,00-0036240,Questionable,Hamstring,Limited Participation in Practice,Chris Jackson,QUESTIONABLE
2021,1,TEN,WR,Josh Reynolds,00-0033943,Questionable,Foot,Limited Participation in Practice,Josh Reynolds,QUESTIONABLE
2021,1,WAS,WR,Curtis Samuel,00-0033282,,,Did Not Participate In Practice,Curtis Samuel,
2021,2,ARI,WR,A.J. Green,00-0027942,,,Did Not Participate In Practice,A.J. Green,
2021,2,ARI,WR,DeAndre Hopkins,00-0030564,,,Did Not Participate In Practice,DeAndre Hopkins,
2021,2,ARI,C,Rodney Hudson,00-0027993,,,Did Not Participate In Practice,Rodney Hudson,
2021,2,ARI,S,Charles Washington,00-0032560,,,Full Participation in Practice,Charles Washington,
2021,2,ARI,LB,Devon Kennard,00-0031241,Out,Hamstring,Did Not Participate In Practice,Devon Kennard,OUT
2021,2,ARI,T,Kelvin Beachum,00-0029316,Questionable,Ribs,Limited Participation in Practice,Kelvin Beachum,QUESTIONABLE
2021,2,ATL,WR,Frank Darby,00-0036951,Out,Calf,Did Not Participate In Practice,Frank Darby,OUT
2021,2,BAL,DT,Calais Campbell,00-0026190,,,Did Not Participate In Practice,Calais Campbell,
2021,2,BAL,LB,Justin Houston,00-0028008,,,Did Not Participate In Practice,Justin Houston,
2021,2,BAL,LB,Pernell McPhee,00-0028103,,,Did Not Participate In Practice,Pernell McPhee,
2021,2,BAL,CB,Chris Westry,00-0035422,,,Did Not Participate In Practice,Chris Westry,
2021,2,BAL,DE,Derek Wolfe,00-0029586,Out,Back,Did Not Participate In Practice,Derek Wolfe,OUT
2021,2,BAL,T,Ronnie Stanley,00-0032965,Questionable,Ankle,Did Not Participate In Practice,Ronnie Stanley,QUESTIONABLE
2021,2,BAL,WR,Marquise Brown,00-0035662,Questionable,Ankle,Limited Participation in Practice,Marquise Brown,QUESTIONABLE
2021,2,BAL,WR,Devin Duvernay,00-0036331,Questionable,Groin,Limited Participation in Practice,Devin Duvernay,QUESTIONABLE
2021,2,BAL,LB,Daelin Hayes,00-0036562,Questionable,Knee,Limited Participation in Practice,Daelin Hayes,QUESTIONABLE
2021,2,BAL,CB,Marlon Humphrey,00-0033281,Questionable,Back,Limited Participation in Practice,Marlon Humphrey,QUESTIONABLE
2021,2,BAL,CB,Jimmy Smith,00-0027965,Questionable,Ankle,Limited Participation in Practice,Jimmy Smith,QUESTIONABLE
2021,2,BUF,DE,Mario Addison,00-0028339,,,Did Not Participate In Practice,Mario Addison,
2021,2,BUF,WR,Cole Beasley,00-0029000,,,Did Not Participate In Practice,Cole Beasley,
2021,2,BUF,WR,Stefon Diggs,00-0031588,,,Did Not Participate In Practice,Stefon Diggs,
2021,2,BUF,DE,Jerry Hughes,00-0027881,,,Did Not Participate In Practice,Jerry Hughes,
2021,2,BUF,WR,Isaiah McKenzie,00-0033466,,,Full Participation in Practice,Isaiah McKenzie,
2021,2,BUF,LB,Matt Milano,00-0033571,,,Full Participation in Practice,Matt Milano,
2021,2,BUF,WR,Emmanuel Sanders,00-0027685,,,Full Participation in Practice,Emmanuel Sanders,
2021,2,BUF,S,Micah Hyde,00-0030090,,,Limited Participation in Practice,Micah Hyde,
2021,2,BUF,DT,Star Lotulelei,00-0030455,Questionable,Calf,Full Participation in Practice,Star Lotulelei,QUESTIONABLE
2021,2,BUF,WR,Gabe Davis,00-0036196,Questionable,Ankle,Limited Participation in Practice,Gabe Davis,QUESTIONABLE
2021,2,BUF,DE,Efe Obada,00-0031500,Questionable,Calf,Limited Participation in Practice,Efe Obada,QUESTIONABLE
2021,2,CAR,S,Juston Burris,00-0032403,,,Full Participation in Practice,Juston Burris,
2021,2,CAR,S,Sean Chandler,00-0034496,,,Full Participation in Practice,Sean Chandler,
2021,2,CAR,G,Pat Elflein,00-0033909,,,Full Participation in Practice,Pat Elflein,
2021,2,CAR,G,John Miller,00-0032149,,,Full Participation in Practice,John Miller,
2021,2,CAR,WR,Shi Smith,00-0036572,,,Full Participation in Practice,Shi Smith,
2021,2,CAR,DT,DaQuan Jones,00-0031054,,,Limited Participation in Practice,DaQuan Jones,
2021,2,CAR,T,Taylor Moton,00-0033284,,,Limited Participation in Practice,Taylor Moton,
2021,2,CHI,TE,Jimmy Graham,00-0027696,,,Full Participation in Practice,Jimmy Graham,
2021,2,CHI,T,Larry Borom,00-0036905,Out,Ankle,Did Not Participate In Practice,Larry Borom,OUT
2021,2,CHI,DT,Eddie Goldman,00-0031551,Doubtful,Knee,Did Not Participate In Practice,Eddie Goldman,DOUBTFUL
2021,2,CHI,WR,Marquise Goodwin,00-0030068,Questionable,Quadricep,Full Participation in Practice,Marquise Goodwin,QUESTIONABLE
2021,2,CHI,LB,Joel Iyiegbuniwe,00-0034372,Questionable,Shoulder,Full Participation in Practice,Joel Iyiegbuniwe,QUESTIONABLE
2021,2,CHI,WR,Darnell Mooney,00-0036309,Questionable,Back,Full Participation in Practice,Darnell Mooney,QUESTIONABLE
2021,2,CHI,LB,Robert Quinn,00-0027952,Questionable,Back,Full Participation in Practice,Robert Quinn,QUESTIONABLE
2021,2,CHI,WR,Nsimba Webster,00-0035621,Questionable,Hamstring,Full Participation in Practice,Nsimba Webster,QUESTIONABLE
2021,2,CHI,T,Jason Peters,00-0022531,Questionable,Quadricep,Limited Participation in Practice,Jason Peters,QUESTIONABLE
2021,2,CIN,G,Quinton Spain,00-0032043,,,Did Not Participate In Practice,Quinton Spain,
